	TCGA.KL.8323.01A	TCGA.KL.8324.01A	TCGA.KL.8325.01A	TCGA.KL.8326.01A	TCGA.KL.8327.01A	TCGA.KL.8328.01A	TCGA.KL.8329.01A	TCGA.KL.8330.01A	TCGA.KL.8331.01A	TCGA.KL.8332.01A	TCGA.KL.8333.01A	TCGA.KL.8334.01A	TCGA.KL.8335.01A	TCGA.KL.8336.01A	TCGA.KL.8337.01A	TCGA.KL.8338.01A	TCGA.KL.8339.01A	TCGA.KL.8340.01A	TCGA.KL.8341.01A	TCGA.KL.8342.01A	TCGA.KL.8343.01A	TCGA.KL.8344.01A	TCGA.KL.8345.01A	TCGA.KL.8346.01A	TCGA.KM.8438.01A	TCGA.KM.8439.01A	TCGA.KM.8440.01A	TCGA.KM.8441.01A	TCGA.KM.8442.01A	TCGA.KM.8443.01A	TCGA.KM.8476.01A	TCGA.KM.8477.01A	TCGA.KM.8639.01A	TCGA.KN.8418.01A	TCGA.KN.8419.01A	TCGA.KN.8421.01A	TCGA.KN.8422.01A	TCGA.KN.8423.01A	TCGA.KN.8424.01A	TCGA.KN.8425.01A	TCGA.KN.8426.01A	TCGA.KN.8427.01A	TCGA.KN.8428.01A	TCGA.KN.8429.01A	TCGA.KN.8430.01A	TCGA.KN.8431.01A	TCGA.KN.8432.01A	TCGA.KN.8433.01A	TCGA.KN.8434.01A	TCGA.KN.8435.01A	TCGA.KN.8436.01A	TCGA.KN.8437.01A	TCGA.KO.8403.01A	TCGA.KO.8404.01A	TCGA.KO.8405.01A	TCGA.KO.8406.01A	TCGA.KO.8407.01A	TCGA.KO.8408.01A	TCGA.KO.8409.01A	TCGA.KO.8410.01A	TCGA.KO.8411.01A	TCGA.KO.8413.01A	TCGA.KO.8414.01A	TCGA.KO.8415.01A	TCGA.KO.8416.01A	TCGA.KO.8417.01A
hsa-mir-550a-2	12.721	19.485	29.989	1.637	19.717	12.484	11.784	16.53	9.043	5.391	1.59	5.766	6.061	12.088	11.217	6.197	10.506	4.047	9.634	10.581	4.006	8.097	2.288	21.426	2.187	6.616	7.925	9.969	10.216	8.499	18.092	3.99	4.072	11.665	13.335	17.755	12.924	22.746	8.791	10.309	26.195	18.917	14.826	8.668	10.924	6.067	17.614	13.348	14.093	9.641	22.516	7.044	4.802	13.072	8.097	15.263	7.494	9.495	11.948	32.477	7.78	6.799	29.695	19.447	6.315	12.011
hsa-mir-5586	3.635	1.499	5.216	3.273	15.335	1.387	11.784	5.51	4.522	1.54	13.519	7.413	7.577	6.799	4.314	4.82	1.751	0	2.408	12.504	5.342	3.036	5.719	3.781	9.84	3.781	3.962	6.902	5.108	9.713	0	11.97	1.745	6.48	20.516	1.11	11.93	9.857	5.023	5.154	16.544	11.642	8.583	5.779	9.831	2.427	7.828	12.458	9.395	5.785	10.808	1.761	6.003	54.157	22.491	17.171	10.491	5.275	8.961	3.961	7.78	29.463	2.284	11.344	6.315	1.501
hsa-mir-574	161.743	346.24	88.664	186.581	123.777	255.238	278.884	174.938	129.62	53.906	112.125	78.248	159.114	175.269	246.779	121.872	129.578	200.325	92.724	107.731	198.974	129.545	77.781	192.838	111.524	66.162	134.723	103.528	293.2	206.399	257.314	197.505	57.014	149.049	203.106	916.617	314.147	201.683	114.282	322.149	296.416	916.771	215.36	171.43	147.469	91.005	167.332	224.241	209.83	188.963	155.812	131.2	249.712	1509.855	225.806	246.122	107.907	225.759	295.708	167.928	169.611	325.598	536.797	111.822	203.656	156.137
hsa-mir-576	114.492	131.901	45.636	22.913	95.298	55.487	69.394	27.549	49.738	32.344	43.737	51.067	40.157	36.263	24.16	49.575	61.287	44.517	46.964	47.132	29.379	33.398	49.185	42.853	52.482	47.259	63.399	55.982	68.447	46.136	38.195	23.94	13.963	67.396	89.243	26.633	50.701	73.546	74.095	50.255	37.224	48.021	27.31	44.302	36.048	40.042	42.078	75.637	23.488	59.774	34.225	31.699	63.629	75.633	45.881	36.25	46.46	56.967	60.735	84.756	37.346	94.431	43.401	111.012	48.94	57.05
hsa-mir-582	14409.667	5198.096	18246.571	7970.616	17337.601	10457.824	4663.784	6014.027	8910.603	9989.583	2931.963	3327.603	2971.642	1686.213	8061.75	4859.718	22320.763	6254.58	6098.106	6747.606	7701.235	3038.23	6883.605	5858.243	2454.617	5911.109	6442.931	3553.688	3303.861	10480.224	7429.929	3373.538	929.09	11151.469	4124.687	2723.219	2380.959	11285.885	7447.195	3971.452	8864.899	2903.108	16180.871	10384.971	3312.043	2932.798	4062.927	4040.78	6251.06	8590.1	7959.944	4540.049	12982.641	801.148	1943.188	17570.041	8173.954	10305.807	5248.066	3731.637	14331.356	3660.15	3067.739	5592.712	10293.29	9365.241
hsa-mir-584	956.828	79.44	74.321	176.761	290.274	237.205	353.515	126.727	287.876	234.107	403.97	473.607	135.626	613.443	100.092	362.172	110.317	197.289	270.947	471.322	165.589	308.681	368.315	117.215	384.866	75.614	188.216	365.031	68.447	219.754	530.709	139.65	116.936	164.602	191.822	48.827	252.511	241.109	362.941	163.652	195.772	912.405	158.399	251.366	434.76	421.051	156.568	201.105	399.304	383.71	74.754	70.443	457.406	148.464	98.059	227.043	335.711	138.198	228.004	578.241	219.405	187.351	452.28	508.06	323.639	390.343
hsa-mir-589	487.955	643.017	575.013	368.252	399.812	378.696	398.032	329.215	274.312	269.531	337.967	256.983	334.897	297.656	369.306	417.255	371.225	323.757	767.08	323.193	689.065	250.993	386.617	592.378	191.34	386.576	350.676	292.945	354.496	531.782	436.227	339.149	178.022	355.126	576.492	318.486	310.171	578.511	376.755	512.861	579.045	427.826	575.854	291.815	422.744	388.289	411.968	1030.439	441.583	333.577	607.038	346.932	313.341	377.23	402.132	499.875	298.243	489.497	510.768	192.483	480.824	486.509	906.845	579.367	527.294	346.805
hsa-mir-590	76.328	100.425	86.056	57.284	140.208	102.65	58.919	70.251	70.839	45.435	62.027	44.478	82.588	63.46	92.327	59.903	77.047	81.951	97.541	72.141	73.447	72.869	65.199	68.06	41.548	64.272	61.418	55.215	69.469	64.348	48.246	53.865	65.158	66.1	123.094	61.034	72.572	71.271	76.607	70.873	144.761	62.573	92.074	83.789	48.064	53.39	81.219	98.773	59.504	77.128	91.866	69.562	72.032	126.055	94.461	70.593	79.432	68.572	94.587	44.358	94.92	99.719	27.411	102.098	104.196	88.578
hsa-mir-598	228.984	403.197	838.398	135.844	174.165	454.99	251.389	535.835	611.926	484.385	164.61	377.238	299.286	447.995	213.128	194.168	614.622	467.424	295.031	198.148	316.489	63.76	276.808	945.284	119.177	434.779	382.376	260.737	356.539	452.864	74.38	27.93	913.382	359.014	93.347	285.195	258.476	347.258	200.936	675.224	159.927	34.925	438.523	315.893	297.123	192.931	512.759	185.977	360.156	244.881	361.161	526.561	237.707	86.838	242.898	307.175	353.695	610.816	386.312	285.952	199.176	233.434	146.192	639.329	213.128	363.32
hsa-mir-616	48.159	52.461	53.459	44.19	40.529	45.776	28.805	48.211	25.623	26.953	3.976	17.297	15.911	27.197	21.572	15.836	75.296	30.352	74.661	15.39	81.459	58.7	13.726	28.989	43.735	71.833	33.681	74.387	28.605	20.64	62.318	61.845	8.727	62.212	88.218	22.194	76.549	36.394	23.861	16.752	53.768	32.014	25.75	35.634	50.249	55.817	22.507	9.788	32.884	55.918	57.642	94.217	37.217	45.753	18.892	32.435	34.47	50.638	27.878	19.803	32.677	49.86	105.075	69.686	17.366	40.536
hsa-mir-625	1045.878	224.831	268.6	78.56	200.454	344.016	470.045	118.462	220.052	126.294	273.554	289.93	625.09	366.404	346.872	377.32	443.018	212.466	357.65	638.69	130.869	92.098	1076.35	144.944	283.183	108.695	402.188	156.442	228.839	359.377	188.965	149.625	139.044	524.912	189.77	461.638	135.203	770.337	182.098	525.747	693.475	324.508	1338.977	257.144	312.416	237.827	117.426	512.55	150.326	215.958	321.532	66.921	178.88	859.039	218.609	99.212	196.331	434.639	234.973	845.975	48.238	684.437	998.214	525.076	164.187	162.143
hsa-mir-628	27.26	55.458	52.155	90.017	44.91	40.228	35.352	45.456	30.144	32.344	49.303	37.889	42.43	21.153	34.515	49.575	28.017	30.352	77.069	27.895	62.764	60.724	50.329	20.166	29.521	104.914	45.568	72.853	33.713	46.136	10.051	89.775	73.303	45.363	83.089	43.279	39.765	40.943	47.722	46.389	46.875	49.477	35.113	26.003	32.771	36.402	57.734	60.509	36.016	28.923	71.151	117.111	27.612	18.675	51.279	40.066	35.969	61.187	28.874	16.634	35.789	49.104	29.695	27.55	33.153	49.544
hsa-mir-629	587	1107.668	851.437	139.118	640.795	289.917	502.777	425.638	351.179	803.202	231.408	451.368	168.964	245.528	261.448	530.865	306.436	212.466	496.133	567.511	213.664	234.8	562.767	737.322	284.276	134.214	289.258	147.24	453.591	637.409	508.596	101.745	279.251	256.624	274.911	429.456	459.291	536.809	266.24	362.095	889.247	609.725	799.017	233.067	293.846	283.937	476.552	324.793	414.963	536.038	711.513	152.333	529.438	593.858	325.664	814.682	331.214	304.881	494.838	637.65	680	735.807	568.777	785.994	307.851	252.222
hsa-mir-651	122.67	64.452	103.007	22.913	72.295	184.493	102.127	74.383	153.735	1155.132	76.341	205.092	481.13	56.66	88.012	48.198	140.085	351.074	2.408	65.408	14.689	16.193	20.589	568.431	41.548	17.958	130.761	27.607	100.117	71.633	16.082	29.925	16.29	64.804	72.831	35.511	54.678	86.435	239.868	114.685	148.897	4.366	128.748	298.557	40.417	94.646	95.898	102.332	131.535	44.348	36.927	22.894	30.014	5.602	69.271	51.514	47.959	64.352	78.656	53.071	26.453	220.591	47.969	106.96	59.992	112.599
hsa-mir-6511b-1	0.909	5.995	5.216	0	4.382	2.774	0	11.02	4.522	2.31	3.976	0	1.515	3.022	2.589	2.066	1.751	3.035	4.817	3.848	5.342	2.024	2.288	2.521	5.467	5.671	1.981	5.368	3.065	2.428	4.021	11.97	1.745	9.073	5.129	5.549	10.936	0.758	5.023	6.443	2.757	4.366	5.462	0.963	6.554	1.213	1.957	1.78	0	1.928	4.503	7.925	2.401	4.669	0	1.908	4.496	4.22	0.996	7.129	4.668	5.288	6.853	4.862	1.579	3.003
hsa-mir-652	285.322	110.917	108.222	37.644	115.014	52.712	199.016	66.118	103.997	115.513	101.788	153.202	123.503	258.371	152.727	232.727	77.047	101.174	80.682	106.769	118.85	88.05	121.247	110.913	67.789	382.795	101.042	293.712	341.215	80.131	110.564	109.725	381.061	101.094	124.12	158.688	110.349	95.534	173.307	94.067	147.519	71.304	124.066	97.272	110.329	43.683	78.284	196.655	97.086	187.035	130.594	263.281	108.049	90.573	99.858	82.041	95.917	128.704	101.556	354.074	91.808	120.116	210.15	170.974	143.664	124.61
hsa-mir-653	8.178	89.932	80.841	88.381	24.098	6074.388	1108.991	33.059	43.709	25.413	488.263	179.559	75.769	4937.764	786.933	52.329	35.021	111.291	12.042	64.446	108.167	116.388	20.589	17.645	103.87	139.886	273.409	72.086	70.491	20.64	34.174	183.54	40.724	5387.803	164.126	29645.804	3851.288	401.849	264.985	131.437	59.283	21.828	24.189	596.151	78.65	291.217	4152.954	117.459	194.171	17.354	79.257	44.027	76.835	81.235	70.171	41.974	85.426	131.869	174.239	22.971	35.789	190.373	555.071	35.653	26.838	82.573
hsa-mir-654	20.899	8.993	6.519	14.73	5.477	20.807	9.165	5.51	18.086	7.701	8.747	9.06	18.184	7.555	4.314	27.542	24.515	7.082	6.021	8.657	8.012	34.41	3.432	25.208	14.214	35.917	1.981	56.749	10.216	13.355	2.01	23.94	47.705	15.553	1.026	2.219	13.918	6.824	13.814	5.154	4.136	161.526	16.386	21.188	49.156	7.28	23.485	9.788	15.659	11.569	1.801	51.071	6.003	2469.738	46.78	11.448	14.987	15.824	8.961	7.921	10.892	14.354	15.99	8.913	4.736	7.507
hsa-mir-660	617.895	1167.623	1134.38	1042.563	753.618	246.915	387.558	1595.109	711.401	928.726	797.602	915.915	426.577	935.274	2473.835	1204.257	588.356	1037.034	952.528	651.195	5417.706	600.157	909.35	497.85	775.2	1760.856	776.639	1198.622	1920.612	698.115	597.048	2216.44	3579.645	724.508	1968.484	1457.044	356.895	1112.287	506.108	801.507	625.92	66.939	481.439	329.376	711.128	855.45	404.14	755.477	460.374	449.269	667.382	1238.916	470.612	159.669	707.104	841.393	541.034	1111.917	1479.534	758.051	641.099	799.265	242.13	675.793	759.367	746.157
hsa-mir-664a	108.132	256.307	284.247	459.906	314.373	516.025	189.851	366.407	165.793	288.783	129.62	173.793	208.363	182.069	357.226	117.052	145.338	144.679	179.427	409.762	205.651	150.798	257.363	311.314	424.228	202.267	299.164	157.209	187.975	258.606	412.104	227.43	132.062	330.5	330.303	408.372	209.763	278.261	150.702	384.002	170.956	80.036	166.202	222.473	340.817	179.584	485.359	290.979	172.249	187.035	315.227	223.656	148.867	114.85	153.836	164.081	163.359	156.133	298.695	166.343	248.97	412.475	365.479	435.133	311.009	192.169
hsa-mir-664b	17.265	40.47	75.625	29.46	64.627	56.874	49.754	64.741	34.666	63.147	22.266	31.299	28.792	30.219	66.441	29.607	17.511	28.329	26.493	63.484	41.397	41.495	27.452	52.936	74.349	22.684	51.512	34.509	35.756	32.781	90.462	37.905	14.544	36.29	62.573	65.473	35.789	42.459	25.117	94.067	37.224	2.91	27.31	55.859	50.249	31.549	31.314	64.959	42.279	19.282	37.827	36.983	25.211	32.681	30.587	32.435	22.481	21.099	46.796	32.477	49.794	65.724	107.359	75.358	66.306	36.032
hsa-mir-671	54.52	74.944	63.89	34.37	69.009	69.358	47.135	42.702	40.695	41.585	21.471	34.594	40.915	43.817	59.538	34.427	50.781	45.528	101.153	69.256	48.074	29.35	82.356	47.894	52.482	29.3	87.174	16.871	61.296	98.343	56.287	29.925	22.689	68.692	42.057	45.498	28.83	43.218	42.699	54.121	17.923	27.649	33.552	37.56	25.124	65.524	22.507	58.73	62.636	59.774	51.337	20.252	34.816	40.151	40.483	38.158	41.964	52.748	45.8	13.466	52.906	30.973	111.928	54.29	44.204	66.058
hsa-mir-675	15.447	89.932	48.244	47.464	10.954	55.487	9.165	67.496	33.159	56.987	81.907	98.84	46.219	47.595	24.16	42.001	57.785	62.728	40.943	18.276	16.025	62.748	19.445	10.083	69.976	143.666	57.455	83.589	22.475	13.355	52.267	77.805	25.016	19.441	74.882	17.755	7.953	9.857	12.559	2.577	20.68	8.731	18.727	116.534	71.004	36.402	60.67	63.179	67.334	36.636	6.305	47.549	16.808	155.934	18.892	17.171	44.961	101.275	95.582	21.387	14.005	21.908	107.359	21.068	129.455	54.048
hsa-mir-7-1	73.602	83.937	62.586	32.734	179.642	58.261	99.508	68.873	34.666	34.654	120.873	82.366	68.192	44.573	109.584	58.526	57.785	53.622	89.111	189.491	38.727	33.398	142.979	59.238	37.175	47.259	71.324	46.779	154.262	100.771	148.759	95.76	23.853	150.345	182.59	93.215	253.505	57.624	108.003	70.873	70.313	130.967	96.756	76.084	62.265	82.511	142.868	38.263	75.163	44.348	36.026	100.381	91.241	243.706	74.669	97.304	56.951	31.649	45.8	49.111	113.593	126.915	61.675	60.773	89.987	118.604
hsa-mir-708	149.022	62.953	69.106	24.55	105.156	120.683	95.58	38.569	251.703	52.366	94.631	225.684	634.94	110.299	87.149	99.838	446.52	141.644	69.844	87.531	105.496	72.869	104.089	55.457	37.175	111.53	116.892	63.65	85.815	25.496	172.883	65.835	93.084	276.065	152.842	582.596	210.757	175.145	169.54	79.893	93.75	141.154	629.694	154.094	178.055	8.494	133.082	140.595	115.876	329.721	949.285	70.443	238.907	394.971	139.442	106.844	314.729	240.529	119.478	30.892	96.476	93.676	34.264	137.752	211.549	127.612
hsa-mir-744	119.036	82.438	123.869	274.962	63.532	99.876	77.25	61.986	64.81	93.951	61.232	56.009	84.861	98.211	42.28	130.823	56.034	66.775	80.682	66.37	275.092	188.245	74.349	120.996	94.03	275.045	59.437	210.123	102.16	61.92	96.493	724.183	187.912	107.575	219.518	109.861	91.461	120.555	67.816	131.437	151.655	154.25	158.399	61.638	99.405	135.901	78.284	82.755	120.574	104.122	98.171	191.957	63.629	208.224	89.962	87.764	128.889	87.561	112.508	72.874	43.57	90.654	105.075	95.616	101.038	78.069
hsa-mir-758	26.351	4.497	2.608	11.457	2.191	12.484	2.619	1.377	12.058	10.011	28.628	20.592	23.488	6.799	1.726	108.101	8.755	3.035	1.204	9.619	10.683	20.241	10.295	15.125	12.027	17.958	0	27.607	7.151	9.713	10.051	17.955	19.78	6.48	5.129	0	3.977	3.033	11.303	5.154	8.272	20.373	24.189	9.631	28.401	9.707	8.807	10.678	10.961	3.856	0.901	20.252	2.401	1116.751	59.375	7.632	16.486	20.044	5.974	8.713	3.112	15.109	15.99	5.672	11.051	4.504
hsa-mir-766	60.881	181.364	168.201	72.014	148.971	120.683	70.703	148.767	24.115	34.654	50.894	25.534	81.83	74.792	90.601	47.509	29.768	59.693	16.859	40.399	98.819	60.724	110.952	93.268	90.75	59.546	85.193	61.35	48.015	194.258	42.216	135.66	77.376	93.318	152.842	197.528	47.719	200.166	56.513	123.705	158.548	42.201	94.415	61.638	129.991	121.34	94.919	139.705	81.427	11.569	146.806	61.638	63.629	50.422	62.074	59.146	64.444	144.528	175.234	76.043	96.476	105.763	223.856	139.372	132.613	21.018
hsa-mir-769	59.063	58.456	58.675	116.204	51.483	84.617	48.445	66.118	75.36	77.009	92.245	83.19	148.506	76.303	88.875	97.773	77.047	76.892	56.598	59.637	82.795	133.593	52.616	118.476	97.31	59.546	110.948	62.117	93.987	75.275	78.4	77.805	83.775	69.988	38.98	106.532	37.777	70.513	62.793	79.893	55.147	74.215	120.165	43.339	68.819	115.273	55.777	67.628	84.558	69.415	79.257	74.846	72.032	66.295	70.171	82.041	70.439	98.11	97.574	40.398	91.808	31.729	41.116	63.204	80.515	88.578
hsa-mir-874	1571.088	2095.426	3242.763	5275.009	2254.282	3976.997	3463.141	2029.011	3771.03	2038.423	1844.107	2221.422	3470.199	1269.193	3268.534	2414.022	2204.585	2799.486	1754.53	1488.032	3139.518	749.943	2591.932	1182.236	1770.167	3346.856	8049.701	1564.42	1292.327	1478.79	1610.22	3778.522	1048.935	7849.058	763.185	2480.194	2189.091	1037.225	3402.1	2087.525	1462.777	224.1	1594.132	2866.148	1313.02	4465.327	1242.755	1339.215	1507.959	4288.301	2201.188	1575.281	739.533	92.44	1160.515	1596.93	2385.943	2164.758	1197.766	671.711	3384.441	719.943	4483.97	1290.002	3062.727	3792.337
hsa-mir-887	9.087	1.499	2.608	3.273	16.431	6.936	1.309	5.51	10.55	15.402	12.723	7.413	13.638	4.533	3.451	4.82	5.253	8.094	8.429	18.276	4.006	28.338	5.719	3.781	10.934	0.945	5.944	5.368	2.043	2.428	8.041	7.98	0	7.776	9.232	0	8.947	3.791	13.814	1.289	2.757	18.917	7.023	13.483	13.108	12.134	4.893	4.449	23.488	11.569	5.404	3.522	22.81	50.422	9.896	5.724	16.486	8.44	9.956	5.545	0	6.799	4.568	5.672	4.736	13.512
hsa-mir-889	31.803	4.497	5.216	6.547	3.286	24.969	7.856	0	12.058	16.942	31.013	32.123	40.915	18.887	4.314	129.446	15.76	12.141	8.429	15.39	21.366	20.241	11.438	25.208	13.12	13.232	1.981	18.405	14.302	14.569	6.031	17.955	48.287	11.665	7.181	1.11	6.959	2.275	12.559	11.597	6.893	26.193	24.969	19.262	29.494	16.988	11.743	20.466	7.829	1.928	1.801	22.013	4.802	1026.179	45.881	3.816	13.488	7.385	15.93	6.337	14.005	18.131	2.284	7.293	14.209	4.504
hsa-mir-9-2	207.176	55339.934	220.357	198.038	30088.866	532.671	320.782	500.021	75.36	479.765	116.102	172.969	11378.918	130.697	34.515	211.382	92.806	207.407	162.568	1379.34	89.472	37.447	380.897	85.706	116.991	56.71	176.329	70.552	497.52	97.129	2653.546	71.82	8031.948	6470.029	18714.444	1785.517	15642.752	35901.778	587.738	3230.509	158.548	224.1	81.93	223.436	417.282	127.407	80.241	152.163	385.211	206.317	133.296	72.204	285.729	244.639	725.097	908.17	265.271	290.111	207.095	33869.898	94.92	420.785	111.928	86.702	105.775	355.813
hsa-mir-92a-1	33069.176	23175.593	26067.275	23910.211	21983.088	19836.435	20852.169	26041.042	23304.421	12868.943	13642.731	12424.15	12048.711	15015.004	22114.374	12571.37	27913.649	12631.581	21709.45	30440.698	14448.996	18495.557	33508.674	16851.271	21935.203	18831.617	24951.498	19467.83	19180.58	30315.188	21093.68	12119.599	11357.939	20645.251	11261.082	14693.621	14822.589	17096.771	24579.512	14844.623	15945.788	28827.35	21893.373	22638.332	19559.842	16535.058	22528.109	17260.298	12054.274	25251.617	22765.729	13120.883	15142.413	15471.113	14365.195	15664.028	14123.825	11235.219	25221.779	29540.216	26675.618	14000.733	36536.475	27262.647	11853.07	20469.011
hsa-mir-92b	231.71	382.213	208.622	436.993	259.604	441.118	223.893	312.685	241.153	184.051	217.889	296.519	376.57	400.4	390.878	268.531	497.301	193.242	375.713	201.995	492.762	327.91	396.911	250.815	332.385	299.62	346.714	315.952	275.833	369.09	508.596	516.704	366.517	451.036	327.226	370.642	810.222	345.742	154.47	402.042	253.677	442.378	414.334	243.661	339.725	413.771	181.031	536.576	189.474	181.25	133.296	294.98	136.862	659.219	236.601	322.439	176.848	417.76	246.921	181.394	308.101	279.516	847.454	296.571	333.111	291.256
hsa-mir-93	19369.18	12038.957	10077.729	7181.738	10434.546	9482.648	17273.808	12906.88	15364.459	9300.355	12228.836	14279.042	10802.319	22395.964	11245.723	11556.461	13775.59	15869.151	18375	15835.473	10223.8	10797.762	14892.744	11954.698	9642.436	6813.749	23917.3	10005.388	13226.683	13343.102	11299.683	7551.059	9585.861	10867.627	8342.72	11418.878	14781.829	9291.047	15252.308	15585.565	15674.189	16712.878	27162.671	13331.056	12889.877	15227.008	11344.296	10123.752	11354.318	12502.404	8446.295	7633.376	13051.072	22162.283	15526.609	14446.775	11120.414	10732.007	12351.025	12704.677	11583.346	10867.887	15560.267	21313.402	9855.983	12010.569
hsa-mir-940	1.817	2.998	13.039	3.273	2.191	4.161	2.619	4.132	3.014	20.022	0.795	2.471	2.273	8.31	2.589	4.82	8.755	5.059	3.613	0.962	4.006	10.121	1.144	10.083	3.28	8.507	5.944	9.969	6.13	0	6.031	1.995	22.107	2.592	2.052	4.439	19.883	3.033	2.512	11.597	11.029	10.186	17.947	6.742	5.462	3.64	5.871	8.009	14.093	1.928	3.603	8.805	4.802	27.078	7.197	3.816	2.997	2.11	1.991	4.753	0	3.777	4.568	5.672	4.736	3.003
hsa-mir-942	93.593	26.98	11.735	18.003	30.671	29.13	78.559	15.152	21.101	13.862	15.109	17.297	15.911	44.573	9.492	37.87	24.515	18.211	45.76	21.161	37.391	18.217	26.308	13.864	24.054	19.849	9.906	38.344	16.346	29.139	10.051	25.935	25.598	15.553	31.799	9.987	24.853	31.086	51.49	36.081	44.118	32.014	35.893	18.299	38.233	18.201	12.721	37.373	10.961	63.63	30.622	24.655	25.211	29.88	25.189	11.448	20.982	12.659	21.904	62.577	20.229	37.017	20.558	66.445	17.366	13.512
hsa-mir-95	6.361	4.497	1.304	3.273	5.477	8.323	5.237	2.755	6.029	5.391	6.362	4.118	0	0.755	2.589	5.508	1.751	4.047	0	0.962	8.012	7.084	2.288	5.042	3.28	7.561	0	9.202	2.043	1.214	2.01	5.985	11.635	0	1.026	13.316	4.971	2.275	3.768	11.597	0	4.366	17.947	3.852	2.185	4.854	0	5.339	1.566	3.856	11.708	5.283	2.401	5.602	8.097	0	5.995	3.165	1.991	1.584	3.112	2.266	6.853	4.052	3.157	1.501
hsa-mir-96	128.122	227.829	220.357	266.778	283.702	163.685	202.944	388.446	283.355	46.975	127.235	238.039	288.678	313.521	342.558	231.35	700.424	381.426	237.229	59.637	279.098	79.953	97.226	153.766	458.122	38.752	443.794	29.141	280.941	225.825	154.79	117.705	48.869	500.287	366.206	43.279	209.763	236.56	195.913	329.881	439.798	48.021	175.565	229.215	145.284	367.661	380.655	255.385	180.078	431.915	5.404	44.027	204.092	1.867	320.266	207.963	224.806	445.189	298.695	106.935	421.694	211.526	212.435	272.262	284.171	647.069
hsa-mir-98	120.853	136.398	179.936	276.598	116.11	148.426	120.457	219.017	131.127	200.993	201.985	161.438	166.691	232.685	170.847	145.971	133.081	146.702	99.949	126.007	205.651	170.028	125.822	181.495	185.873	335.536	126.798	338.191	111.355	84.988	74.38	277.304	673.11	129.608	199.003	136.494	178.945	141.784	128.097	198.444	303.309	189.175	174.005	137.721	134.361	161.383	163.417	168.18	123.706	102.194	207.149	445.552	126.057	258.646	161.033	99.212	88.424	179.342	125.452	187.73	105.812	151.09	52.538	204.196	93.145	151.633
hsa-mir-99a	3333.905	4499.62	521.554	6129.355	8153.974	517.412	3607.166	6063.616	5178.76	5168.832	5113.241	4878.563	8967.205	2078.303	12514.998	3108.071	404.495	633.35	2985.23	9115.761	4450.878	7439.718	16329.402	9510.822	4800.991	3377.101	2106.038	2718.564	12887.511	6490.648	6885.148	7058.295	8962.783	4549.239	5957.767	9054.094	579.582	5267.252	1882.52	7591.117	3852.026	497.676	2131.752	3040.467	4110.56	724.402	4107.94	3014.79	2845.235	3150.668	24010.427	4634.266	4586.063	5810.655	4471.131	7080.293	3340.62	4107.976	7489.271	1254.705	5184.808	5812.423	9701.182	4445.323	3844.196	5783.089
hsa-mir-99b	105646.355	218763.685	258222.747	175867.467	115385.745	205234.973	167305.73	276276.099	165033.044	198915.309	157176.888	105354.057	72024.806	161470.028	108993.689	92829.011	104841.22	142435.876	76710.416	115145.041	139904.204	176178.91	101291.247	165724.754	188433.69	349865.056	208895.983	178689.776	231111.941	151928.033	188277.128	208315.45	117296.919	141027.714	193130.933	138871.977	434237.228	177527.698	144321.119	252291.58	155039.222	105850.653	78127.304	154460.92	231847.378	301057.699	186521.825	135625.529	188313.187	159465.426	260367.993	258066.038	208039.205	189422.857	149456.322	186466.805	142736.958	113134.958	157356.344	164659.395	166209.498	152903.596	262683.437	150711.51	117575.574	198362.045
