	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
hsa-mir-874	143.405	44.897	194.182	131.262	163.099	211.218	192.038	259.225	104.925	126.613	200.104	161.083	116.754	72.77	145.277	247.336	393.301	209.63	131.341	330.96	193.673	83.334	168.517	162.624	142.456	195.358	180.232	129.193	45.253	105.278	128.594	225.42	224.772	29.755	96.637	100.015	83.857	70.742	503.735	125.854	101.724	95.687	274.362	199.345	147.912	56.865	152.435	42.249	86.972	803.835	166.825	193.002	151.163	35.958	467.042	201.068	143.456
hsa-mir-887	478.513	541.564	69.314	9.158	67.027	449.837	8.349	13.764	79.189	236.767	407.239	3.943	388.825	126.135	91.826	14.215	203.169	524.075	180.229	217.717	39.728	1031.425	349.366	13.743	75.502	188.544	47.934	520.939	125.953	1.526	518.81	161.232	161.644	24.399	11.421	355.909	7.137	40.424	14.93	16.04	152.587	8.506	40.062	63.27	661.449	331.819	10.565	34.567	701.688	46.696	252.702	29.132	264.535	374.796	71.97	10.414	337.488
hsa-mir-889	34.923	4091.196	47.399	4.07	20.108	956.759	613.687	692.796	364.268	20.258	1761.295	1421.02	43.917	868.391	1407.545	49.752	4.346	65.788	5.108	18.995	69.524	4691.276	565.15	28.631	673.817	461.137	3.835	1434.32	295.651	7.629	29.931	32.858	20.086	1222.336	327.688	63.973	17.842	126.326	1507.334	2248.718	527.419	136.088	196.667	45.069	2271.862	1438.506	883.671	90.259	37.998	1067.333	523.001	27.919	12.597	395.541	10.719	32.043	13.794
hsa-mir-9-2	26295.208	14376.008	47153.678	8034.443	2320.622	5085.209	5865.517	37197.631	21853.416	113434.133	2159.584	27135.679	39332.335	20576.996	29747.586	4570.033	526552.848	43363.302	54113.212	26697.416	10150.438	3990.454	29192.573	807.392	76671.249	24983.165	2730.323	9890.901	22810.344	2842.509	5770.1	41424.501	80803.955	13851.555	4974.18	8629.21	3204.408	3202.354	154230.211	14272.11	4693.698	6646.002	75869.711	142901.637	38089.839	3446.915	888.199	2736.568	35198.369	3376.275	2231.377	2308.743	103299.109	3272.203	394750.001	87856.989	21645.234
hsa-mir-92a-1	94315.455	56655.208	80504.105	43109.836	34429.512	18315.431	588090.045	107390.238	48720.792	32278.798	45882.524	173504.675	100728.052	42670.038	62684.421	74239.234	33597.898	44375.77	23831.82	115234.617	88106.202	42423.672	82922.938	29844.887	31551.157	462293.043	100870.494	73492.031	49633.088	40971.501	57743.124	51109.908	57030.771	21060.601	63907.929	78682.857	75581.924	86574.717	58408.906	104942.019	80897.464	142378.181	38790.721	46648.422	42139.969	33773.638	50176.078	44228.696	45867.228	48737.106	104931.013	56911.374	19828.656	76248.129	48365.642	44719.548	27598.639
hsa-mir-92b	663.529	561.908	1146.746	417.189	281.513	972.743	782.765	1766.4	404.522	924.277	485.874	1390.042	472.374	905.585	468.725	1135.756	3410.419	1119.513	2024.11	3445.488	1370.607	137.979	1800.26	1217.387	2807.808	914.323	2413	777.241	1052.878	848.328	364.719	362.2	1327.587	448.111	569.281	630.724	1736.018	1109.139	1026.27	224.563	662.315	838.857	577.861	3058.643	596.634	211.214	1098.741	1207.931	1405.064	395.247	1550.701	1910.6	355.003	503.416	6602.902	1574.897	1098.906
hsa-mir-93	52158.714	32498.772	83949.439	44018.493	30071.27	63492.049	71893.281	90735.609	39920.297	59607.015	38850.771	96653.011	37034.735	51309.482	33983.928	74126.937	79092.606	63052.911	75797.608	130714.472	89605.924	17773.297	4828416.677	67768.279	64761.927	79268.96	57995.405	25593.4	112531.232	114054.356	53898.608	103000.761	96678.568	80367.111	40693.041	86322.731	122839.807	136891.463	27763.473	40014.84	45677.589	62309.326	38791.935	121146.183	52301.026	32993.771	81479.624	67880.323	61993.375	43281.198	95638.069	57744.075	43674.576	78879.998	87650.762	185161.759	56516.885
hsa-mir-940	58.7	18.941	13.761	27.473	41.706	19.409	10.437	45.881	7.259	44.315	40.276	24.219	36.419	9.703	4.112	22.744	11.951	62.443	7.297	29.954	74.49	8.197	8.22	16.033	14.246	19.309	23.967	63.207	23.381	18.309	21.063	25.981	11.478	32.135	29.87	63.973	3.568	17.686	6.082	9.871	6.634	70.171	14.568	61.537	24.929	11.873	18.111	7.682	28.709	7.505	42.234	35.202	20.613	19.362	26.032	23.231	34.944
hsa-mir-942	21.548	38.583	40.773	26.456	26.811	37.677	52.184	20.646	21.777	50.645	12.786	30.977	22.494	33.151	17.817	35.537	38.026	8.92	26.998	20.457	173.809	17.76	102.755	61.843	41.312	15.901	69.025	35.424	33.185	48.825	17.737	54.254	19.129	23.804	22.842	27.932	55.31	29.055	17.141	64.161	29.854	55.286	30.35	55.47	5.817	28.12	42.259	30.726	48.975	24.182	42.938	46.126	21.758	41.49	30.626	18.425	18.392
hsa-mir-95	20.805	96.107	11.213	13.228	11.916	27.401	14.612	27.528	52.792	26.589	2.557	21.966	8.569	6.468	13.705	19.901	49.977	11.151	33.565	3.653	4.966	30.055	8.22	6.871	8.547	6.815	19.174	24.311	6.034	25.938	12.194	8.405	8.608	53.559	17.57	23.427	32.115	10.106	11.059	33.931	28.748	28.706	10.926	12.134	15.788	9.373	26.412	72.975	16.888	34.188	38.011	2.428	4.581	71.917	50.532	28.037	11.955
hsa-mir-96	291.269	2357.068	340.456	55.964	29.045	211.218	48.01	105.525	337.871	100.025	106.125	12.391	223.869	88.941	345.376	390.905	214.034	338.976	424.669	145.388	84.421	606.56	133.581	1019.261	113.965	123.803	166.81	43.064	154.613	99.175	198.434	90.168	103.299	864.681	48.319	734.343	264.06	501.513	49.765	425.066	399.158	20.201	200.309	1017.525	144.588	66.239	8.301	251.572	237.273	211.799	165.418	8.497	159.179	1017.896	309.32	680.106	137.938
hsa-mir-98	54.984	82.778	90.211	43.754	274.811	221.493	183.689	26.381	178.174	168.396	377.192	122.783	83.549	364.66	139.795	85.288	344.41	437.101	353.161	29.224	228.435	157.104	30.826	502.759	485.775	48.84	371.01	45.843	202.883	151.051	416.822	154.355	630.317	127.351	129.142	83.796	117.757	673.315	276.474	132.64	97.302	297.693	227.017	348.42	129.631	263.705	239.218	318.786	200.12	35.856	109.105	269.475	302.325	95.428	226.63	307.61	679.575
hsa-mir-99a	3329.533	5748.86	5920.266	2872.497	11710.353	3316.689	2824.215	1827.192	1579.813	5957.156	2623.082	1405.25	4959.388	3780.818	2612.251	494.672	101.041	7082.818	14309.599	3788.868	7880.991	11463.162	941.232	942.53	2816.355	1157.385	1544.435	2791.54	3633.786	1415.915	5805.574	5368.046	2294.583	2821.966	1413.539	3691.539	1377.396	775.639	7721.906	1911.256	7163.833	2095.548	1886.545	18989.761	6203.164	5659.039	13717.657	1567.045	1557.898	605.378	2698.065	8126.728	84.743	1208.751	1433.283	8276.621	157.249
hsa-mir-99b	89519.175	169922.13	213676.461	348292.514	314754.104	141293.242	237342.594	288309.743	336356.915	237272.082	231195.652	307275.425	354334.848	221934.651	242190.992	294378.384	168032.947	257755.687	175875.784	617795.106	171827.454	347588.867	339457.941	395834.135	283686.898	449213.113	377000.333	311183.431	169307.448	325603.886	451058.848	304341.825	334264.059	171669.19	364321.32	576794.675	77152.013	487847.955	160803.646	174628.831	103368.613	433630.635	240292.933	589026.686	817249.656	154304.416	388094.696	337588.76	379156.136	448329.175	432856.091	304850.019	189317.571	208450.092	140078.904	166103.581	221503.631
