	TCGA.P7.A5NX.01A	TCGA.P7.A5NY.01A	TCGA.P7.A5NY.05A	TCGA.P8.A5KC.01A	TCGA.P8.A5KC.11A	TCGA.P8.A5KD.01A	TCGA.P8.A5KD.11A	TCGA.P8.A6RX.01A	TCGA.P8.A6RY.01A	TCGA.PR.A5PF.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PH.01A	TCGA.QR.A6GO.01A	TCGA.QR.A6GR.01A	TCGA.QR.A6GS.01A	TCGA.QR.A6GT.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6GW.01A	TCGA.QR.A6GX.01A	TCGA.QR.A6GY.01A	TCGA.QR.A6GZ.01A	TCGA.QR.A6GZ.05A	TCGA.QR.A6H0.01A	TCGA.QR.A6H1.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6H3.01A	TCGA.QR.A6H4.01A	TCGA.QR.A6H5.01A	TCGA.QR.A6H6.01A	TCGA.QR.A6ZZ.01A	TCGA.QR.A700.01A	TCGA.QR.A702.01A	TCGA.QR.A703.01A	TCGA.QR.A705.01A	TCGA.QR.A706.01A	TCGA.QR.A707.01A	TCGA.QR.A708.01A	TCGA.QR.A70A.01A	TCGA.QR.A70C.01A	TCGA.QR.A70D.01A	TCGA.QR.A70E.01A	TCGA.QR.A70G.01B	TCGA.QR.A70H.01A	TCGA.QR.A70I.01A	TCGA.QR.A70J.01A	TCGA.QR.A70K.01A	TCGA.QR.A70M.01A	TCGA.QR.A70N.01A	TCGA.QR.A70O.01A	TCGA.QR.A70P.01A	TCGA.QR.A70Q.01A	TCGA.QR.A70R.01A	TCGA.QR.A70T.01A	TCGA.QR.A70U.01A	TCGA.QR.A70V.01A	TCGA.QR.A70W.01A	TCGA.QR.A70X.01A	TCGA.QR.A7IN.01A	TCGA.QR.A7IP.01A	TCGA.QT.A5XJ.01A	TCGA.QT.A5XK.01A	TCGA.QT.A5XL.01A	TCGA.QT.A5XM.01A	TCGA.QT.A5XN.01A	TCGA.QT.A5XO.01A	TCGA.QT.A5XP.01A	TCGA.QT.A69Q.01A	TCGA.QT.A7U0.01A	TCGA.RM.A68T.01A	TCGA.RM.A68W.01A	TCGA.RT.A6Y9.01A	TCGA.RT.A6YA.01A	TCGA.RT.A6YC.01A	TCGA.RW.A67V.01A	TCGA.RW.A67W.01A	TCGA.RW.A67X.01A	TCGA.RW.A67Y.01A	TCGA.RW.A680.01A	TCGA.RW.A681.01A	TCGA.RW.A684.01A	TCGA.RW.A685.01A	TCGA.RW.A686.01A	TCGA.RW.A686.06A	TCGA.RW.A688.01A	TCGA.RW.A689.01A	TCGA.RW.A68A.01A	TCGA.RW.A68B.01A	TCGA.RW.A68C.01A	TCGA.RW.A68D.01A	TCGA.RW.A68F.01A	TCGA.RW.A68G.01A	TCGA.RW.A7CZ.01A	TCGA.RW.A7D0.01A	TCGA.RW.A8AZ.01A	TCGA.RX.A8JQ.01A	TCGA.S7.A7WL.01A	TCGA.S7.A7WM.01A	TCGA.S7.A7WN.01A	TCGA.S7.A7WO.01A	TCGA.S7.A7WP.01A	TCGA.S7.A7WQ.01A	TCGA.S7.A7WR.01A	TCGA.S7.A7WT.01A	TCGA.S7.A7WU.01A	TCGA.S7.A7WV.01A	TCGA.S7.A7WW.01A	TCGA.S7.A7WX.01A	TCGA.S7.A7X0.01A	TCGA.S7.A7X1.01A	TCGA.S7.A7X2.01A	TCGA.SA.A6C2.01A	TCGA.SP.A6QC.01A	TCGA.SP.A6QD.01A	TCGA.SP.A6QF.01A	TCGA.SP.A6QG.01A	TCGA.SP.A6QH.01A	TCGA.SP.A6QI.01A	TCGA.SP.A6QJ.01A	TCGA.SP.A6QK.01A	TCGA.SQ.A6I4.01A	TCGA.SQ.A6I4.11A	TCGA.SQ.A6I6.01A	TCGA.SR.A6MP.01A	TCGA.SR.A6MQ.01A	TCGA.SR.A6MR.01A	TCGA.SR.A6MS.01A	TCGA.SR.A6MT.01A	TCGA.SR.A6MU.01A	TCGA.SR.A6MV.01A	TCGA.SR.A6MX.01A	TCGA.SR.A6MX.05A	TCGA.SR.A6MX.06A	TCGA.SR.A6MY.01A	TCGA.SR.A6MZ.01A	TCGA.SR.A6N0.01A	TCGA.TT.A6YJ.01A	TCGA.TT.A6YK.01A	TCGA.TT.A6YN.01A	TCGA.TT.A6YO.01A	TCGA.TT.A6YP.01A	TCGA.W2.A7H5.01B	TCGA.W2.A7H7.01A	TCGA.W2.A7HA.01B	TCGA.W2.A7HB.01A	TCGA.W2.A7HC.01A	TCGA.W2.A7HD.01A	TCGA.W2.A7HE.01A	TCGA.W2.A7HF.01A	TCGA.W2.A7HH.01A	TCGA.W2.A7UY.01A	TCGA.WB.A80K.01A	TCGA.WB.A80L.01A	TCGA.WB.A80M.01A	TCGA.WB.A80N.01A	TCGA.WB.A80O.01A	TCGA.WB.A80P.01A	TCGA.WB.A80Q.01A	TCGA.WB.A80V.01A	TCGA.WB.A80Y.01A	TCGA.WB.A814.01A	TCGA.WB.A815.01A	TCGA.WB.A816.01A	TCGA.WB.A817.01A	TCGA.WB.A818.01A	TCGA.WB.A819.01A	TCGA.WB.A81A.01A	TCGA.WB.A81D.01A	TCGA.WB.A81E.01A	TCGA.WB.A81F.01A	TCGA.WB.A81G.01A	TCGA.WB.A81H.01A	TCGA.WB.A81I.01A	TCGA.WB.A81J.01A	TCGA.WB.A81K.01A	TCGA.WB.A81M.01A	TCGA.WB.A81N.01A	TCGA.WB.A81P.01A	TCGA.WB.A81Q.01A	TCGA.WB.A81R.01A	TCGA.WB.A81S.01A	TCGA.WB.A81T.01A	TCGA.WB.A81V.01A	TCGA.WB.A81W.01A	TCGA.WB.A820.01A	TCGA.WB.A821.01A	TCGA.WB.A822.01A	TCGA.XG.A823.01A
hsa-mir-485	1415.338	1391.261	783.963	424.966	724.863	2556.35	367.226	4017.179	745.299	837.132	3228.703	3.928	2738.733	1363.737	1378.2	919.279	2554.138	3576.259	324.329	59.877	3357.072	10137.004	1527.543	2805.408	1791.668	1609.747	1211.967	4220.955	1321.761	5460.352	1322.464	1793.031	4836.932	1940.306	3169.202	2558.404	1573.719	1725.418	845.011	1825.399	5245.476	2468.768	14.103	2607.33	1431.276	3114.608	2731.622	3492.504	2941.076	2327.482	1795.753	40.787	1601.587	3180.938	2717.194	3452.019	2526.723	4516.471	2287.317	247.943	3066.305	2733.952	78.943	7817.592	2939.695	7.801	112.444	1821.417	1271.338	2070.043	1788.334	1909.238	2332.467	27.322	2540.729	2344.35	5305.104	767.815	1451.576	1744.875	1675.562	1972.1	1446.443	4298.364	1661.544	977.11	1339.962	2218.832	7139.268	595.75	162.235	1768.656	1567.896	547.919	2703.99	2375.226	2422.371	2637.697	953.748	2826.218	4093.007	70.168	76.53	2705.268	254.135	812.447	1395.579	2662.946	2750.984	1935.469	2251.446	1331.489	2665.549	4247.652	1879.928	2121.74	2777.417	3592.119	2996.353	2550.921	244.402	4394.594	3785.644	3132.208	2178.077	47.657	3728.163	2729.109	3169.964	547.929	1516.889	906.899	4543.521	1257.141	1270.67	3552.15	2356.343	2535.476	443.957	2499.666	1267.078	857.234	2562.183	4318.692	2169.99	4572.41	1379.926	2110.414	3295.914	2459.652	514.829	106.034	42.868	2656.333	1457.048	1376.292	1168.073	2878.888	5614.289	4650.261	21.776	90.655	344.878	1833.095	2608.679	41.234	2073.02	4933.398	2373.314	2736.78	1678.968	2780.947	1841.703	75.875	19.095	3180.054	1728.149	3315.978	2740.688	947.997	1889.308	1814.218	3017.852	2821.847	4290.726	2391.101	534.127
hsa-mir-486-2	235.89	220.729	6403.257	994.135	291.003	2111.317	506.951	3167.832	433.288	988.32	2605.859	790.799	919.32	248.941	15216.219	1705.204	198.219	299.868	267.967	2296.728	293.399	97.284	309.388	1788.601	178.229	1103.668	2539.78	3866.936	175.947	975.417	319.425	119.415	76.404	161.319	327.502	126.259	790.982	104.007	3514.163	541.291	264.03	3569.628	1604.97	5096.904	20392.26	1758.203	513.404	608.011	751.6	750.093	242.004	763.411	7664.444	198.809	631.602	734.643	590.902	855.183	282.702	117.789	483.116	949.165	974.452	237.325	108.376	1854.079	1254.428	18516.058	167.99	309.953	674.589	379.563	1782.478	251.97	79.842	2459.704	210.995	822.747	334.073	6481.306	284.183	1535.697	1405.312	176.2	293.214	1070.805	7119.996	240.99	129.692	107.98	284.488	635.785	4680.318	1068.991	354.075	1318.854	733.221	591.904	1135.213	2356.269	210.192	1237.517	8034.024	453.989	4615.931	231.666	2956.87	513.575	303.194	2829.455	594.162	4118.632	131.4	561.96	266.364	378.086	759.859	129.534	92.21	186.506	621.48	185.83	1606.207	2900.562	574.79	389.922	2361.317	84.775	727.892	886.328	175.787	558.546	1619.89	1815.611	450.191	432.788	541.649	1100.93	3603.452	1263.393	927.048	475.817	9022.229	113.359	3610.672	367.248	266.184	130.629	1250.89	585.631	344.502	235.118	426.23	108.107	6760.672	62.163	574.156	143.708	298.423	1242.351	194.899	723.16	454.612	376.52	883.038	152.315	2588.355	356.359	87.967	341.393	653.023	259.879	113.087	304.335	597.412	649.954	838.311	866.42	319.629	332.675	466.108	256.177	885.615	1225.316	1688.677	1166.44	134.801
hsa-mir-487b	2575.807	2228.471	1361.196	1173.671	1082.886	5073.601	721.912	5857.135	1734.253	2726.979	7106.146	3.928	3953.424	4962.504	2330.521	1717.551	9220.22	3079.38	1889.612	84.47	4413.178	16268.682	1811.071	4660.513	4852.826	5290.952	3754.266	7953.156	3607.834	10277.034	4963.603	4313.407	10522.139	6800.034	7546.454	4152.422	3456.355	7852.888	2171.526	3513.394	9757.786	3230.137	21.155	9660.984	1729.539	3941.125	5468.47	4813.251	4956.597	6447.711	9117.972	47.713	2266.329	3164.294	3574.429	4490.375	5004.204	9198.462	5068.444	889.6	4108.126	7117.337	61.674	4172.961	8352.329	16.469	223.293	5166.932	5238.125	4305.394	3577.628	2837.059	3101.881	74.883	4411.002	7687.02	4941.357	2493.548	5535.343	4255.032	1991.321	3472.81	2621.617	8256.382	2839.828	4381.034	2956.188	2816.025	13567.008	2744.173	220.67	9168.154	3894.845	3908.651	4005.97	4249.435	2979.711	4067.607	1177.414	4648.972	7212.763	35.54	83.936	4518.213	440.5	2228.302	1754.056	6257.08	8434.869	3074.907	3429.399	1457.287	5529.138	4416.599	3267.729	6012.034	4434.696	4820.599	4351.936	2911.901	429.449	5259.547	6677.59	3526.604	7160.516	54.878	6334.784	4723.499	5968.537	4654.151	4456.583	6062.523	5364.005	1521.188	2135.973	5049.926	4102.406	4446.182	630.789	7115.91	2429.271	3550.037	4207.685	4737.105	3707.514	6151.693	2152.862	4270.026	7121.25	4722.038	1937.103	156.745	64.914	3642.919	1627.257	3841.683	2426.168	4710.765	9677.433	8241.332	20.688	173.005	363.914	4537.736	2122.352	39.551	2952.464	10796.393	5143.377	4564.52	2794.447	9260.919	3278.716	125.069	62.742	4722.902	3098.909	3937.34	2751.283	1534.555	3159.321	5680.061	6913.206	3571.07	15831.467	7763.55	1830.808
hsa-mir-493	287.406	122.627	190.621	690.451	998.23	208.142	978.074	663.055	85.996	350.905	414.321	3.928	283.136	416.894	386.733	183.979	615.613	174.066	70.205	5.346	463.531	774.104	145.92	418.274	298.09	256.506	375.238	532.938	302.505	1019.775	641.126	502.99	724.201	492.918	428.688	470.148	172.048	232.122	466.845	408.05	184.708	1191.77	4.231	587.109	254.33	167.191	399.75	520.571	368.46	409.585	581.451	6.926	209.51	403.165	236.959	139.823	347.001	964.426	442.41	201.738	233.342	679.014	19.736	209.072	440.893	0.867	7.975	472.05	327.785	497.401	297.895	491.148	391.832	2.024	335.774	524.417	518.697	415.386	146.42	271.087	258.719	228.329	178.235	424.736	233.485	345.952	370.557	231.388	806.577	194.55	52.284	1296.704	529.406	428.329	206.411	182.355	215.855	463.175	1183.041	1222.413	482.804	5.468	27.156	283.593	322.751	174.557	163.456	422.055	898.466	226.311	208.92	111.094	400.771	541.591	299.583	429.197	218.787	367.708	342.223	890.416	1009.032	243.268	388.172	835.721	469.017	11.553	207.734	356.491	365.26	249.396	680.042	383.779	623.266	441.635	444.345	285.969	403.041	166.808	1178.336	952.63	258.829	581.661	212.45	314.271	214.01	211.197	368.648	290.097	400.96	1181.126	967.108	19.593	1.225	360.658	133.526	244.923	691.622	178.45	334.496	483.805	25.043	247.743	216.109	519.027	197.809	17.672	312.186	655.475	599.612	281.005	293.244	769.922	504.045	53.363	3.637	1006.97	482.904	275.819	136.858	217.614	320.776	300.345	240.671	590.777	1236.818	918.496	381.277
hsa-mir-495	1016.088	1616.449	849.74	599.728	1181.651	3125.577	952.995	3316.159	598.665	1062.047	2179.273	11.783	2150.614	709.861	632.406	664.918	1677.436	1769.932	133.489	42.77	2716.987	9314.258	857.973	1445.581	1663.469	746.64	1142.082	3348.181	634.643	5776.997	723.827	1375.079	3841.727	1541.49	1842.972	1724.431	913.01	943.642	532.804	1171.687	1780.221	1512.795	4.231	1225.996	976.802	3070.114	2109.789	2225.646	2415.543	1769.179	1259.276	25.396	1085.831	2031.547	2055.101	2931.695	2134.327	1858.231	716.852	154.883	2779.284	2189.175	87.577	4682.927	2476.634	7.801	102.077	1620.155	941.797	1331.322	1302.091	1033.255	2013.302	30.358	1276.38	2284.011	2109.953	582.034	822.139	2526.95	1639.912	1414.78	1450.361	4020.153	1476.928	1403.372	959.479	2247.635	5974.707	461.706	139.168	1081.673	911.473	1016.518	2784.967	1968.15	1426.47	1597.763	1301.204	2577.933	4250.97	72.902	46.906	1444.455	308.35	709.005	1243.396	2032.085	3424.076	1699.024	1506.15	997.392	1298.986	2183.137	1076.53	807.939	1405.74	3897.15	2172.165	2777.536	398.026	2370.738	2020.816	1747.326	1319.372	67.875	1580.105	2444.351	1878.854	1014.271	2045.902	456.992	2563.823	2092.51	1051.421	1138.397	1814.021	2194.279	732.529	4387.975	1549.59	639.827	1638.617	2458.871	2941.143	4587.663	1234.025	1245.212	2586.125	2645.821	747.705	61.085	52.666	2620.903	1304.447	859.095	1171.367	3550.05	3149.839	3000.884	47.908	182.693	345.998	1306.568	2539.828	45.442	1370.114	2535.632	1323.096	870.391	1214.049	3264.273	1579.987	99.221	13.64	1670.303	1318.572	1685.674	2366.316	485.255	2042.495	1667.358	2314.768	1545.225	2732.393	1381.257	405.53
hsa-mir-497	30.503	81.38	30.875	88.813	283.949	41.398	356.478	22.955	153.249	32.664	25.895	41.897	41.946	111.425	25.647	88.903	104.785	36.396	55.373	26.731	76.399	34.049	132.067	21.001	41.691	79.725	30.85	67.64	67.292	101.93	44.765	9.047	60.078	43.69	92.689	24.92	22.537	92.298	51.302	51.631	40.794	105.114	32.438	50.109	74.2	52.584	20.902	79.306	33.763	34.132	99.586	68.492	13.45	38.837	172.493	51.574	93.098	58.484	49.565	57.918	46.011	68.796	43.172	64.982	87.44	36.405	31.102	29.274	98.921	53.135	32.672	36.023	246.498	83.99	50.311	60.339	7.143	52.463	9.256	51.179	52.966	46.034	70.51	11.128	39.819	23.681	43.011	85.45	21.319	28.857	83.809	71.677	20.323	251.384	53.985	2.763	114.209	37.862	454.366	41.29	72.612	31.895	23.864	44.556	77.087	87.279	32.691	125.284	61.65	29.274	82.975	75.968	46.929	58.712	68.898	371.534	22.272	25.071	127.383	45.122	408.501	27.03	43.202	33.948	83.505	57.766	16.575	51.082	59.563	114.963	74.276	88.564	36.131	81.784	188.067	25.2	112.367	36.394	397.712	128.825	40.601	59.12	66.882	76.494	45.432	37.546	140.331	81.431	37.631	17.261	23.095	70.305	40.418	49.965	82.904	72.109	54.891	15.792	40.992	90.656	56.619	104.495	155.643	45.002	63.386	33.661	30.505	41.925	55.653	84.543	93.641	72.863	18.579	69.205	16.367	38.73	53.509	50.242	30.02	195.102	62.846	35.335	36.506	150.901	33.793	104.397	108.856
hsa-mir-500a	1368.567	1616.449	1537.05	1797.273	1492.054	1461.593	1476.068	559.756	9228.034	2005.571	1918.959	2335.737	1103.708	1103.383	3562.262	1326.75	1405.867	1758.063	1447.615	7370.274	925.137	503.098	1189.526	2215.625	786.917	752.879	924.243	517.119	1081.609	672.929	5031.13	571.744	2162.808	1917.901	1622.835	1318.242	4752.488	2671.125	1987.573	948.508	920.14	1000.007	2455.407	1271.929	972.896	5444.497	1260.648	572.425	909.407	914.252	1778.62	2483.394	933.225	845.168	481.76	907.702	1322.606	3761.703	759.073	3337.138	1275.162	2142.752	2706.264	1036.883	1568.987	4061.811	5863.035	2760.942	850.486	1448.661	843.717	1349.558	1091.429	3165.307	1243.568	975.186	819.805	2142.353	1455.783	746.89	1253.87	1063.08	1187.905	778.991	2351.139	1149.056	2320.947	1011.004	1183.216	1677.408	3530.724	1283.672	3100.228	2263.674	3718.581	1057.293	1471.011	3495.895	1892.021	1360.953	485.352	1929.178	1020.402	675.564	3768.816	2148.566	2905.015	1630.466	538.675	1987.261	10227.446	683.716	1003.335	1338.4	1066.072	566.802	644.57	1714.579	913.545	5145.963	858.899	2311.047	1225.128	1330.964	455.1	9596.415	1011.046	1272.715	1715.057	754.677	1294.06	721.504	1105.018	1216.249	1552.283	794.358	1871.214	1225.278	1336.496	550.333	1759.36	1076.549	2157.939	717.939	1603.282	1425.578	1431.158	743.056	816.193	917.284	3496.987	5299.371	2537.785	1065.622	1074.811	895.15	1440.331	1129.131	4781.328	3687.277	5879.63	2819.287	5052.241	1353.07	1660.068	2045.731	519.878	946.529	3200.922	1598.267	1606.684	901.075	10740.845	4658.406	1638.563	8862.747	1556.391	7641.925	1912.477	2291.202	1525.325	1346.033	1345.324	2637.748	2185.915	1544.88	1647.501
hsa-mir-500b	33.214	53.51	41.614	42.019	56.437	19.549	55.532	16.775	136.712	47.596	36.798	75.938	39.325	24.459	115.412	82.112	31.436	51.428	27.687	164.663	23.112	26.406	39.712	64.754	15.634	42.982	23.295	19.092	25.312	20.764	152.504	24.727	58.119	39.209	33.214	37.379	111.584	75.078	49.103	32.477	27.196	25.568	53.593	31.736	28.801	88.989	32.659	23.385	32.295	14.628	40.691	93.118	45.006	32.364	15.681	35.529	48.472	66.208	19.275	81.997	50.393	50.898	60.441	43.792	25.862	98.815	154.71	47.571	42.144	48.707	21.141	58.867	37.046	58.692	47.03	23.958	23.627	122.826	36.184	40.783	48.892	41.124	48.966	26.894	65.159	27.8	38.048	42.245	39.085	38.165	113.026	46.544	54.871	51.253	80.977	47.891	20.558	73.199	53.455	22.818	2.548	61.056	28.802	24.084	110.972	37.713	63.128	33.764	17.181	51.793	240.036	31.041	23.464	34.748	25.837	25.555	26.202	34.821	28.519	202.55	20.949	58.565	32.885	43.933	15.309	128.53	24.309	34.78	49.928	37.085	23.934	23.617	21.077	39.724	29.233	12.052	41.044	50.042	49.945	31.641	40.601	16.21	46.227	10.138	51.41	25.813	22.275	28.84	10.381	23.425	80.833	108.339	51.442	28.162	27.879	29.838	58.184	20.53	103.3	64.754	105.616	42.213	49.268	42.002	33.879	66.48	17.524	44.343	38.598	25.766	35.321	21.859	228.597	91.717	23.642	206.323	43.6	45.115	61.807	73.789	37.969	33.126	41.915	46.779	54.069	29.111	37.225
hsa-mir-501	334.177	290.961	257.741	435.471	271.603	295.538	195.257	158.921	1633.924	412.5	599.675	460.863	302.362	260.898	707.998	375.367	311.736	484.219	518.135	2181.251	371.724	118.826	178.244	801.545	176.144	211.444	218.469	112.915	272.254	188.76	1411.994	140.523	807.788	612.787	583.943	408.68	1563.825	694.989	508.619	239.833	387.546	359.378	712.223	619.679	190.869	637.753	479.438	199.281	144.595	288.497	554.681	460.971	198.129	210.83	108.897	233.802	319.303	1821.816	225.795	1054.244	399.858	733.827	642.645	145.503	344.832	1237.786	1430.67	979.778	182.038	411.795	288.286	332.996	175.256	905.674	289.838	313.231	247.81	757.94	457.772	166.331	244.459	336.969	319.256	230.915	593.667	184.302	31.431	244.83	391.74	584.58	808.099	457.989	764.133	413.685	1130.5	298.4	269.533	807.716	271.495	492.225	98.09	236.021	232.059	173.407	736.99	571.083	402.441	523.349	139.469	436.86	2418.137	133.149	278.756	315.129	353.717	136.95	153.282	448.493	245.26	991.691	108.235	549.606	445.56	340.479	180.927	3011.065	267.402	384.749	480.006	229.926	349.924	350.715	273.996	186.936	396.597	149.011	493.877	259.31	98.965	197.758	245.295	292.737	513.42	188.931	252.269	217.063	285.118	140.807	194.641	218.225	746.742	1362.3	519.315	171.699	190.751	197.679	256.888	173.712	1398.653	1402.386	1079.021	519.706	2890.034	420.022	252.453	647.969	147.98	296.697	1047.525	449.286	492.026	223.447	2117.151	1219.006	392.819	2087.175	268.207	1198.633	448.54	479.001	310.302	305.866	600.325	530.417	91.723	370.41	440.499
hsa-mir-502	43.382	61.314	69.805	61.119	49.382	50.598	68.071	21.19	152.147	57.862	76.322	83.793	54.18	27.72	159.958	80.259	34.055	50.637	60.317	276.933	19.26	18.067	32.324	84.005	26.057	51.301	42.183	27.274	40.746	22.651	117.603	31.965	59.425	87.381	62.565	39.871	111.034	93.675	72.555	38.307	31.729	34.091	86.031	51.779	31.242	91.685	32.659	28.469	46.975	23.567	54.611	144.679	55.352	36.063	19.166	58.451	53.858	98.208	22.029	109.329	37.247	47.542	124.582	42.379	48.03	97.948	172.255	67.697	43.9	53.873	41.321	63.261	45.595	198.338	41.562	23.958	29.671	106.161	50.49	35.985	50.929	54.627	44.069	38.95	101.358	75.162	56.245	40.325	55.075	57.713	110.72	37.235	57.92	91.523	111.145	60.785	31.978	53.006	36.574	34.771	28.026	65.612	59.249	32.514	102.501	26.938	69.892	51.535	22.234	58.548	405.245	55.547	40.359	43.136	41.831	49.145	57.645	69.642	42.778	168.457	66.338	54.06	50.295	53.918	25.051	213.735	18.784	58.691	52.555	27.814	33.012	30.702	49.681	58.417	52.62	35.061	57.193	60.657	43.471	28.251	101.502	24.792	65.899	36.865	39.454	38.719	40.095	47.501	35.035	13.562	99.117	160.203	77.162	30.888	46.954	48.487	59.282	18.95	88.543	114.707	118.681	62.974	106.375	66.003	56.829	71.529	22.067	54.824	69.117	37.038	46.821	29.145	324.721	104.224	68.198	211.253	41.618	46.141	83.881	182.596	64.155	47.481	75.717	64.133	64.689	16.061	41.737
hsa-mir-503	27.792	51.28	140.952	221.555	148.147	21.849	186.3	27.37	27.563	466.629	35.435	243.524	38.451	14.676	97.864	87.051	53.266	28.483	120.635	203.156	57.781	86.166	50.795	40.252	26.057	45.062	30.85	58.367	64.205	39.168	42.489	13.268	34.61	44.811	34.758	24.92	35.729	13.087	365.707	45.802	107.652	117.899	21.155	97.712	83.475	9.438	28.74	78.289	13.946	45.509	71.744	78.496	16.554	24.042	14.81	12.607	26.929	22.069	25.7	29.285	40.534	55.373	78.943	28.253	22.168	22.537	13.557	25.615	72.581	36.161	10.57	46.567	24.222	9.107	28.437	30.17	4.396	35.798	3.366	28.788	22.409	155.288	251.683	2.782	14.48	28.829	34.74	72.969	24.872	26.995	21.529	19.548	15.242	217.215	41.282	18.42	28.552	73.199	177.245	72.801	54.777	68.346	51.02	16.257	188.907	60.341	65.383	95.962	159.682	66.43	11.854	9.802	188.653	51.523	29.528	74.045	20.962	58.499	33.272	15.041	226.945	24.777	65.77	13.979	75.154	238.286	14.365	64.125	38.541	40.793	91.608	64.947	36.131	85.289	83.802	47.114	59.211	16.681	86.942	54.242	27.067	143.985	52.129	36.865	57.388	24.64	52.346	5.089	25.952	75.207	26.944	18.441	34.294	40.881	28.613	69.623	233.834	14.213	96.742	77.705	279.827	104.495	138.847	69.004	59.015	41.234	9.087	66.112	69.117	88.569	55.856	43.718	40.388	108.393	13.64	86.614	27.746	27.684	28.255	37.52	74.63	35.335	50.027	39.234	42.482	208.795	113.932
hsa-mir-505	324.687	205.122	233.578	212.961	305.113	208.142	204.213	83.875	206.17	253.846	121.298	250.07	185.262	239.157	122.162	319.803	247.992	246.066	210.616	35.285	123.266	215.415	200.409	103.256	134.453	134.492	210.284	97.096	223.483	183.097	50.076	173.694	210.926	198.288	81.103	197.695	87.398	208.014	181.022	189.035	181.308	96.592	267.965	146.151	172.807	264.27	195.956	132.176	115.97	416.899	148.843	68.492	201.75	210.83	114.124	169.621	107.717	131.312	96.376	264.212	218.005	196.321	187.49	155.391	125.617	117.884	54.228	147.287	230.035	211.063	221.98	117.735	126.811	114.348	135.622	101.157	372.539	257.379	83.308	180.725	221.032	212.371	278.125	303.25	155.657	279.027	178.662	124.815	263.825	329.524	110.72	136.838	232.695	126.912	217.526	510.227	236.412	129.992	476.874	125.501	138.854	215.062	60.072	160.763	292.255	178.868	225.457	174.153	112.182	212.8	162.246	154.387	247.783	250.426	174.705	146.779	172.934	160.176	155.902	147.4	244.402	324.357	214.075	163.749	94.639	80.873	55.248	115.207	153.286	423.695	312.786	259.789	177.646	127.35	153.962	138.054	235.5	36.394	207.18	132.216	206.386	204.058	245.891	114.28	263.029	167.784	202.701	149.29	136.248	173.84	577.378	104.881	344.169	194.41	300.8	237.463	184.433	198.98	116.418	113.782	165.501	233.211	302.328	184.51	277.589	213.746	216.129	202.367	194.784	327.705	184.818	87.436	21.81	205.113	277.337	206.323	160.528	234.805	265.769	96.301	181.992	185.507	139.265	126.002	102.344	354.349	230.684
hsa-mir-508	20.335	55.74	17.451	71.624	11123.388	116.145	8591.29	12.361	134.507	78.394	27.258	14.402	19.225	340.255	218.676	301.899	1.746	155.868	16.81	13.9	23.112	6.949	24.936	33.252	5.211	66834.322	13.851	71.458	80.874	49.078	4.552	110.971	82.281	61.615	20.855	408.68	3.848	86.099	114.329	50.798	409.077	1190.349	14.103	17.538	11.228	18.876	18.289	26.435	68.995	29.256	25.7	32.322	176.402	31.44	61.853	66.473	393.165	808.838	71.593	31.237	25.197	191.287	33.304	146.915	868.238	5193.848	39.874	18.296	261.058	19.188	37.477	71.168	297.792	165.956	76.561	80.748	174.731	93.199	5.049	109.554	526.605	133.192	132.207	54.715	103.168	134.88	4.963	6.721	39.085	12.101	398.283	195.483	54.871	19.525	134.961	190.644	121.061	50.482	35671.285	63.022	10.191	84.749	12.344	12.644	717.507	362.045	93.565	226.577	48.511	99.082	9.631	36.759	13.14	32.352	169.784	4.587	124.46	68.249	590.335	18.049	11637.032	94.604	128.961	47.927	22.268	14.442	112.707	396.704	26.278	102.911	19.807	31.883	33.12	1378.649	694.776	243.238	56.52	97.052	4024.287	124.305	3.383	146.845	9.836	297.682	280.963	462.286	7964.364	30.537	14.274	9.863	12.51	180.949	61.24	160.797	71.899	75.839	13.174	271.623	49.191	77.705	8.711	921.77	1874.435	25.501	99.451	6.732	399.157	210.429	162.47	74.076	1963.999	7.286	94.508	656.196	14.549	448.559	19.818	12.304	204.845	26.264	629.769	106.004	423.202	3050.462	107.172	22.084	1263.404
