	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
hsa-mir-330	136.292	76.522	115.446	106.155	135.322	109.783	81.083	158.916	137.146	115.586	79.463	68.445	104.972	125.001	129.483	103.784	86.353	163.06	84.04	152.424	91.685	83.456	48.348	139.073	79.847	113.722	54.937	180.449	76.927	105.105	102.549	96.856	116.894	101.699	111.127	141.944	148.729	101.076	119.043	62.321	199.051	65.107	61.149	28.153	55.933	85.818	121.039	95.267	156.118	49.969	90.063	167.563	202.281	137.19	50.537	120.624	182.769	76.855	106.145	119.793	145.481	107.991	117.227	85.103	97.854	62.504	195.179	178.352	97.844	111.785	160.929	46.792	114.133	95.436	106.039	95.763	78.169	115.771	53.316	89.337	77.168	77.036	114.061	87.748	66.959	48.643	101.117	78.856	57.571	166.987	137.456	71.484	105.908	37.409	106.394	87.403	86.802	82.474	47.4	131.036	139.886	83.296	62.356	76.404	137.229	130.421	92.977	167.589	157.683	114.854	104.724	128.916	91.141	115.17	129.101	110.84	166.756	82.559	156.929	157.053	159.309	44.209	91.902	69.785	81.122	163.711	152.712	106.348	154.133	86.662	122.772	132.916	129.13	69.218	136.464	115.017	123.505	131.078	104.65	77.845	195.58	51.803	83.814	119.901	142.076	234.369	149.043	120.822	249.828	95.029	84.43	150.986	119.115	146.314	188.969	193.994
hsa-mir-331	95.105	97.392	110.901	172.143	93.034	123.265	120.78	92.533	89.673	164.853	57.006	220.425	94.113	64.237	97.112	102.471	157.427	62.118	139.4	80.526	87.42	121.556	149.108	75.559	56.188	136.042	63.521	149.067	79.579	97.02	151.466	126.059	118.926	98.617	105.75	146.337	101.762	73.067	150.202	89.771	166.647	137.067	86.628	126.489	151.898	157.334	71.6	84.345	137.711	71.75	116.791	128.375	103.874	105.055	177.817	77.381	77.846	84.737	79.609	122.189	75.574	105.269	129.354	54.427	70.455	74.657	134.029	104.973	138.997	133.597	175.155	134.676	125.94	161.826	168.415	145.375	180.675	90.466	91.333	129.945	110.929	75.61	125.618	85.311	180.731	92.864	112.048	103.021	204.478	153.89	118.018	84.721	123.378	112.228	136.085	147.64	128.595	55.306	154.904	120.878	79.066	173.835	101.329	117.79	131.644	131.401	115.455	76.649	132.143	177.961	146.208	111.19	146.423	112.976	90.849	126.674	167.507	88.674	88.033	165.877	176.343	134.008	110.283	117.819	121.059	141.77	248.004	202.235	133.451	152.819	112.418	118.084	255.454	192.273	110.776	95.999	116.973	118.393	64.557	113.774	124.333	61.671	60.118	129.179	129.185	302.997	153.653	135.49	208.861	116.524	127.071	102.455	147.548	110.401	140.829	180.945
hsa-mir-335	2372.386	1865.754	1816.225	1955.256	2522.48	3973.383	765.223	2045.794	1298.935	1233.552	37501.226	9677.689	3367.563	2694.468	8778.554	1981.101	1857.245	1653.893	9538.551	2154.066	3513.874	3285.027	3540.803	12487.005	3515.229	1457.133	6163.277	12553.762	6227.095	8673.547	3200.819	8264.377	845.699	2030.893	5473.925	4563.832	2892.383	5182.876	2729.998	10081.105	2589.203	4873.426	4313.582	10575.091	3936.729	2648.449	808.062	1884.718	35562.772	3631.071	12550.714	2095.884	2037.39	914.598	3938.175	3696.088	1705.847	4581.734	2249.452	4329.312	6076.174	9455.154	3285.389	2036.543	3152.201	3069.619	1472.641	1166.935	6394.692	7508.678	998.47	9863.134	5350.192	7022.15	13618.201	5853.654	4538.249	4775.706	12104.181	11372.534	3273.847	7917.633	4460.453	10005.744	8304.727	9277.525	3797.342	1943.408	3535.675	773.541	699.776	2341.752	1707.637	1783.18	1290.337	1342.935	2222.549	1267.189	15575.454	4392.247	6303.999	3838.848	12528.042	855.301	1089.852	818.807	2320.331	2543.713	615.186	2073.685	10472.877	4892.354	1069.787	1222.993	1606.591	1559.679	18248.51	3995.444	911.91	308.813	304.592	11347.854	854.692	1326.82	783.764	550.203	1247.35	1560.349	4732.331	1970.008	1143.405	829.443	4530.232	2418.372	646.999	13585.61	18132.035	1217.76	5337.149	2384.978	512.001	1983.332	9355.535	3628.434	3948.772	3173.698	3189.833	3581.031	816.641	2792.051	1925.681	1016.844	388.083	575.282	1592.227	903.857
hsa-mir-337	805.773	2342.975	1204.454	496.345	437.681	853.228	971.309	1383.979	1276.517	780.681	3088.682	2015.624	457.294	1189.247	1041.935	981.354	2001.388	1115.536	2022.965	1355.998	5061.854	4644.515	3738.26	2527.406	1279.52	649.386	1333.946	1694.652	2095.593	2045.495	292.912	6871.406	1519.616	1198.813	2215.38	3422.536	1307.247	3087.075	325.171	4793.496	2126.294	3617.205	4708.505	8933.116	4356.778	1106.103	667.419	1006.68	287.011	1096.752	5238.761	1562.116	1049.675	865.161	2324.721	1126.579	613.462	1799.193	1720.77	917.613	2529.85	5567.46	80.846	1545.715	1093.354	883.731	1010.242	759.272	3679.426	738.871	1128.28	2417.567	340.15	325.035	4071.582	6666.485	5988.07	3950.759	5466.075	10.829	4638.754	3988.062	8357.634	3505.057	2724.59	3964.395	1444.329	1153.581	684.901	732.613	1552.282	1096.083	1268.718	2207.153	1084.972	1646.483	2440.089	2344.203	4108.628	2291.099	4448.987	2346.768	1918.569	1281.89	1685.041	1388.54	1135.133	1412.163	1107.113	1864.17	1771.197	2666.945	3986.3	2055.506	1173.863	1882.699	28.544	329.216	1026.736	806.443	1851.597	1715.395	2130.297	3128.541	1385.315	989.016	840.526	814.171	9079.082	2999.116	1518.377	1632.645	29.195	2525.19	626.128	2735.96	2821.014	1002.115	1965.925	1567.174	294.069	1444.329	4025.249	1625.801	4502.264	3366.632	202.822	2934.075	474.136	1140.351	2568.712	1023.006	1191.146	355.145	178.91	1097.852
hsa-mir-338	2600.789	1434.446	1973.486	1083.065	2440.019	1344.363	760.155	2661.343	3075.246	807.209	2243.958	8118.006	4066.173	2241.339	1493.103	3050.475	6866.361	4042.849	21292.827	2198.643	9602.385	10808.174	8303.722	2901.917	2254.439	1039.442	3097.09	4736.395	2923.22	2923.522	20522.134	10591.836	1700.547	2866.056	5520.526	7410.819	2739.74	1931.401	4602.727	2586.306	7296.986	4486.896	1704.54	6688.041	8756.329	1713.983	4088.898	2564.333	6665.335	1883.442	7726.243	1106.724	2358.124	2665.931	868.495	2460.265	2805.002	1619.865	2161.679	2988.83	2204.88	3579.146	2297.044	3192.366	3611.462	3939.46	2547.384	2722.168	7924.077	1954.874	10074.497	9939.92	9208.223	12659.786	1879.851	8825.767	17987.807	2844.294	15307.329	8690.055	8789.903	3441.674	5101.609	1067.604	9262.304	1532.251	1624.7	2012.089	2807.1	3743.286	2861.585	1544.841	580.859	864.572	596.302	1521.284	1072.696	1181.804	8074.08	5415.14	1125.171	981.441	1106.824	1899.49	1483.188	3829.273	1586.735	1173.122	1933.284	2155.723	3362.795	986.206	1014.504	1554.243	1898.264	1871.615	8539.107	2821.273	3098.39	1122.314	1589.087	5405.45	1492.494	1276.068	2904.17	1611.792	1966.928	2097.319	2216.464	3980.638	1859.328	1678.281	8981.301	854.548	3178.803	1877.406	2359.652	1935.519	978.545	1290.865	10621.403	1635.509	3615.835	1370.298	9009.465	15830.938	5016.765	3519.655	2211.513	1314.572	1349.171	4323.897	2044.928	3941.179	2855.374	2223.541
hsa-mir-339	230.649	180.871	195.44	189.357	257.957	246.531	256.763	281.624	295.392	234.962	133.014	446.779	209.945	253.474	283.244	210.196	391.244	154.001	275.465	231.512	118.337	99.18	398.163	332.899	278.971	239.136	185.413	150.636	202.928	129.359	357.742	303.709	290.709	178.743	335.175	169.657	303.328	317.841	207.726	327.925	379.585	142.55	438.237	141.556	337.794	181.172	258.273	244.54	195.658	156.313	195.233	259.452	196.814	212.582	196.534	378.94	203.923	269.977	269.444	263.544	379.761	181.498	601.294	167.238	216.583	376.758	222.823	188.544	134.378	272.646	593.036	387.531	193.97	354.773	445.987	361.13	131.266	352.374	437.657	458.867	77.65	208.284	184.408	302.244	212.729	263.114	189.935	203.498	222.345	216.919	166.613	144.291	292.613	282.649	325.368	190.161	268.978	171.74	189.11	151.86	263.047	266.788	346.3	264.231	284.829	309.872	512.905	303.998	253.181	249.902	195.282	428.645	304.8	287.376	212.778	310.352	458.203	152.887	185.635	430.573	253.492	274.924	257.327	208.449	273.319	356.113	291.985	387.036	413.648	266.949	313.586	264.121	508.1	705.002	218.342	308.826	252.353	297.04	315.989	137.727	288.481	187.479	218.53	325.446	131.653	268.036	384.132	130.858	281.392	399.349	458.82	301.201	331.984	404.36	348.479	327.964
hsa-mir-33a	141.534	65.392	80.903	172.143	164.923	113.635	168.923	100.58	114.728	134.535	62.188	94.314	94.113	151.043	291.337	90.647	128.2	45.294	80.705	149.548	116.205	85.27	71.913	63.514	90.69	123.288	89.273	118.469	70.295	63.063	191.542	65.706	125.025	36.981	120.089	48.328	93.934	125.431	136.62	96.449	86.41	74.702	73.889	195.086	150.801	143.031	218.211	64.928	164.298	102.5	81.347	212.156	194.992	289.211	217.124	253.765	174.308	110.356	136.763	165.314	35.898	145.199	241.528	73.228	61.322	65.976	150.782	191.602	66.349	190.852	76.463	264.553	178.79	150.761	203.501	145.375	83.332	78.446	134.45	219.959	136.008	133.387	248.724	136.497	183.101	141.507	155.774	227.664	160.803	138.337	161.06	116.492	246.756	116.385	319.182	159.451	328.989	129.048	76.719	85.834	83.628	267.995	259.447	235.579	225.789	169.645	206.388	75.35	166.567	532.62	189.211	186.928	339.164	243.502	78.895	155.176	232.106	70.328	172.239	351.164	205.399	179.138	266.517	117.819	119.811	162.023	191.806	172.597	178.263	121.094	150.137	123.789	206.609	216.201	170.178	56.15	77.19	181.818	78.148	190.764	196.279	90.039	73.721	241.943	85.3	68.627	98.338	79.518	233.71	54.302	120.248	139.431	186.741	103.75	203.339	111.351
hsa-mir-340	341.48	141.914	489.054	230.958	376.363	248.457	429.065	406.343	291.436	276.649	203.839	147.13	228.044	187.502	200.294	160.275	229.167	181.178	322.154	127.979	182.304	178.403	202.332	137.978	181.38	579.239	145.927	199.279	112.738	113.189	231.029	207.826	245.985	351.323	191.785	341.679	193.739	215.547	222.906	169.898	390.386	235.07	147.778	166.933	237.443	209.778	192.639	370.754	231.109	261.376	271.932	320.261	411.852	375.727	359.377	315.214	446.769	331.067	228.619	356.983	175.71	186.036	368.861	231.56	232.24	246.542	325.02	382.184	483.759	179.947	290.739	170.669	274.931	210.236	148.922	297.673	349.55	141.076	180.812	326.892	225.716	152.646	204.004	124.31	253.023	221.104	557.508	237.839	440.719	228.379	216.597	194.594	262.042	176.655	214.025	253.941	191.821	234.808	175.428	178.27	106.435	179.871	114.691	157.053	177.121	504.032	154.28	218.255	152.131	266.31	169.986	132.139	222.623	222.661	313.19	199.512	187.037	186.522	278.453	358.223	210.409	360.118	242.622	224.762	242.118	244.722	155.155	184.801	185.157	358.64	139.043	394.756	261.629	246.11	428.657	125.885	118.161	268.499	170.566	225.837	456.121	254.084	180.792	362.558	514.819	183.87	221.26	139.35	452.645	208.159	222.588	278.091	248.988	416.331	398.057	158.327
hsa-mir-342	3657.429	1538.795	4361.485	2114.488	3526.821	1989.581	2789.769	3365.402	4270.003	2021.812	732.439	1339.258	1153.49	2215.297	687.879	1539.688	930.616	1439.068	1233.255	1817.583	1629.005	833.352	2033.88	427.075	880.286	2149.031	786.29	1118	653.878	637.095	1456.9	1178.818	2645.86	1667.243	1381.924	850.987	1180.045	907.247	1332.642	645.464	623.384	1652.346	293.008	832.288	1136.217	1511.356	2458.283	2492.124	1755.471	1818.098	1447.981	640.522	3806.895	3911.762	877.854	2196.259	3979.464	1375.506	3606.88	2768.412	1288.542	1041.8	2855.894	1326.029	1625.68	1137.217	4741.266	4246.827	1014.971	1207.823	1162.955	1010.819	1027.759	1692.951	762.544	1218.958	1278.733	1925.086	1544.317	1160.028	1111.217	1193.351	854.204	433.867	1452.364	508.539	2370.777	2491.582	2572.844	3735.1	3293.392	976.943	1518.749	515.418	1404.154	1796.486	1224.867	841.235	922.584	1281.918	634.049	618.079	491.056	1842.187	3014.246	4870.678	4059.303	2270.894	5141.357	1437.569	869.662	854.067	1222.186	2856.21	2660.916	3027.519	1310.762	887.763	3139.536	1298.778	1511.937	1244.755	1803.124	1012.335	2195.288	855.684	2691.393	2925.437	1936.759	1130.859	3171.359	2146.626	1326.675	604.166	3385.907	1003.457	743.403	2326.64	1821.182	749.369	7765.932	1345.656	1522.688	1536.589	1281.424	577.507	370.303	800.202	4658.751	2207.168	3004.506	7031.628	6271.574	7247.221	4880.865	2454.073
hsa-mir-345	148.274	143.305	109.992	111.893	255.843	223.419	294.771	215.241	208.357	153.483	89.827	301.805	62.742	60.764	40.463	42.039	104.952	51.765	182.087	67.584	146.056	61.685	153.577	38.327	95.619	176.429	58.371	185.941	124.675	58.212	139.679	95.396	186.013	104.781	60.941	221.027	191.782	99.858	91.08	68.998	72.522	41.806	53.506	80.493	257.733	340.889	82.681	464.201	139.074	128.125	149.911	222.966	102.052	215.054	230.226	126.313	89.692	268.007	83.691	239.586	85.021	159.718	360.776	110.832	140.91	71.185	110.574	58.092	148.655	329.902	56.903	196.765	242.884	149.378	169.194	207.102	182.887	79.078	90.869	140.097	74.756	114.841	109.037	21.937	139.252	75.175	289.686	67.409	220.359	68.759	181.886	124.435	86.255	307.588	176.911	237.405	464.013	205.7	124.119	120.37	48.656	475.631	36.746	212.233	222.598	197.102	60.282	111.726	224.31	184.271	136.09	327.124	648.446	100.911	109.975	299.268	157.742	70.328	80.378	238.227	237.461	194.335	400.694	240.169	185.957	278.477	43.981	256.281	202.885	169.455	198.95	102.682	357.074	398.22	85.089	40.754	190.007	250.529	53.005	102.653	90.805	103.607	86.885	119.901	134.67	104.884	32.267	72.956	122.228	107.474	136.452	165.622	364.26	68.502	120.71	201.824
hsa-mir-34a	1124.787	429.916	1332.626	354.327	869.019	520.026	771.98	975.625	912.552	558.983	2209.409	529.775	1586.652	1685.779	1456.686	1552.826	544.021	1889.424	491.568	1643.59	432.838	902.294	217.771	899.047	1332.751	1114.903	1421.502	1372.982	1069.018	1151.299	590.54	517.375	421.833	1987.748	1439.28	906.751	2174.18	2362.495	766.988	782.718	782.316	639.419	1503.257	1134.83	642.686	352.809	1579.472	952.068	764.908	1315.847	790.811	1079.698	1226.443	818.195	391.197	871.676	1233.693	445.364	485.816	830.164	2032.949	2078.155	582.093	1024.209	1536.959	3184.209	1220.499	1282.099	219.623	1913.977	809.089	804.156	1141.892	876.213	1104.052	1871.416	468.279	1303.845	1635.65	2059.489	244.526	797.47	1713.936	2396.016	521.453	734.065	649.06	610.495	728.575	812.832	692.834	528.185	683.492	290.962	1780.245	563.395	401.859	452.152	331.798	694.288	1842.848	347.669	1409.697	608.049	765.13	3209.529	931.811	1756.435	919.448	472.038	1168.15	2326.93	744.07	1711.093	1687.877	2020.457	2078.44	1873.374	1233.423	1143.49	910.769	396.498	1152.456	805.699	891.095	1267.493	653.607	1645.776	2074.642	740.107	1314.99	1001.15	405.919	636.639	1727.471	1594.844	1366.271	716.702	2142.606	798.129	2210.755	1054.57	881.579	2002.633	555.412	581.391	991.061	1137.577	2683.634	655.023	523.635	1103.892	1442.439	2838.5	2526.295	984.761
hsa-mir-34c	122.813	275.48	120.9	143.452	198.754	100.153	201.863	116.673	72.529	208.434	283.302	24.252	739.633	107.64	135.553	228.589	39.855	181.178	222.773	115.037	1413.652	14.514	26.815	114.982	391.348	172.178	477.268	54.135	209.559	173.018	43.023	40.884	161.618	302.014	335.175	166.953	350.295	90.116	77.498	100.158	881.07	38.379	94.272	304.921	46.611	102.505	145.758	370.754	58.629	53.813	253.338	222.966	136.676	114.943	164.715	114.934	138.769	157.651	126.557	112.605	328.748	110.714	50.529	199.894	212.669	500.028	117.275	65.226	110.022	425.328	168.931	36.593	146.18	51.867	39.765	233.639	138.64	53.773	33.844	190.18	15.916	65.624	50.75	321.744	20.74	198.994	138.011	125.915	105.217	151.434	187.44	226.365	49.133	124.698	289.491	173.625	87.873	236.749	35.672	118.847	325.387	181.078	342.959	135.829	61.434	150.033	53.13	136.41	156.573	212.038	304.053	481.823	95.623	63.618	243.858	93.422	84.88	224.234	146.403	464.102	381.742	483.995	192.995	67.972	247.11	438.812	233.344	162.137	48.751	2029.975	82.834	78.723	160.571	298.237	96.327	330.561	204.852	280.127	356.761	270.32	140.399	293.553	81.181	188.416	39.222	315.945	2446.153	100.749	117.527	446.864	130.482	111.699	249.756	182.893	142.984	218.352
hsa-mir-3607	315.27	294.959	310.885	309.857	632.206	184.898	305.751	289.67	403.527	587.406	257.39	43.654	301.645	491.324	526.025	356.02	126.872	212.237	95.379	327.855	128.998	60.475	68.663	112.792	328.259	180.68	521.904	81.594	224.149	203.741	115.515	57.432	192.112	403.713	311.874	35.824	399.219	351.939	106.26	85.32	316.321	126.102	359.253	44.013	52.643	688.93	307.712	174.758	81.127	197.313	28.472	472.959	275.175	310.222	578.373	270.834	170.923	632.575	491.94	609.745	598.926	155.181	293.068	321.612	624.96	548.642	381.144	229.31	41.153	523.481	128.032	45.292	68.592	82.296	145.803	42.113	66.37	104.384	65.37	94.751	45.336	74.183	47.232	389.992	71.107	267.536	244.593	211.129	458.586	366.716	347.111	259.459	413.807	257.709	463.928	279.926	231.471	132.929	35.183	147.796	232.637	251.094	286.171	425.528	425.25	260.842	302.43	340.374	487.485	439.222	52.615	388.359	294.341	160.141	308.408	304.019	120.936	279.273	266.014	554.098	201.391	38.222	323.496	183.979	423.083	469.192	422.706	397.497	60.077	60.354	213.002	197.948	68.495	749.439	240.818	220.978	121.13	278.013	154.257	245.512	261.239	367.558	121.991	196.98	68.569	199.408	427.155	120.822	274.005	317.896	785.453	513.814	385.777	456.235	397.338	305.345
hsa-mir-361	4988.152	3443.505	6590.406	3504.541	4858.893	4614.749	5653.864	3472.017	3840.101	3473.272	2523.805	3565.067	3125.041	3310.793	2903.255	2928.298	3692.571	2580.487	4937.022	2647.287	3918.993	2956.645	5079.824	3058.511	2406.247	4503.188	2224.96	2713.012	2200.373	2011.538	4076.02	3124.207	4743.846	3593.356	3333.824	4127.185	2377.703	2821.599	4931.094	2663.465	3985.645	4144.914	3730.114	3321.617	3102.662	4596.048	3816.987	3885.942	5447.073	4957.168	3651.328	3453.952	4998.714	4753.44	3668.642	5950.383	4192.695	4812.299	5652.208	4519.782	2728.232	2753.329	5582.433	2848.984	2631.618	2889.053	4990.057	3968.597	3927.184	2301.135	4088.124	2896.881	3307.606	6873.463	2888.78	4236.645	4733.672	3783.113	3529.073	6130.076	3856.947	2597.126	2130.486	2464.265	4089.256	2693.047	5855.204	5209.556	5016.649	4165.664	3554.419	2677.989	4393.563	3036.395	3319.247	3434.701	3547.077	3656.995	5066.885	3498.865	2727.78	4184.103	2439.689	3189.869	3762.621	4481.377	3985.739	2381.321	6558.284	2783.003	3734.64	2513.858	3384.172	4129.658	4401.39	3809.734	3791.069	2428.863	4289.71	5265.7	3848.475	3767.421	3080.567	5314.532	3448.311	6057.299	3862.999	2670.9	2474.994	2768.147	3746.02	8857.47	3702.113	5129.854	4087.492	2743.205	2867.922	5653.281	2508.881	6018.905	6171.255	2164.644	3105.493	6227.717	5008.854	4758.604	3982.681	3168.384	4598.98	4597.607	4256.455	4169.83	4232.025	4489.858	3615.562	3565.843
hsa-mir-3613	41.187	51.479	51.814	65.988	71.89	46.225	92.063	62.36	69.892	70.11	72.553	25.869	73.601	102.431	72.834	55.177	63.768	78.942	32.682	58.956	45.842	61.685	50.38	40.517	59.146	92.466	54.937	57.273	50.4	59.829	99.013	29.203	65.054	117.108	43.017	33.458	90.02	62.107	55.127	38.579	41.662	101.43	56.054	53.133	98.706	42.909	69.043	58.253	38.177	61.5	38.93	39.188	83.828	102.583	43.05	61.45	97.308	37.442	65.32	73.074	45.345	68.062	85.899	45.52	100.463	76.393	58.638	77.456	58.79	65.435	65.794	66.288	89.957	118.258	28.069	53.65	41.297	95.527	76.497	93.059	139.384	74.183	92.958	34.124	51.553	39.799	106.582	68.681	99.261	93.316	95.803	43.684	58.959	29.096	66.806	79.135	41.793	61.128	21.501	40.123	44.095	43.459	64.583	97.627	82.976	120.615	91.955	96.136	92.167	83.301	88.029	69.292	91.141	116.267	105.193	134.592	81.125	103.963	107.171	82.938	51.099	111.904	86.388	40.783	97.346	67.51	86.74	122.039	101.935	73.121	95.407	97.548	67.934	83.746	142.886	42.565	30.876	41.226	53.684	34.218	117.348	54.27	66.7	56.382	84.752	44.025	82.973	64.464	264.603	61.09	86.988	99.373	115.272	186.883	121.429	86.993
hsa-mir-3615	35.196	18.087	41.815	25.821	23.258	28.89	32.94	42.244	43.518	24.633	44.914	37.187	38.611	19.097	32.371	26.275	33.213	37.53	45.355	46.015	39.446	24.795	25.19	24.091	27.601	32.948	17.168	69.041	23.874	37.191	38.898	22.389	22.362	30.818	34.055	40.555	27.397	37.751	38.349	36.354	55.549	25.357	10.192	30.135	23.58	14.303	28.129	18.204	36.132	111.469	58.686	71.62	82.006	49.438	33.692	43.242	37.231	19.706	42.866	94.636	15.115	48.097	53.561	28.698	23.485	29.516	61.151	79.494	103.723	27.265	82.687	59.089	57.348	51.176	56.918	19.037	59.733	39.223	35.235	125.884	29.42	17.119	46.73	29.249	49.775	24.321	28.695	62.321	69.483	62.211	97.191	27.799	32.755	18.705	40.826	31.89	35.364	19.406	37.138	14.729	31.931	44.666	40.086	14.856	43.881	25.496	34.739	15.59	35.534	27.767	48.062	38.675	34.365	37.293	35.861	38.002	75.866	34.654	33.491	21.176	17.033	37.762	64.332	40.783	27.457	40.506	26.877	48.815	32.008	31.724	42.896	25.671	71.302	21.364	27.293	38.943	30.282	44.397	38.734	38.495	58.674	27.135	16.236	46.39	54.581	63.448	82.973	41.689	38.952	30.545	23.026	31.584	39.193	27.933	35.207	20.008
hsa-mir-362	70.393	18.087	75.449	22.952	54.974	63.559	53.211	64.371	60.661	13.264	91.555	59.822	76.015	125.001	54.626	69.628	65.097	47.883	43.354	79.088	63.966	81.037	92.634	32.852	51.26	44.639	70.388	47.858	35.811	51.744	134.964	61.326	33.543	101.699	64.526	76.041	29.354	65.76	87.085	172.866	37.033	94.576	71.341	61.857	197.412	19.071	106.548	71.602	120.667	37.156	240.555	14.864	82.006	50.674	29.948	59.174	88	17.736	63.279	137.762	86.91	65.339	37.391	83.124	87.416	86.81	87.956	56.054	58.37	117.238	29.341	147.574	160.798	201.937	105.259	72.111	49.409	60.732	70.47	137.728	129.256	126.967	67.834	102.373	53.923	48.643	38.26	61.049	107.202	54.844	44.43	39.713	14.194	14.548	71.754	21.26	12.859	22.316	140.245	92.944	77.546	10.865	124.713	31.835	104.517	164.742	97.064	72.752	69.958	30.291	96.123	101.521	26.894	68.005	83.677	66.504	82.627	37.712	44.017	24.705	17.033	209.531	82.712	30.814	34.945	5.063	96.514	67.993	113.753	147.402	78.396	38.221	82.531	49.564	49.769	57.056	70.065	34.884	70.673	14.543	136.208	22.201	92.151	43.535	112.179	49.205	99.874	89.169	137.002	39.596	53.728	103.995	87.607	132.348	101.31	56.545
