	TCGA.RZ.AB0B.01A	TCGA.V3.A9ZX.01A	TCGA.V3.A9ZY.01A	TCGA.V4.A9E5.01A	TCGA.V4.A9E7.01A	TCGA.V4.A9E8.01A	TCGA.V4.A9E9.01A	TCGA.V4.A9EA.01A	TCGA.V4.A9EC.01A	TCGA.V4.A9ED.01A	TCGA.V4.A9EE.01A	TCGA.V4.A9EF.01A	TCGA.V4.A9EH.01A	TCGA.V4.A9EI.01A	TCGA.V4.A9EJ.01A	TCGA.V4.A9EK.01A	TCGA.V4.A9EL.01A	TCGA.V4.A9EM.01A	TCGA.V4.A9EO.01A	TCGA.V4.A9EQ.01A	TCGA.V4.A9ES.01A	TCGA.V4.A9ET.01A	TCGA.V4.A9EU.01A	TCGA.V4.A9EV.01A	TCGA.V4.A9EW.01A	TCGA.V4.A9EX.01A	TCGA.V4.A9EY.01A	TCGA.V4.A9EZ.01A	TCGA.V4.A9F0.01A	TCGA.V4.A9F1.01A	TCGA.V4.A9F2.01A	TCGA.V4.A9F3.01A	TCGA.V4.A9F4.01A	TCGA.V4.A9F5.01A	TCGA.V4.A9F7.01A	TCGA.V4.A9F8.01A	TCGA.VD.A8K7.01B	TCGA.VD.A8K8.01A	TCGA.VD.A8K9.01A	TCGA.VD.A8KA.01B	TCGA.VD.A8KB.01A	TCGA.VD.A8KD.01A	TCGA.VD.A8KE.01A	TCGA.VD.A8KF.01A	TCGA.VD.A8KG.01A	TCGA.VD.A8KH.01A	TCGA.VD.A8KI.01A	TCGA.VD.A8KJ.01A	TCGA.VD.A8KK.01A	TCGA.VD.A8KL.01A	TCGA.VD.A8KM.01A	TCGA.VD.A8KN.01A	TCGA.VD.A8KO.01A	TCGA.VD.AA8M.01A	TCGA.VD.AA8N.01A	TCGA.VD.AA8O.01A	TCGA.VD.AA8P.01A	TCGA.VD.AA8Q.01A	TCGA.VD.AA8R.01A	TCGA.VD.AA8S.01B	TCGA.VD.AA8T.01A	TCGA.WC.A87T.01A	TCGA.WC.A87U.01A	TCGA.WC.A87W.01A	TCGA.WC.A87Y.01A	TCGA.WC.A880.01A	TCGA.WC.A881.01A	TCGA.WC.A882.01A	TCGA.WC.A883.01A	TCGA.WC.A884.01A	TCGA.WC.A885.01A	TCGA.WC.A888.01A	TCGA.WC.A88A.01A	TCGA.WC.AA9A.01A	TCGA.WC.AA9E.01A	TCGA.YZ.A980.01A	TCGA.YZ.A982.01A	TCGA.YZ.A983.01A	TCGA.YZ.A984.01A	TCGA.YZ.A985.01A
hsa-mir-370	26.221	71.642	3.052	9.738	0	8.681	2.665	15.721	8.996	42.847	2.858	5.031	5.405	5.22	11.357	12.607	10.544	26.823	10.558	1.909	4.519	0.823	9.84	7.252	8.159	3.776	6.045	4.903	29.693	9.323	8.564	24.459	28.429	3.862	4.065	10.24	2.609	0.768	0	6.313	7.105	3.968	6.781	1.04	0	1.952	12.353	15.941	2.877	26.259	16.647	13.237	0	4.113	26.043	10.383	8.741	10.345	1.237	25.425	6.876	0.734	9.073	7.047	48.79	4.229	1.475	9.344	21.774	42.569	4.544	14.924	3.801	3.48	12.299	378.18	16.695	3.04	48.724	13.888
hsa-mir-374a	1700.311	661.547	2424.876	5317.108	584.106	250.51	118.151	628.854	4166.845	1694.939	2193.284	665.769	257.288	273.191	545.144	2554.513	214.053	384.178	5539.77	3090.245	6694.037	2360.676	3153.431	2593.35	5037.993	1498.034	1236.792	2992.259	1872.038	4345.611	8305.906	3021.725	3921.902	4540.528	4227.987	2333.825	4136.19	18205.65	11962.035	6298.55	17800.518	18200.752	17402.192	16819.094	799.972	2839.733	292.062	808.456	1089.268	496.165	2323.244	2085.227	3269.911	3935.575	2388.103	1487.619	4093.631	9146.295	5064.946	4791.141	6325.797	1502.943	4288.39	10402.098	1937.41	2150.458	2450.782	4159.51	1681.767	743.91	1010.508	3483.953	1022.556	4870.45	4167.892	501.088	1952.2	2702.742	913.869	3835.871
hsa-mir-374b	412.55	196.635	534.114	416.312	110.579	37.204	16.879	31.443	427.3	149.466	322.206	78.819	59.457	59.162	73.385	211.169	84.356	44.994	147.808	428.918	692.565	330.774	339.05	258.833	324.308	184.068	117.272	335.015	183.56	494.137	206.482	217.49	422.009	472.462	813.074	256.004	273.949	746.926	666.446	240.795	677.918	962.355	972.732	851.613	138.734	322.032	277.062	130.947	272.317	107.802	201.761	253.84	509.458	695.804	413.209	278.457	446.512	526.783	634.355	781.103	515.69	759.907	598.802	424.611	355.368	321.406	145.985	221.591	181.448	310.544	215.369	624.326	296.503	360.194	319.766	60.509	191.436	231.056	95.071	105.549
hsa-mir-375	37.293	585.332	19.839	70.603	40.129	86.81	95.942	72.318	45.878	44.84	60.726	46.956	61.619	247.09	55.912	23.638	114.935	134.116	276.008	16.546	57.62	44.432	50.097	12.83	116.261	119.88	210.363	101.322	129.572	121.203	22.837	55.529	46.749	59.219	69.111	66.096	16.524	39.15	27.854	73.05	67.496	39.023	56.51	47.832	52.25	731.89	49.412	152.582	113.146	193.491	30.63	91.881	63.949	73.351	65.106	31.149	50.988	54.906	58.118	50.143	53.042	16.137	43.852	88.094	164.94	88.809	125.341	145.503	77.245	99.095	44.528	168.311	30.411	93.964	236.408	6973.638	202.566	167.211	407.617	84.717
hsa-mir-378a	45421.258	55758.985	94727.333	64308.035	98681.889	41050.159	143451.512	109411.187	109777.302	56061.54	22787.288	81765.547	84846.574	39414.281	93514.009	45251.599	51661.598	36216.539	31261.316	83831.177	107589.275	82175.207	40071.39	34942.454	62834.177	49799.473	66832.701	54903.298	38597.461	20176.648	28526.872	47848.5	93814.184	50944.802	87537.209	53533.69	111085.757	19311.838	77896.797	116685.515	66642.559	31041.416	96688.554	58055.25	42407.525	68324.378	70039.327	96966.909	51279.014	64837.29	12455.892	47088.132	108286.488	114472.381	56209.411	34029.286	25729.419	62368.116	78028.109	55035.971	61254.146	134877.567	91069.314	24265.395	29703.063	124589.12	53747.614	80621.876	24972.471	58073.808	126780.577	25228.394	116228.002	58581.131	29141.078	30056.797	31710.447	133471.085	79789.471	116977.386
hsa-mir-378c	363.02	563.992	1506.2	344.492	453.017	198.424	1269.459	1226.266	1916.101	409.536	207.183	689.247	1270.223	220.989	710.26	275.78	245.686	415.327	277.516	498.919	770.52	1154.419	209.334	504.278	967.825	394.567	488.43	635.712	318.53	120.271	184.597	421.759	1235.702	450.577	1157.818	269.037	1597.599	331.626	1868.262	1047.955	1489.051	799.648	2078.83	1557.651	245.036	534.768	672.361	770.88	492.855	599.821	51.273	404.12	1502.795	1634.967	435.779	321.877	288.448	1001.843	896.505	426.57	514.708	1742.064	1123.51	191.163	176.227	1285.623	647.348	395.127	136.345	556.188	1486.683	407.097	864.168	629.905	323.866	172.072	217.035	2043.018	615.584	2042.927
hsa-mir-379	434.11	1146.275	44.255	91.296	26.753	85.57	62.185	22.01	130.439	524.126	95.018	30.186	50.809	222.729	151.138	182.803	222.488	427.441	117.643	130.457	134.446	55.952	206.65	180.737	146.856	129.32	123.316	155.251	344.174	184.602	430.092	511.003	563.521	323.128	46.345	475.702	85.228	102.865	18.433	167.745	222.025	197.101	149.187	123.739	91.889	213.712	88.236	560.226	69.038	334.462	211.749	274.864	34.106	75.407	639.779	229.373	166.076	241.111	12.366	666.692	181.719	19.805	244.964	146.235	1244.515	81.409	79.628	703.486	280.467	837.422	146.306	548.876	220.477	52.202	233.675	6283.46	202.566	30.402	854.45	141.658
hsa-mir-381	37.293	7.622	4.578	3.652	0.892	3.72	0.888	0	8.096	9.964	7.859	0	0	10.44	13.978	0	7.381	8.653	3.016	7.637	11.298	4.937	6.262	16.177	7.139	1.888	1.209	13.074	4.049	6.526	19.031	18.51	33.483	18.023	3.252	13.033	6.088	12.282	2.867	6.313	17.17	33.732	16.576	11.438	1.802	7.807	0	2.277	1.918	4.146	9.988	7.008	0	2.057	41.668	9.439	2.185	14.323	0	9.887	1.965	0	4.536	1.762	37.503	6.344	4.424	4.005	10.887	20.936	7.27	22.386	2.534	0	10.932	23.636	1.113	0	16.637	1.389
hsa-mir-382	31.466	60.972	1.526	7.304	1.784	12.401	7.107	6.289	12.594	35.872	9.288	5.031	1.081	10.44	17.473	12.607	13.708	47.59	6.033	7	5.649	4.937	10.735	14.504	14.278	1.888	10.881	19.611	24.295	12.12	12.37	47.597	33.483	9.012	15.448	36.306	2.609	8.444	2.458	11.724	13.618	9.26	10.549	1.04	1.802	15.614	9.706	29.605	4.794	52.519	17.979	15.573	0	7.541	47.745	16.991	9.469	19.098	0	43.081	5.894	2.201	9.073	5.286	211.546	10.573	0	29.368	34.734	110.261	6.361	23.215	20.274	1.74	20.498	653.306	42.294	3.04	51.101	11.11
hsa-mir-3913-2	13.985	7.622	10.682	7.304	26.753	12.401	13.325	3.144	9.895	11.957	11.431	21.801	7.567	5.22	4.368	11.031	13.708	14.71	25.64	12.091	15.817	15.634	8.051	10.599	9.179	12.271	6.045	31.05	10.798	5.594	41.867	20.493	12.003	11.586	23.579	19.549	33.048	23.03	8.192	11.724	23.683	23.149	17.33	17.677	3.603	4.879	8.824	15.941	6.712	26.259	7.325	15.573	17.053	23.308	21.702	10.383	14.568	22.281	11.129	6.356	11.787	18.338	10.585	69.594	8.374	12.687	25.068	22.693	18.145	14.655	8.179	12.437	21.541	13.921	36.896	15.127	26.712	3.04	24.956	16.666
hsa-mir-409	40.789	68.594	6.104	15.825	1.784	14.882	4.442	0	15.293	69.751	7.144	6.708	3.243	17.401	19.22	15.759	29.525	13.844	9.049	12.728	19.207	2.468	19.681	28.449	14.278	5.664	7.254	16.342	35.092	21.444	43.77	28.426	33.483	28.322	4.878	23.273	8.697	9.212	2.048	10.822	10.065	6.614	11.302	13.518	3.603	9.759	15.883	30.744	6.712	44.226	22.64	19.466	8.526	4.799	58.162	9.439	2.914	23.077	0	45.906	13.752	2.201	25.706	4.405	66.267	11.63	2.949	46.721	44.584	94.21	7.27	20.728	29.143	1.74	27.33	423.562	18.921	3.04	73.68	11.11
hsa-mir-421	33.796	57.923	22.891	23.128	35.671	35.964	13.325	9.433	16.192	27.9	25.005	26.832	14.054	40.022	24.462	23.638	40.069	20.766	13.574	29.91	25.985	16.456	24.154	29.565	7.139	44.365	41.105	3.268	13.497	46.617	9.515	29.087	12.003	14.161	31.71	14.895	12.175	16.888	24.577	17.135	8.289	12.567	27.125	13.518	14.414	9.759	76.766	23.912	30.684	15.203	31.296	26.474	29.843	23.308	27.779	19.822	13.84	9.549	11.129	30.368	9.823	27.14	13.609	7.928	30.221	29.603	8.848	45.386	58.063	25.123	16.357	29.019	39.28	1.74	6.833	23.636	12.243	18.241	10.695	9.722
hsa-mir-423	2988.655	4947.886	2186.814	3095.56	5028.666	5756.77	3013.299	4474.297	2875.951	3939.912	2524.777	6198.196	3461.493	4492.856	2944.126	3161.23	3833.971	2619.158	4298.487	4661.459	4294.352	2517.835	3013.875	3225.371	2816.789	2937.543	4430.931	4534.964	2962.598	2512.641	2295.091	2695.821	2115.729	3563.42	3961.298	3248.923	1861.981	1980.544	1795.35	2341.214	1780.348	1732.901	1654.625	2172.185	3124.215	2637.732	3787.102	2979.901	3350.266	5084.654	2070.211	2213.704	3020.511	1410.116	2735.338	4670.52	2754.096	1478.494	3023.387	3281.197	3901.563	3769.46	2191.071	2369.719	2577.144	3565.066	1950.893	3355.908	3167.569	2254.758	2309.083	2041.288	3392.048	2864.152	2649.686	3920.781	4283.932	3459.753	5705.445	5116.346
hsa-mir-424	62.349	48.778	83.932	46.257	68.666	17.362	39.976	12.577	349.036	36.868	72.157	21.801	35.674	38.281	12.231	74.067	97.009	26.823	37.706	63.001	57.62	274.822	111.824	166.791	23.456	58.524	30.225	22.879	59.387	109.083	70.413	142.129	169.941	171.219	51.224	54.924	198.287	339.302	70.044	97.4	232.683	377.005	238.097	224.601	46.845	49.769	23.824	124.115	19.177	12.439	98.55	80.98	49.027	65.124	149.311	63.243	56.816	66.047	58.118	183.623	110.996	7.335	61.997	517.991	81.924	21.145	252.156	38.712	46.658	47.454	48.163	147.583	62.088	87.003	363.495	21.745	55.65	48.643	27.333	36.109
hsa-mir-425	949.797	894.766	384.562	809.496	1131.651	1101.252	759.543	622.566	457.885	351.742	768.006	632.229	985.909	1282.43	649.106	642.962	1352.856	665.389	441.915	957.747	483.552	738.894	1274.791	1084.421	524.196	738.162	557.342	931.506	481.844	940.725	392.982	840.874	629.854	870.257	974.876	380.748	433.1	721.593	661.121	358.938	613.382	487.461	522.156	399.291	785.558	539.647	947.658	621.714	641.479	660.632	1047.424	238.267	511.59	1073.526	988.749	888.229	335.066	580.098	605.914	522.619	220.028	894.137	515.635	229.924	795.572	641.754	507.262	1164.022	1190.819	1183.556	453.456	711.383	1231.629	523.76	966.131	931.268	661.121	550.277	481.297	449.972
hsa-mir-431	12.819	82.312	0	1.217	0	1.24	4.442	0	4.498	9.964	3.572	0	2.162	5.22	13.104	1.576	7.381	10.383	9.049	4.455	6.779	3.291	14.313	2.789	6.119	2.832	4.836	4.903	17.546	7.459	6.661	22.476	12.003	10.299	2.439	15.826	0.87	3.071	1.229	0.902	3.552	3.307	3.767	2.08	1.802	3.903	0	13.664	1.918	11.057	4.661	4.672	2.132	5.484	15.626	13.215	1.457	6.366	0	21.893	6.876	0	3.024	3.524	56.072	5.286	1.475	5.34	26.44	29.31	3.635	7.462	5.068	3.48	8.199	837.669	23.373	0	14.261	4.166
hsa-mir-432	15.15	73.167	0	12.173	1.784	8.681	1.777	3.144	6.297	27.9	5.001	5.031	3.243	15.661	11.357	9.455	11.599	19.036	7.541	1.909	3.389	2.468	9.84	7.81	2.04	3.776	7.254	13.074	9.448	7.459	11.418	23.137	17.689	11.586	0.813	9.309	2.609	0.768	0	4.509	6.513	1.323	6.781	6.239	3.603	5.855	2.647	9.109	3.835	11.057	12.652	12.458	0	3.428	24.306	5.664	5.099	12.732	2.473	39.55	7.858	1.467	7.561	6.167	59.349	8.458	1.475	30.702	25.403	40.475	9.087	18.241	10.137	6.96	6.833	532.288	17.808	0	39.217	11.11
hsa-mir-4326	85.074	86.885	53.411	49.909	44.588	267.872	38.199	141.492	139.435	177.366	0.714	5.031	114.59	238.389	227.143	0	150.786	81.335	72.396	0	101.682	55.129	76.935	68.055	67.309	150.087	118.481	27.782	59.387	87.639	145.584	32.392	30.324	73.38	70.737	80.059	0	0	35.637	0.902	0	0.661	52.743	107.101	126.122	221.519	41.471	68.32	0.959	95.363	105.874	25.695	0	32.219	23.438	33.981	84.495	81.962	281.935	136.305	94.298	101.957	72.582	61.666	42.965	111.012	36.865	45.386	104.203	136.081	112.683	149.241	43.082	133.985	25.964	126.69	55.65	115.528	40.405	104.16
hsa-mir-450a-2	2.331	3.049	1.526	1.217	3.567	1.24	0	0	17.992	0.996	6.43	0	0	1.74	0.874	4.728	7.381	0	3.016	1.273	4.519	4.114	6.262	4.463	2.04	3.776	4.836	1.634	4.049	8.391	2.855	4.627	6.949	9.012	2.439	0	0	15.353	2.867	6.313	4.144	7.937	11.302	9.358	1.802	1.952	2.647	6.832	1.918	6.91	2.664	1.557	0	1.371	8.681	3.776	2.914	2.387	2.473	7.769	6.876	0	6.049	22.904	8.01	1.057	8.848	2.67	2.592	4.187	0	4.146	8.87	6.96	15.032	5.673	2.226	0	0	1.389
hsa-mir-450b	12.237	7.622	16.786	3.652	5.351	3.72	1.777	6.289	40.481	3.986	5.715	6.708	2.162	5.22	0	9.455	18.98	0	22.624	13.364	12.428	4.937	22.365	18.408	6.119	20.767	7.254	1.634	5.399	23.308	12.37	24.459	15.794	24.46	4.878	9.309	12.175	57.574	12.698	21.645	33.748	41.008	63.292	48.872	5.405	11.71	11.471	34.16	4.794	2.764	25.969	10.901	6.395	5.484	16.494	5.664	9.469	15.915	8.656	43.787	13.752	1.467	6.049	70.475	17.477	3.172	28.017	10.679	12.961	16.748	2.726	19.07	24.075	17.401	75.159	7.564	10.017	12.161	2.377	4.166
hsa-mir-451a	1912.995	1284.987	518.853	1016.434	1341.215	2884.586	2286.625	707.461	837.507	233.166	715.139	1484.146	1577.239	1599.123	735.595	312.026	4656.44	319.283	381.585	1414.665	613.479	377.675	11815.751	8041.673	862.782	1493.314	232.125	1263.253	403.561	266.648	252.155	1043.821	682.29	361.749	610.619	6165.507	1587.163	3752.286	698.806	1228.326	862.051	899.521	858.205	251.637	4091.749	1860.953	2574.735	400.812	5127.997	628.844	12696.273	1269.201	294.164	5758.375	853.328	687.174	528.093	224.4	179.301	377.839	800.547	803.917	632.069	336.518	1639.207	6354.106	2278.254	1851.489	35820.488	790.666	197.194	1574.495	1837.306	1912.335	8968.483	310.108	2092.438	446.91	3783.823	559.687
hsa-mir-452	207.44	27.437	32.047	23.128	90.96	49.606	6.218	3.144	19.791	71.743	50.01	70.434	39.999	59.162	25.335	22.062	80.138	26.823	58.821	194.095	297.136	9.874	68.883	93.715	26.516	88.73	22.971	45.758	51.289	54.075	32.352	119.653	13.267	70.805	7.318	70.75	19.133	95.189	44.648	19.841	21.907	98.55	50.483	35.354	39.638	77.092	40.589	19.357	57.532	9.675	126.517	43.604	10.658	30.163	135.421	31.149	89.594	39.787	21.022	20.481	93.315	23.472	6.049	11.452	88.114	40.176	28.017	100.117	183.004	71.181	5.452	38.139	96.3	125.285	31.43	49.163	25.599	21.281	33.275	59.718
hsa-mir-454	33.796	44.205	32.047	30.432	51.722	18.602	12.437	3.144	39.581	14.947	57.868	36.894	19.459	31.321	48.923	58.308	23.198	12.114	70.887	73.82	99.422	29.622	67.989	43.511	57.111	45.309	41.105	47.392	29.693	80.181	25.691	36.359	18.952	46.345	50.411	47.477	22.612	119.754	78.237	26.154	97.691	78.047	78.361	70.708	73.871	123.933	48.53	47.824	68.079	67.722	78.573	28.031	72.475	58.955	40.8	83.065	47.346	60.477	37.097	114.411	27.503	53.546	58.973	34.357	47.334	38.061	32.441	44.051	89.687	73.274	56.341	53.893	35.479	64.383	64.227	50.109	83.475	48.643	45.159	15.277
hsa-mir-455	1098.384	2351.999	3676.227	2315.279	1348.35	2074.769	4401.797	3581.324	2196.769	4770.94	877.313	4266.291	3565.273	1404.235	2737.076	4324.234	2328.22	930.16	1180.953	1420.393	1385.129	8958.883	2235.582	2335.633	948.448	2114.427	2941.461	1668.54	3057.078	656.363	1404.458	2520.638	3216.869	2091.964	2409.139	1202.753	1361.916	1975.938	1422.599	1501.587	2919.486	2363.227	3105.059	2596.431	4843.074	123.933	3578.864	3568.594	4024.346	1882.386	1283.145	6408.297	1549.69	1073.526	2254.418	2227.653	2474.389	2037.903	1931.505	8623.912	1174.791	1068.71	2673.439	2714.165	1622.094	2369.31	2669.022	253.629	648.548	1288.932	5504.178	2803.247	2378.361	589.883	896.438	2359.843	2198.173	2754.426	3467.712	4728.87
hsa-mir-4661	34.379	50.302	12.208	3.652	19.619	29.764	1.777	28.298	8.996	18.932	43.58	18.447	17.297	147.906	9.61	3.152	83.301	51.916	21.115	10.182	18.077	18.102	25.049	29.007	14.278	62.3	8.463	0	20.246	36.361	6.661	30.409	6.317	12.874	28.458	24.204	8.697	25.333	5.325	9.92	14.802	13.89	12.056	43.672	3.603	28.3	15	12.525	10.547	24.877	13.318	23.36	4.263	6.17	19.098	13.215	0.728	5.57	6.183	3.531	8.84	2.934	12.097	9.69	21.482	8.458	7.373	18.688	18.145	7.676	9.087	17.411	31.678	12.18	13.665	10.4	3.339	27.362	20.203	20.832
hsa-mir-4662a	555.893	1528.875	88.51	445.527	177.461	246.79	1448.018	1216.833	479.475	719.428	1140.222	868.687	625.923	245.35	215.786	375.061	1584.835	757.972	119.151	582.921	178.508	203.237	879.382	627.001	464.026	1007.185	652.852	217.351	601.968	1528.096	708.89	132.213	187.63	382.347	192.699	743.808	489.629	460.592	994.549	461.749	507.402	970.954	100.965	2844.948	1700.841	2290.328	1094.13	1177.385	740.242	767.052	351.583	1495.788	784.438	78.149	109.379	74.57	314.671	1444.277	1426.989	457.644	324.148	451.103	1911.328	441.349	459.138	255.856	61.933	409.811	83.466	173.765	690.635	79.595	1240.499	769.11	87.457	127.636	468.572	1702.515	96.259	1004.104
hsa-mir-4677	97.893	50.302	144.974	138.771	86.501	74.409	39.088	69.174	162.824	123.558	90.732	75.465	129.725	88.743	133.665	222.2	76.975	83.931	113.118	87.82	171.729	148.108	90.354	93.715	158.075	119.88	172.885	238.596	95.829	118.406	218.852	120.314	106.134	100.414	220.343	84.714	80.88	75.998	181.87	140.689	110.717	87.968	126.583	118.54	113.51	97.585	59.118	80.846	88.215	189.344	52.604	47.498	172.662	115.853	91.149	103.831	138.397	142.438	158.28	126.417	83.493	141.566	176.919	157.688	62.262	169.161	103.222	38.712	130.124	207.262	101.778	82.912	84.896	93.964	300.635	44.436	127.995	264.498	120.027	109.715
hsa-mir-4746	8.74	7.622	35.099	23.128	26.753	7.441	15.102	15.721	26.987	21.922	10.002	18.447	16.216	8.7	21.841	14.183	12.653	7.787	10.558	18.455	46.322	16.456	19.681	12.272	24.476	13.215	53.195	17.976	10.798	11.188	26.643	19.171	20.848	11.586	29.271	13.964	6.957	11.515	18.842	27.056	22.499	13.89	27.125	13.518	3.603	22.445	9.706	20.496	19.177	12.439	13.318	19.466	29.843	11.654	14.757	15.103	13.84	9.549	18.548	28.956	8.84	21.272	24.194	13.214	9.467	12.687	10.322	20.023	17.108	35.59	19.992	9.12	8.87	15.661	23.231	10.4	12.243	24.322	14.261	37.498
hsa-mir-4772	1.748	3.049	1.526	3.652	0	0	0.888	0	1.799	6.975	4.287	3.354	11.891	5.22	2.621	18.911	21.089	5.192	1.508	4.455	0	0	4.473	36.259	2.04	10.383	2.418	9.805	2.699	5.594	4.758	11.238	5.054	0	3.252	7.447	1.739	4.606	1.638	1.804	1.776	58.866	3.014	3.119	3.603	0	1.765	5.693	1.918	4.146	13.318	4.672	0	3.428	9.549	1.888	0.728	4.774	0	1.412	0.982	2.201	1.512	2.643	8.374	5.286	1.475	6.674	8.295	19.54	1.817	4.146	1.267	1.74	2.733	0	4.452	3.04	3.565	1.389
hsa-mir-484	377.005	781.967	555.478	484.48	467.285	377.005	588.979	292.417	448.889	529.108	735.857	588.627	435.659	595.103	317.127	616.172	1027.032	339.184	479.621	413.645	186.416	375.207	331.893	430.645	104.023	399.287	1196.895	148.714	557.427	396.242	157.002	354.992	150.356	534.255	445.565	316.514	170.457	466.733	119.608	151.512	120.782	377.005	363.927	198.606	423.409	253.722	547.065	395.119	561.893	447.792	629.919	500.672	285.638	667.012	353.311	1342.255	236.003	314.319	701.129	202.691	319.237	241.322	402.226	143.593	551.257	418.673	222.664	129.484	614.332	1181.463	464.361	714.699	482.768	361.934	214.544	536.07	250.425	674.926	280.459	237.485
hsa-mir-486-2	478.977	791.113	173.968	227.633	566.271	1694.043	1360.071	650.864	196.108	99.644	225.044	1054.834	639.976	830.012	271.698	198.562	1458.301	205.933	464.538	374.19	299.396	185.135	4526.628	4047.612	534.394	843.883	126.943	630.809	211.903	97.895	144.633	786.006	371.469	115.863	206.521	2958.475	647.91	376.917	168.762	753.048	281.232	138.897	178.573	98.783	1437.788	532.816	1465.605	198.129	1448.841	429.825	8125.029	837.828	127.897	1445.763	302.094	144.42	265.139	135.277	92.742	161.729	231.815	444.501	204.137	128.617	348.814	2627.28	1392.02	760.886	22833.973	228.895	53.615	164.165	643.691	675.146	2476.138	302.544	901.529	386.106	2615.639	408.308
hsa-mir-487b	9.906	12.194	1.526	2.435	0.892	1.24	2.665	0	1.799	5.979	0	0	0	3.48	2.621	0	3.163	3.461	1.508	0.636	2.26	1.646	1.789	3.905	3.06	0	0	6.537	5.399	4.662	6.661	15.866	5.686	6.437	1.626	3.724	0	1.535	0	2.706	1.776	1.323	5.274	1.04	1.802	2.928	0	1.139	1.918	8.292	5.993	3.115	2.132	2.057	11.285	0.944	0	5.57	0	7.062	2.947	0	0	1.762	54.252	4.229	1.475	18.688	11.405	17.446	4.544	8.291	0	1.74	2.733	131.418	5.565	3.04	13.072	8.333
hsa-mir-493	17.481	25.913	1.526	3.652	1.784	4.961	4.442	0	8.996	28.897	3.572	5.031	0	13.921	10.484	1.576	11.599	9.518	4.525	7	6.779	3.291	15.208	9.483	3.06	2.832	2.418	0	10.798	6.526	7.612	9.255	18.952	7.724	3.252	20.48	3.479	1.535	0.41	6.313	4.144	3.307	6.781	0	5.405	4.879	2.647	10.248	4.794	24.877	11.986	10.122	0	8.912	19.966	7.551	0.728	7.162	0	22.6	4.911	0	3.024	5.286	38.959	7.401	0	18.688	26.44	23.029	3.635	8.291	6.336	0	4.1	61.454	7.791	6.08	20.203	8.333
hsa-mir-495	16.316	10.67	3.052	7.304	0	3.72	2.665	3.144	1.799	8.968	2.143	0	0	1.74	6.115	0	1.054	5.192	1.508	1.909	5.649	2.468	4.473	5.578	5.099	1.888	0	9.805	1.35	4.662	12.37	4.627	13.267	7.724	1.626	9.309	1.739	0.768	0	2.706	0.592	0.661	5.274	1.04	0	3.903	0	2.277	0	8.292	3.995	1.557	2.132	4.113	13.021	2.832	3.642	7.162	1.237	8.475	2.947	0.734	7.561	0.881	44.057	2.115	2.949	17.354	7.258	18.144	6.361	12.437	1.267	1.74	8.199	121.963	10.017	0	17.826	2.778
hsa-mir-497	85.074	16.767	18.312	17.042	54.398	21.083	26.651	6.289	16.192	20.925	49.295	6.708	39.999	45.242	11.357	6.304	48.505	32.88	15.082	54.728	22.596	48.546	18.786	37.375	20.397	28.318	14.508	42.49	49.939	13.985	15.224	37.02	40.432	55.357	17.075	40.961	16.524	56.039	30.721	16.233	40.853	76.062	19.59	38.473	18.017	31.227	16.765	10.248	19.177	63.575	27.301	49.055	10.658	12.339	54.689	57.579	65.556	10.345	17.312	26.131	22.592	5.135	19.658	42.285	26.58	8.458	141.561	10.679	46.658	18.842	13.631	29.019	65.89	60.902	21.864	6.618	46.746	12.161	24.956	5.555
hsa-mir-500a	4425.004	6824.302	3789.154	4339.627	5021.532	6076.728	4705.615	11086.698	4928.788	7990.428	3938.623	10430.947	5143.592	12895.644	13011.815	7989.748	8512.554	1524.597	2929.004	4856.191	7828.351	1207.902	5575.088	3231.508	4872.78	7641.199	8825.592	2217.638	9038.962	9666.443	4662.497	4339.227	1156.102	5153.313	3527.93	2818.837	1699.352	6141.989	3713.175	4099.83	3907.055	3084.167	4556.246	8781.283	6666.433	4504.539	7866.266	6584.932	7980.614	2005.391	6024.853	4099.597	4734.336	4297.53	4999.305	2424.932	6723.898	4531.769	8512.472	5715.611	6069.425	4859.442	5528.333	2782.878	3498.697	5505.13	1545.378	3194.386	3143.203	5244.354	6110.301	5287.284	6464.784	6546.136	2236.996	6447.023	2124.715	13218.812	3585.363	7988.388
hsa-mir-500b	124.697	62.496	77.828	150.944	190.838	93.011	105.714	75.462	134.037	104.626	123.595	110.682	158.913	154.866	297.034	118.192	171.875	25.958	48.264	182.004	188.676	49.369	128.821	121.607	85.666	113.273	129.361	78.443	86.381	184.602	52.334	110.398	45.486	121.012	189.446	104.263	38.266	188.075	117.15	67.639	81.705	106.487	113.774	120.619	167.562	126.861	175.59	62.627	125.611	84.307	129.846	72.415	157.74	191.26	140.63	82.121	222.892	109.017	131.075	120.767	116.89	180.441	96.776	54.618	144.186	132.157	39.814	52.061	97.982	152.132	127.222	213.912	97.567	135.725	97.023	51.054	63.441	191.533	52.289	66.662
