	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
hsa-mir-1271	17.973	18.452	10.955	10.38	17.237	5.158	17.087	28.553	16.662	12.932	9.623	17.248	5.808	18.353	17.314	25.474	26.339	18.134	37.247	36.679	6	16.453	9.169	23.983	7.644	16.771	12.947	15.845	14.71	16.843	6.425	25.435	17.794	5.154	23.213	10.196	9.315	10.573	21.289	13.653	20.265	13.33	16.803	12.587	11.064	13.934	29.263	25.802	14.312	5.252	18.732	18.38	26.468	14.635	17.304	17.565	22.819	18.485	12.697	10.589	13.403	11.689	8.838	6.194	26.983	5.921	16.104	12.657	6.403	23.311	26.678	10.335	10.25	4.654	6.513	20.79	12.722	22.883	16.417	19.638	7.423	29.683	11.685	6.137	4.476	6.057	12.2
hsa-mir-128-1	156.62	187.363	333.024	163.692	190.385	281.104	196.501	509.869	361.011	114.037	298.31	361.202	201.343	194.539	179.434	308.118	537.165	171.766	440.75	415.691	286.218	263.253	365.232	303.784	268.883	212.782	486.244	354.255	326.891	507.169	449.781	313.045	355.87	265.136	419.234	493.776	502.072	230.848	299.825	447.129	571.107	534.47	232.558	214.886	355.43	431.019	425.94	284.608	814.278	302.531	272.65	229.744	360.803	320.437	277.508	459.349	150.606	351.962	270.047	223.189	360.917	158.967	198.847	345.652	207.966	460.683	325.098	137.82	194.239	248.034	241.669	197.742	189.626	182.651	414.068	272.463	186.199	250.074	194.479	262.929	177.221	345.406	336.048	375.403	170.075	367.043	218.244
hsa-mir-1287	207.114	132.005	111.738	62.283	197.437	90.263	270.952	165.877	28.563	291.559	291.311	113.637	185.855	190.868	151.102	287.496	65.449	220.627	97.772	125.755	93.606	190.858	125.31	207.853	400.177	474.829	93.508	143.739	51.485	86.088	96.382	115.436	307.905	323.546	88.63	137.646	108.053	79.299	94.028	412.997	175.017	132.665	116.951	125.874	112.714	252.666	35.766	81.317	159.692	216.393	91.577	144.874	146.272	296.559	153.815	172.988	144.902	51.02	133.315	235.408	169.449	194.813	70.701	144.951	140.179	235.671	143.929	97.037	83.245	196.748	119.265	198.431	145.697	285.028	154.461	87.538	170.007	150.371	117.445	105.826	260.728	98.495	195.833	289.48	335.675	232.582	122
hsa-mir-129-1	0	1.419	2.191	0.798	0	7.737	2.441	16.316	2.38	0	6.998	5.073	1.936	3.671	1.574	2.426	2.394	5.541	1.552	5.24	13.801	0	3.056	3.198	1.799	2.096	0	7.923	7.355	1.248	6.425	3.913	6.189	9.162	0.703	20.392	6.52	5.287	7.096	5.689	2.763	2.539	4.033	4.496	0.691	3.716	481.215	3.909	16.572	0	2.081	37.84	0	2.311	4.486	0	15.973	2.218	5.86	4.073	3.829	2.338	0	0.619	3.291	0	2.013	4.219	0	4.662	3.139	3.445	4.393	10.47	1987.528	2.188	2.313	8.172	2.526	5.455	6.495	5.397	3.739	1.023	0	9.691	2.711
hsa-mir-1296	17.973	14.194	17.528	10.38	19.587	2.579	8.544	6.798	11.901	3.527	31.493	20.292	27.104	33.035	7.87	15.77	8.78	13.097	43.454	13.973	12.601	10.695	48.901	17.588	3.597	4.193	10.07	15.845	15.527	25.577	9.638	15.652	17.794	2.291	12.661	13.837	23.287	5.287	26.612	21.617	26.713	19.043	14.115	26.074	6.223	5.574	26.012	21.893	26.364	12.605	12.488	9.19	13.931	7.703	44.863	8.516	30.806	5.176	8.79	13.033	27.763	8.572	8.838	8.672	34.222	23.686	7.045	8.438	25.614	9.325	10.985	6.201	10.982	4.654	12.096	31.733	18.504	11.441	2.526	5.455	0	6.746	31.315	0	5.968	50.877	2.711
hsa-mir-1301	46.216	41.163	65.728	56.693	25.855	64.473	45.159	53.026	28.563	65.836	168.838	39.57	46.464	44.046	28.332	99.471	43.101	20.149	55.87	96.063	43.203	37.02	36.676	23.983	136.24	120.542	51.789	31.691	44.13	84.84	64.254	37.174	68.08	60.128	27.433	51.708	48.437	35.244	95.802	72.815	27.634	41.894	12.771	21.578	44.256	114.257	61.778	62.551	39.923	99.793	35.382	43.787	26.468	53.149	51.913	48.969	36.511	54.717	63.971	40.728	71.8	32.729	50.375	40.884	32.248	65.135	40.26	43.596	37.354	41.961	43.94	45.474	29.286	46.535	100.493	32.827	17.348	39.227	42.937	50.186	137.323	82.304	103.291	81.832	83.546	72.682	58.289
hsa-mir-1306	15.405	9.936	16.432	16.768	9.402	10.316	23.19	20.395	11.108	27.04	38.492	17.248	5.808	19.576	25.184	53.375	18.358	23.675	35.695	40.172	20.401	47.715	27.507	35.175	39.568	27.253	15.824	27.163	31.055	27.448	32.127	35.218	43.323	24.624	29.543	13.837	50.3	7.93	26.612	37.545	44.215	27.295	20.836	10.789	31.809	46.446	68.281	23.457	25.611	27.312	18.732	22.704	43.185	34.663	33.968	14.371	14.832	15.528	46.88	26.88	38.294	16.364	27.397	22.92	29.615	15.396	21.136	8.438	16.009	23.311	20.401	20.67	17.572	24.431	44.664	21.885	26.6	26.152	13.891	20.729	25.98	44.525	53.282	23.527	10.443	33.918	17.622
hsa-mir-1307	5599.794	5280.219	4770.785	2834.669	3481.778	5516.35	3590.724	4490.928	2089.895	4996.472	9790.861	3150.373	3277.624	4492.743	6195.189	9288.413	4698.793	3969.264	6459.164	10292.707	3655.428	4983.7	2523.004	5666.38	4011.664	10629.667	7390.041	4995.795	5546.516	5430.389	4369.299	4570.464	6540.274	5411.521	4989.309	3053.693	9351.209	4864.541	2925.514	8616.06	7935.629	5533.229	2808.176	3333.876	4851.552	3434.219	4340.69	4889.946	7415.878	3710.203	5026.33	3451.573	5310.357	3983.127	5102.819	5730.42	3126.225	3484.866	2347.411	4264.219	3959.551	1833.576	2629.201	6759.418	1448.521	6661.554	2984.26	3483.479	2938.13	7344.965	4643.498	3704.047	2285.031	6370.672	4392.847	2430.282	2400.921	7160.613	2913.395	4106.492	2992.338	3669.943	4640.638	11342.897	6592.659	4245.831	3681.685
hsa-mir-130a	1946.191	976.557	1350.718	848.804	1442.384	839.445	2829.129	840.264	560.162	1863.39	1550.161	475.853	1281.623	818.531	1048.271	664.758	842.861	1448.177	847.358	574.631	365.423	1277.597	811.457	815.422	1201.431	1157.199	786.909	1173.683	330.16	1152.827	1005.581	1179.79	872.655	1105.21	578.909	2011.519	531.88	949.824	881.735	1350.49	356.482	792.819	1004.84	947.655	888.575	1269.834	136.561	1265.099	2201.789	1263.696	422.503	1064.933	1040.618	1214.734	987.622	717.5	925.317	863.638	1454.74	427.644	917.13	1030.948	555.005	1008.462	936.504	1255.333	575.716	1172.879	967.993	841.076	1200.499	1583.315	839.773	2652.508	1929.838	852.404	1008.48	1104.902	1116.359	823.699	1790.763	1063.204	983.372	828.546	1332.257	2004.808	1365.043
hsa-mir-130b	84.729	109.295	55.869	121.372	123.006	121.21	47.6	78.86	126.155	56.431	74.359	151.177	67.76	111.34	56.663	99.471	56.67	35.764	144.33	172.913	54.603	105.301	65.711	47.966	49.46	111.108	100.701	116.576	127.487	108.545	83.531	142.827	99.025	45.812	96.368	61.176	290.624	84.585	72.739	100.121	218.31	96.484	71.918	120.48	79.522	84.532	152.818	104.773	67.794	70.38	149.853	100.547	69.653	91.664	120.489	113.906	125.505	85.033	88.876	105.078	212.529	60.002	121.076	86.723	113.855	166.983	151.981	133.601	139.809	110.03	147.512	72.345	62.965	140.769	168.419	153.192	215.111	116.047	66.931	130.919	46.393	130.877	110.302	87.969	40.281	36.341	85.4
hsa-mir-132	571.704	491.117	483.104	861.58	745.088	1809.126	956.875	535.703	578.411	892.311	2112.663	1366.684	594.348	1004.505	535.154	818.817	999.302	275.028	1016.519	1093.371	694.843	911.512	1045.267	597.976	415.465	305.022	799.857	951.849	1120.418	1137.231	1358.98	473.481	474.236	702.639	710.447	439.155	1705.555	2640.65	518.041	300.362	768.231	947.701	680.872	829.873	847.777	541.561	3014.097	598.928	1269.249	274.168	1317.46	533.007	667.277	540.738	1135.028	853.229	918.471	1018.175	764.727	685.859	746.724	851.721	959.769	932.889	816.068	746.094	1347.698	1309.293	1464.262	1230.843	1550.448	591.159	754.112	946.992	774.168	1180.673	830.376	678.305	712.247	809.516	466.712	592.318	2725.773	872.531	446.075	1391.857	942.11
hsa-mir-133a-1	5.991	9.936	9.859	95.82	98.718	0	4.882	4406.63	16.662	10.581	17.496	39.57	9.68	19.576	11.018	10.918	11.972	70.52	26.383	10.48	57.604	27.148	25.979	27.181	12.59	4.193	1.439	12.45	22.065	22.458	6.425	46.957	5.415	3.436	3.517	7.283	5.589	10.573	63.868	38.683	50.663	41.894	28.23	47.652	23.511	1.858	16.257	17.202	8.286	2.101	49.951	24.326	2.786	1.541	14.741	5.855	3.423	17.746	2.442	16.291	19.147	38.183	26.513	8.053	152.026	2.369	5.032	5.625	28.816	3.73	1.569	15.847	23.429	1.163	131.199	14.225	78.643	671.767	10.103	1359.375	4.639	8.095	6.543	6.137	4.476	219.257	29.822
hsa-mir-134	690.667	1241.987	414.089	863.975	1038.109	1415.837	890.968	152.281	464.95	1150.952	3563.971	7257.526	658.235	3279.017	786.991	1427.774	1218.797	497.669	904.78	1681.975	372.023	992.133	4748.016	658.733	1711.769	3706.39	286.28	1341.191	3987.248	1899.545	5088.948	1455.661	1619.209	1397.261	1012.211	1215.505	5002.091	137.451	3924.34	2435.889	2978.97	2040.763	705.069	3297.912	1638.159	1809.537	481.215	403.456	33.144	1749.005	489.105	1569.29	298.116	1800.919	4490.762	2378.715	1218.543	1668.861	1538.245	999.464	925.746	1454.081	3030.431	310.344	1938.161	903.603	132.857	2051.835	1087.524	1585.177	480.2	1067.945	765.094	1387.913	54.899	6523.793	3127.212	1065.674	300.558	1951.784	2015.305	302.231	2183.143	347.785	1505.316	1442.735	31.178
hsa-mir-135b	21.396	31.227	326.451	35.932	68.946	11.605	97.64	900.089	48.399	32.918	30.618	5.073	65.824	59.952	138.51	18.196	87	76.061	17.071	57.638	84.005	18.921	25.979	180.672	12.14	30.397	116.526	187.88	10.624	117.903	22.489	23.478	27.077	76.162	688.641	90.307	87.56	147.143	99.35	218.445	32.24	48.877	34.951	45.854	43.564	10.218	1355.856	182.181	56.495	27.312	16.65	88.114	32.04	80.109	57.04	43.114	33.088	79.117	53.716	42.357	32.55	14.027	32.699	180.259	23.034	220.275	57.37	57.66	60.833	39.163	10.985	4.823	44.661	38.392	424.304	42.675	52.043	134.027	137.651	16.365	1.856	155.163	109.367	60.351	29.838	64.202	55.578
hsa-mir-136	546.885	616.026	141.316	248.333	452.85	433.262	458.91	148.202	177.728	1005.173	1522.167	1232.755	272.974	757.355	547.745	188.025	209.119	117.869	148.986	122.262	49.803	222.119	276.598	142.299	428.055	621.575	60.421	210.516	491.97	390.514	575.077	168.262	372.116	435.212	144.2	479.939	305.528	54.628	819.641	465.333	216.468	297.069	244.657	1183.22	384.473	563.855	74.783	229.094	163.458	670.189	124.878	581.659	114.231	898.919	425.555	606.256	1017.735	275.802	515.19	550.642	352.3	244.685	604.495	245.301	656.145	300.806	68.442	1672.126	1056.574	1243.898	207.145	529.839	638.432	870.209	11.166	923.529	1395.911	648.885	328.341	528.04	884.247	136.274	1312.877	329.373	1403.868	1268.298	9.489
hsa-mir-139	2057.451	276.786	192.803	389.667	236.61	667.945	912.937	618.641	253.104	316.247	285.188	951.707	201.343	438.018	143.232	679.315	438.192	655.835	569.561	221.818	944.459	119.286	606.682	147.096	211.779	324.938	245.999	616.835	339.966	1273.849	253.805	256.306	246.015	718.673	121.69	425.318	259.885	121.592	118.866	179.762	218.31	718.552	1010.89	482.819	163.885	175.566	292.631	890.574	364.579	2097.756	547.381	662.745	36.22	100.907	472.982	132.003	474.639	328.301	436.569	201.196	406.869	2098.521	440.999	244.063	198.094	170.536	373.41	126.57	211.315	330.09	353.088	961.839	876.38	707.335	395.459	852.404	700.847	341.604	766.55	488.764	797.029	248.261	425.785	236.289	629.577	369.466	256.2
hsa-mir-140	6486.449	5574.037	9783.67	7945.057	9082.865	8328.683	16525.628	7739.135	16754.864	10238.652	7543.477	15775.202	9552.155	8261.165	8940.212	5692.899	6411.653	5868.769	8493.754	12072.492	13821.862	9105.247	8527.174	5421.754	7137.092	6772.338	10900.203	7378.248	9733.168	4143.44	4976.503	6249.17	5205.761	11498.767	27306.496	3721.529	6096.589	10103.55	3125.988	4292.671	7884.966	10878.568	17986.979	16651.397	10531.518	9622.688	19707.058	10911.287	14865.653	11123.254	7627.95	8189.174	11028.881	5879.561	5830.877	4940.531	8074.56	7455.528	7959.319	8738.594	7953.566	15513.318	7337.902	7603.726	4892.459	8558.765	30543.124	8979.416	7508.08	8566.484	7405.43	11420.81	11876.159	13711.603	5135.378	7499.845	13609.847	4972.057	10412.199	9091.232	11446.967	6271.285	4257.852	19195.672	9782.318	14409.176	7019.059
hsa-mir-141	10.27	18.452	19.719	55.096	4.701	25.789	37.836	12.237	7.141	9.405	18.371	7.102	15.488	18.353	218.783	8.491	24.743	444.276	18.623	29.692	2355.747	7.404	12.225	68.751	10.342	10.482	17.263	10.186	19.613	26.201	25.702	31.305	29.398	16.607	13.365	23.305	195.612	13.216	23.063	29.581	7.369	14.6	10.082	12.587	9.681	15.792	32.515	11.728	12.805	12.605	6.244	116.224	83.584	13.095	24.354	12.774	2.282	20.704	1127.558	31.768	28.72	10.13	392.392	34.07	42.12	36.713	12.078	19.689	16.009	27.974	31.386	24.115	27.089	23.268	8.374	4.377	34.695	21.248	35.36	81.824	16.701	13.492	293.983	30.687	11.935	19.382	12.2
hsa-mir-142	9397.178	15096.883	6583.793	61230.439	4634.275	27920.881	4197.314	11872.474	4189.311	8010.814	2101.291	7228.102	10558.868	7743.619	16693.643	9003.344	3842.363	5729.24	14043.483	6670.261	2974.986	6509.742	2898.934	6200.401	10869.082	7023.903	2914.585	5148.588	11600.53	1949.45	11054.969	34307.826	3817.094	4881.822	3173.096	2636.387	2866.189	7341.308	4992.356	13230.71	7716.397	10335.21	2548.06	9280.546	7376.212	2875.938	4184.62	5380.191	3376.88	4004.33	11671.908	7639.409	11020.522	6796.967	4129.297	13200.299	2125.605	16959.977	4854.506	6927.828	5679.888	5074.479	21309.346	10858.926	1572.905	4863.823	6798.88	7795.287	6231.653	8287.679	10405.892	12944.871	26784.138	3108.553	4511.949	6742.638	11767.522	2392.864	10059.864	30381.93	7799.563	9348.91	2046.2	8429.689	10667.008	1976.946	10485.211
hsa-mir-143	24735.631	98576.855	36088.169	126226.595	76169.766	101076.35	27085.432	50409.068	96216.889	29773.093	49627.034	385552.909	85694.487	115399.372	36070.924	290003.021	133164.922	211898.258	133643.547	64798.82	460669.131	66606.182	318896.45	68688.872	96609.065	50385.313	66687.319	111617.64	380834.091	145684.771	226615.614	279062.423	94748.106	53126.252	100212.45	78869.473	139029.251	89404.122	250524.37	190041.414	189524.736	317742.024	397738.674	104772.53	78079.832	51764.1	154987.02	91466.379	44328.796	27325.453	216525.547	101583.813	97063.067	55758.392	152588.507	72701.178	38473.105	140802.489	72083.132	42970.456	424341.141	169284.368	140231.438	49350.195	91862.265	37535.639	15600.686	23799.321	55410.381	29007.81	79672.318	86678.55	135424.522	9896.878	21481.308	142099.844	175584.149	82441.027	70078.078	79077.244	41722.002	60307.148	40601.964	83539.942	35333.905	145277.686	23670.685
hsa-mir-144	80.449	428.663	90.924	2468.158	238.961	1263.68	312.449	919.124	99.179	324.477	174.087	1633.527	2015.361	282.632	44.071	784.851	50.284	861.35	1288.108	401.718	3890.043	383.362	3242.771	107.124	132.643	62.891	107.894	55.459	863.808	114.16	128.509	540.003	32.492	182.102	113.25	447.166	938.94	75.774	1488.481	408.447	578.476	637.937	3265.227	1181.422	477.825	377.142	65.029	414.402	116.756	493.713	514.08	311.371	48.757	40.825	1641.336	143.181	74.162	200.382	202.658	588.927	152.217	1881.89	225.36	224.24	236.923	239.224	52.338	2071.524	1926.38	101.638	178.898	485.743	1582.17	87.254	267.981	5104.578	1215.495	321.991	154.068	1475.02	823.009	155.163	23.369	322.212	450.551	48.455	261.622
hsa-mir-145	2004.389	4004.166	1871.068	7572.957	5695.104	1602.81	1701.383	2280.135	5187.446	1751.704	2298.998	18117.943	2299.951	6947.111	1857.298	4414.332	1986.631	5924.681	1697.82	1327.415	12137.557	2030.335	4709.812	1723.577	1388.93	1513.582	1782.414	3308.271	5621.701	5266.947	3736.393	3455.239	1959.607	762.194	3149.884	1152.145	3619.763	1604.479	2680.686	2573.555	2335.092	5855.688	9952.961	4785.928	1994.972	781.222	2851.524	4421.593	2085.033	998.981	3161.489	6192.83	1918.248	1971.922	4106.224	564.206	2245.405	2459.297	1477.692	2757.284	14288.274	9896.481	4628.278	2352.664	5312.339	1498.11	834.385	1850.73	3038.451	1544.149	3217.023	3878.363	5628.015	430.451	808.596	10498.032	3187.35	3899.845	2005.406	2137.252	1021.57	3617.323	1702.206	3765.281	1487.414	10038.574	710.31
hsa-mir-1468	11.126	9.936	9.859	9.582	3.917	3.868	9.764	28.553	3.174	14.108	3.499	8.117	9.68	11.012	9.444	16.983	47.092	23.675	10.864	8.733	30.002	46.892	21.394	15.989	14.838	14.675	27.333	11.318	15.527	26.201	9.638	27.391	21.662	10.88	21.806	24.033	4.657	3.524	23.063	20.479	11.975	17.773	16.803	10.789	22.819	13.005	227.602	7.037	22.598	28.362	24.976	8.109	71.046	13.095	22.431	4.79	6.846	24.401	11.72	16.291	12.445	45.197	15.024	17.345	12.504	9.474	49.318	5.625	3.202	13.054	14.124	31.694	13.179	11.634	12.096	6.565	34.695	9.807	8.84	13.092	30.619	37.779	5.141	4.092	4.476	38.764	4.067
hsa-mir-146a	441.616	353.434	343.979	3308.977	422.295	492.577	270.952	460.922	189.63	331.531	66.485	326.705	1407.462	103.999	373.034	146.78	143.67	199.974	1059.973	97.81	1113.669	324.13	215.472	271.807	349.818	319.697	220.104	434.614	597.393	215.219	485.121	1512.401	88.194	629.34	2053.966	117.982	90.354	474.031	282.084	161.558	182.386	241.21	165.345	249.052	316.706	53.877	364.163	158.724	180.03	115.55	1076.03	474.084	943.104	281.923	107.03	306.588	127.787	437.734	377.48	230.52	207.742	488.59	1416.676	881.475	126.359	364.757	133.864	73.129	274.282	469.958	357.796	373.436	546.914	115.175	154.461	142.25	274.094	35.958	175.536	1279.733	242.171	280.643	113.107	69.557	153.665	79.95	478.511
hsa-mir-146b	5398.67	5126.922	13930.036	12470.146	3404.213	7244.239	6087.876	18924.985	2759.55	3605.689	3200.051	6992.712	5308.474	6816.195	18536.775	4006.743	3858.326	2685.298	5039.141	13254.939	17204.873	7406.446	5898.726	4537.581	3538.645	2669.733	13832.051	6166.083	9899.065	1576.404	4513.871	4390.463	4158.265	5791.187	3977.098	2976.495	4441.335	7313.113	2540.531	4720.459	1523.567	5749.683	5873.779	8174.649	6829.928	2859.218	18598.312	7617.181	10827.408	3129.302	7140.927	5594.953	9567.558	5880.332	3129.498	5755.437	1341.767	6769.35	4394.985	4729.332	4392.268	6638.435	16843.68	18012.313	5612.441	7391.069	7237.712	12018.495	6087.575	5792.424	10536.142	8542.871	6098.786	3108.553	8421.871	6583.975	10594.818	7199.84	8535.604	11197.936	2261.187	3880.425	6699.457	6620.185	4426.435	940.019	7233.237
hsa-mir-148a	240361.494	136392.873	242434.763	104432.385	102951.407	98525.78	153031.714	307271.652	135422.651	336374.23	29755.75	97166.435	280270.766	209481.464	245276.617	285671.178	247337.526	230489.324	172282.136	64320.252	138222.221	38038.346	94596.62	151919.427	105135.536	265577.106	265643.001	309804.906	44090.187	118890.9	45980.445	801384.65	206972.53	179225.009	178214.632	138202.01	29802.961	182411.935	72802.53	174320.205	46749.742	145019.849	272577.907	207129.169	68647.105	172760.651	210037.374	220848.212	565553.903	153015.392	104081.45	94011.435	432863.723	83092.614	97654.696	103214.627	54674.71	78523.726	101808.86	206090.878	113877.301	82589.638	137158.587	482720.456	101818.952	92713.442	257415.348	145095.276	70788.338	159903.352	72279.442	147414.304	97149.334	238352.246	280972.829	119454.778	63816.399	101583.939	283329.26	107937.241	230541.756	383989.376	90252.916	156153.306	285677.397	149872.39	90617.435
hsa-mir-148b	456.165	536.538	511.586	461.532	455.201	640.866	517.494	583.29	534.772	1403.715	242.322	372.363	598.22	325.455	651.628	951.04	446.174	498.173	364.705	326.614	429.627	347.987	279.655	601.174	1126.791	1104.789	460.349	557.981	382.462	326.26	314.847	747.396	657.586	1902.909	714.668	456.634	298.076	570.951	296.277	425.513	293.844	547.166	440.92	405.496	441.867	1127.71	370.666	571.562	399.23	620.818	328.845	352.996	970.965	554.603	321.089	493.414	322.891	297.245	550.35	430.902	507.389	433.263	425.975	732.807	307.342	504.502	633.086	416.274	562.439	564.137	453.522	606.317	444.413	1144.766	628.081	312.949	274.094	470.727	669.311	561.861	1481.787	1142.809	586.565	1173.262	1123.393	619.007	546.288
hsa-mir-149	302.113	147.619	108.452	86.238	374.503	165.052	137.917	174.035	182.489	49.377	221.327	56.818	195.535	64.846	62.959	107.962	117.33	522.351	80.701	377.265	54.003	1168.183	155.873	717.891	147.931	281.962	77.684	121.103	134.025	854.639	443.355	189.784	752.743	85.325	86.52	451.536	105.258	134.808	1277.362	179.762	104.089	132.665	65.869	49.451	33.883	366.924	55.275	186.872	133.328	140.761	89.496	469.219	158.809	623.158	401.201	68.663	880.82	40.668	902.925	241.924	737.15	81.042	31.816	73.714	446.205	837.283	128.831	168.76	173.961	184.627	535.124	86.125	374.859	300.152	329.394	224.317	282.189	165.081	75.771	69.823	105.776	103.892	313.613	49.099	62.659	889.141	584.244
hsa-mir-150	2565.823	3642.215	579.505	6649.094	621.298	9432.469	1143.613	2475.925	745.824	1476.604	217.827	4913.77	1926.306	805.072	2885.107	4040.709	459.743	4143.045	4801.695	1680.228	7114.644	4617.614	5547.248	532.422	7392.037	6662.278	2665.709	3068.328	1723.531	160.947	1532.467	9577.235	742.686	2917.068	1184.548	2435.38	571.934	3458.309	753.998	4405.306	1506.986	4120.246	1866.516	3780.73	1541.35	671.61	877.892	1570.819	541.596	652.332	4512.25	3314.267	2196.861	550.752	877.387	1134.8	592.157	41697.868	1524.572	934.3	1400.586	10502.738	6289.757	3792.262	151.367	718.856	370.39	717.228	1109.937	1062.069	795.625	5771.726	19653.757	487.456	789.056	1630.401	6816.489	209.212	1922.058	13486.837	1401.064	2241.094	134.139	535.998	3972.901	150.209	615.422
hsa-mir-151a	4571.068	4100.686	6616.657	3389.625	5317.468	5748.455	9379.576	2527.592	7739.911	6103.925	7656.327	6220.592	4665.726	3874.868	4841.566	14581.002	8305.697	4472.474	4927.402	7693.768	7140.445	7387.524	10087.433	7828.047	8717.567	8815.255	10016.908	6398.103	4399.948	6243.232	8863.894	6294.17	7416.798	9415.475	10894.462	12294.155	19836.038	5720.088	5746.354	9004.028	7567.172	8115.444	6789.226	5892.724	5722.148	8774.584	11168.742	5924.387	5991.457	9214.58	7854.811	4079.181	10686.187	6665.249	6910.147	8170.346	5734.455	6228.098	6949.449	3554.738	5958.473	5630.864	4065.32	2686.547	4839.151	7926.362	4177.964	2905.478	4574.219	4229.626	6463.862	5733.142	4101.488	4971.125	6686.506	6511.756	6128.364	4741.597	6637.54	6661.594	10276.012	4725.052	6231.14	7067.191	3844.599	5102.266	4438.084
