	TCGA.2H.A9GF.01A	TCGA.2H.A9GG.01A	TCGA.2H.A9GH.01A	TCGA.2H.A9GI.01A	TCGA.2H.A9GJ.01A	TCGA.2H.A9GK.01A	TCGA.2H.A9GL.01A	TCGA.2H.A9GM.01A	TCGA.2H.A9GN.01A	TCGA.2H.A9GO.01A	TCGA.2H.A9GQ.01A	TCGA.2H.A9GR.01A	TCGA.IC.A6RE.01A	TCGA.IC.A6RE.11A	TCGA.IC.A6RF.01A	TCGA.IC.A6RF.11A	TCGA.IG.A3I8.01A	TCGA.IG.A3I8.11A	TCGA.IG.A3QL.01A	TCGA.IG.A3Y9.01A	TCGA.IG.A3YA.01A	TCGA.IG.A3YB.01A	TCGA.IG.A3YC.01A	TCGA.IG.A4P3.01A	TCGA.IG.A4QS.01A	TCGA.IG.A4QT.01A	TCGA.IG.A50L.01A	TCGA.IG.A51D.01A	TCGA.IG.A5B8.01A	TCGA.IG.A5S3.01A	TCGA.IG.A625.01A	TCGA.IG.A6QS.01A	TCGA.IG.A7DP.01A	TCGA.IG.A8O2.01A	TCGA.IG.A97H.01A	TCGA.IG.A97I.01A	TCGA.JY.A6F8.01A	TCGA.JY.A6FA.01A	TCGA.JY.A6FB.01A	TCGA.JY.A6FD.01A	TCGA.JY.A6FE.01A	TCGA.JY.A6FG.01A	TCGA.JY.A6FH.01A	TCGA.JY.A938.01A	TCGA.JY.A939.01A	TCGA.JY.A93C.01A	TCGA.JY.A93D.01A	TCGA.JY.A93E.01A	TCGA.JY.A93F.01A	TCGA.KH.A6WC.01A	TCGA.L5.A43C.01A	TCGA.L5.A43C.11A	TCGA.L5.A43E.01A	TCGA.L5.A43H.01A	TCGA.L5.A43I.01A	TCGA.L5.A43J.01A	TCGA.L5.A43M.01A	TCGA.L5.A4OE.01A	TCGA.L5.A4OF.01A	TCGA.L5.A4OF.11A	TCGA.L5.A4OG.01A	TCGA.L5.A4OG.11A	TCGA.L5.A4OH.01A	TCGA.L5.A4OI.01A	TCGA.L5.A4OJ.01A	TCGA.L5.A4OJ.11A	TCGA.L5.A4OM.01A	TCGA.L5.A4OM.11A	TCGA.L5.A4ON.01A	TCGA.L5.A4OO.01A	TCGA.L5.A4OP.01A	TCGA.L5.A4OQ.01A	TCGA.L5.A4OQ.11A	TCGA.L5.A4OR.01A	TCGA.L5.A4OS.01A	TCGA.L5.A4OT.01A	TCGA.L5.A4OU.01A	TCGA.L5.A4OW.01A	TCGA.L5.A4OX.01A	TCGA.L5.A88S.01A	TCGA.L5.A88T.01A	TCGA.L5.A88V.01A	TCGA.L5.A88W.01A	TCGA.L5.A88Y.01A	TCGA.L5.A88Z.01A	TCGA.L5.A891.01A	TCGA.L5.A893.01A	TCGA.L5.A8NE.01A	TCGA.L5.A8NF.01A	TCGA.L5.A8NG.01A	TCGA.L5.A8NH.01A	TCGA.L5.A8NI.01A	TCGA.L5.A8NJ.01A	TCGA.L5.A8NK.01A	TCGA.L5.A8NL.01A	TCGA.L5.A8NM.01A	TCGA.L5.A8NN.01A	TCGA.L5.A8NQ.01A	TCGA.L5.A8NR.01A	TCGA.L5.A8NS.01A	TCGA.L5.A8NT.01A	TCGA.L5.A8NU.01A	TCGA.L5.A8NV.01A	TCGA.L5.A8NW.01A	TCGA.L7.A56G.01A	TCGA.L7.A6VZ.01A	TCGA.LN.A49K.01A	TCGA.LN.A49L.01A	TCGA.LN.A49M.01A	TCGA.LN.A49N.01A	TCGA.LN.A49O.01A	TCGA.LN.A49P.01A	TCGA.LN.A49R.01A	TCGA.LN.A49S.01A	TCGA.LN.A49U.01A	TCGA.LN.A49W.01A	TCGA.LN.A49X.01A	TCGA.LN.A49Y.01A	TCGA.LN.A4A1.01A	TCGA.LN.A4A2.01A	TCGA.LN.A4A3.01A	TCGA.LN.A4A4.01A	TCGA.LN.A4A5.01A	TCGA.LN.A4A6.01A	TCGA.LN.A4A8.01A	TCGA.LN.A4A9.01A	TCGA.LN.A4MQ.01A	TCGA.LN.A4MR.01A	TCGA.LN.A5U5.01A	TCGA.LN.A5U6.01A	TCGA.LN.A5U7.01A	TCGA.LN.A7HV.01A	TCGA.LN.A7HW.01A	TCGA.LN.A7HX.01A	TCGA.LN.A7HY.01A	TCGA.LN.A7HZ.01A	TCGA.LN.A8HZ.01A	TCGA.LN.A8I0.01A	TCGA.LN.A8I1.01A	TCGA.LN.A9FO.01A	TCGA.LN.A9FP.01A	TCGA.LN.A9FQ.01A	TCGA.LN.A9FR.01A	TCGA.M9.A5M8.01A	TCGA.Q9.A6FU.01A	TCGA.Q9.A6FW.01A	TCGA.R6.A6DN.01B	TCGA.R6.A6DQ.01B	TCGA.R6.A6KZ.01A	TCGA.R6.A6L4.01A	TCGA.R6.A6L6.01B	TCGA.R6.A6XG.01B	TCGA.R6.A6XQ.01B	TCGA.R6.A6Y0.01B	TCGA.R6.A6Y2.01B	TCGA.R6.A8W5.01B	TCGA.R6.A8W8.01B	TCGA.R6.A8WC.01A	TCGA.R6.A8WG.01A	TCGA.RE.A7BO.01A	TCGA.S8.A6BV.01A	TCGA.S8.A6BW.01A	TCGA.V5.A7RB.01A	TCGA.V5.A7RC.01B	TCGA.V5.A7RC.06A	TCGA.V5.A7RE.01A	TCGA.V5.A7RE.11A	TCGA.V5.AASV.01A	TCGA.V5.AASW.01A	TCGA.V5.AASX.01A	TCGA.V5.AASX.11A	TCGA.VR.A8EO.01A	TCGA.VR.A8EP.01A	TCGA.VR.A8EQ.01A	TCGA.VR.A8ER.01A	TCGA.VR.A8ET.01A	TCGA.VR.A8EU.01A	TCGA.VR.A8EW.01A	TCGA.VR.A8EX.01A	TCGA.VR.A8EY.01A	TCGA.VR.A8EZ.01A	TCGA.VR.A8Q7.01A	TCGA.VR.AA4D.01A	TCGA.VR.AA4G.01A	TCGA.VR.AA7B.01A	TCGA.VR.AA7D.01A	TCGA.VR.AA7I.01A	TCGA.X8.AAAR.01A	TCGA.XP.A8T6.01A	TCGA.XP.A8T8.01A	TCGA.Z6.A8JD.01A	TCGA.Z6.A8JE.01A	TCGA.Z6.A9VB.01A	TCGA.Z6.AAPN.01A	TCGA.ZR.A9CJ.01B
hsa-mir-218-1	47.71	39.996	33.23	9.824	20.108	25.061	52.277	14.091	4.699	38.379	11.861	60.681	125.576	80.687	152.798	140.947	110.206	587.278	141.896	70.126	166.135	122.311	93.092	44.477	14.844	108.323	129.477	77.278	22.389	294.99	48.935	31.078	193.898	76.726	39.266	116.615	13.404	13.791	32.025	21.419	27.447	98.526	11.383	43.847	100.798	10.201	109.811	170.917	92.554	105.26	34.786	67.374	9.462	93.576	13.02	73.145	31.604	17.611	30.415	53.435	14.959	83.94	18.135	25.678	18.666	72.283	55.99	54.159	11.699	37.966	22.429	46.146	255.319	4.441	24.334	21.993	64.84	15.814	25.44	233.218	107.667	15.861	45.045	15.937	70.632	154.98	41.373	25.207	18.171	42.149	10.053	23.824	25.824	89.657	66.845	7.392	27.845	69.232	49.682	87.357	55.92	86.383	99.251	49.774	86.124	12.151	115.466	53.403	74.171	140.782	51.348	121.266	36.906	31.433	52.239	96.748	194.825	6.124	40.258	52.833	30.004	72.644	238.963	52.024	38.683	76.617	67.307	79.343	62.941	88.344	36.214	111.03	48.35	35.672	73.675	47.822	49.682	44.383	8.194	40.681	321.404	122.07	131.296	9.153	25.893	57.799	34.843	27.661	55.85	13.731	19.339	8.284	30.742	35.115	72.705	8.162	12.606	0	21.407	16.168	57.914	59.924	5.709	36.731	154.754	12.749	10.19	16.969	7.801	13.682	6.08	86.078	95.078	3.235	122.367	62.864	44.697	43.711	65.781	45.067	63.887	41.366	16.573	55.169	92.674	18.793	86.402	46.054	131.413	12.981	25.925	51.933	54.316	50.808	32.814
hsa-mir-219a-1	10.602	11.281	22.153	35.367	47.949	6.015	27.807	7.046	22.32	22.068	17.792	9.057	14.684	16.137	36.064	22.829	19.68	5.873	21.022	9.803	8.861	24.3	7.273	29.651	20.781	7.103	5.629	16.861	11.195	26.473	22.526	11.301	7.345	40.081	27.184	24.499	8.377	47.64	22.018	16.379	4.334	11.408	13.009	7.308	7.032	24.226	2.745	10.895	23.139	7.232	7.906	23.907	30.752	8.88	26.04	10.757	7.74	11.207	15.642	14.843	17.096	3.052	13.817	39.128	20.102	9.2	37.993	14.443	19.498	11.682	12.149	16.151	4.135	11.842	20.647	7.331	8.105	14.497	22.048	9.686	18.283	26.436	23.249	7.549	15.213	20.16	10.074	35.29	6.922	11.888	30.16	11.501	15.719	11.773	9.013	16.262	35.641	8.477	7.643	13.44	36.519	9.288	14.596	11.143	18.947	25.237	16.734	53.403	17.359	6.704	14.004	8.051	21.292	16.345	32.055	5.23	7.39	22.747	14.493	27.13	10.001	27.03	7.708	9.181	12.434	12.018	21.538	5.51	22.334	22.086	28.341	29.893	11.562	20.881	9.662	20.495	11.041	9.058	26.404	14.435	4.887	5.605	9.482	3.432	16.072	9.067	13.274	16.082	25.93	11.442	13.589	24.852	16.275	9.958	15.233	16.324	23.111	66.824	17.126	3.234	11.288	33.904	13.322	15.742	25.521	9.106	7.411	12.727	11.144	12.439	10.944	36.891	23.984	24.586	25.144	4.917	18.71	13.615	28.904	14.538	7.744	16.143	16.573	9.808	16.117	15.825	13.029	11.825	27.72	30.019	13.238	12.564	23.084	7.817	40.769
hsa-mir-22	157331.639	121568.74	221353.018	192149.664	407987.968	180942.956	106054.84	182965.873	88558.396	292736.779	129731.341	164806.126	233672.429	272784.409	285680.017	303309.284	181931.169	433576.314	194876.493	420194.873	223418.086	342368.997	224465.809	200117.857	155630.2	269732.054	370544.591	338855.31	234200.156	127695.034	400970.667	263069.071	269931.924	161792.989	250280.798	334413.641	173868.703	331181.057	177642.015	213968.882	238670.926	403524.902	117711.87	147518.633	216545.638	210975.968	352707.191	221314.97	281942.719	224603.176	271054.521	247545.772	88152.309	294602.701	208089.163	261654.572	282392.103	215794.286	223723.142	334945.894	216449.741	285122.999	211891.746	235226.929	414815.929	330020.448	134625.43	252737.69	357948.531	244321.186	154919.634	145878.175	428957.877	233151.771	199097.609	146528.207	305998.926	218224.859	134164.191	314830.078	271891.871	233779.193	372455.416	248122.309	449847.739	128764.161	127830.508	203844.873	205235.729	211754.799	149292.931	203186.443	152579.857	188687.947	256723.348	103847.48	146576.866	269255.704	202567.098	183939.932	273115.767	210225.755	162233.781	206252.455	90655.389	300057.125	166931.691	156429.574	309976.201	301493.543	272934.292	298936.774	164203.331	240267.486	243119.17	279693.187	372373.176	123255.418	289090.769	250398.307	202083.21	395777.131	373721.7	252892.263	210378.472	277393.818	224672.313	384174.84	361175.126	286783.374	400337.474	315416.219	466054.861	283305.744	268036.572	174908.005	187215.628	267182.913	169780.47	94188.926	289563.905	276676.27	372405.785	215689.06	305341.146	186765.791	220978.348	147327.704	181054.554	225797.592	155250.877	184269.932	85315.22	210810.202	210590.027	173982.302	235504.464	69384.6	117128.574	171851.051	278969.761	604271.712	201329.309	283874.601	289054	146281.001	173786.192	171090.336	290005.096	164418.481	121588.24	93822.821	272584.776	241373.574	268783.327	450897.855	246051.489	187178.861	220918.479	194687.486	190414.123	217448.263	113861.883	290815.872	307983.93	345991.916	575422.354	221009.242	280198.502	206900.602	191191.241	248421.839	160224.595	329400.766	372645.198
hsa-mir-221	761.239	1104.499	979.487	1211.644	416.078	1848.515	491.623	875.676	619.076	1017.043	1065.527	1359.437	1288.168	1399.919	1235.671	1121.622	1630.465	438.501	689.77	1000.613	729.519	1886.498	906.189	1635.255	1169.683	790.227	1042.57	630.866	2671.438	591.492	1351.547	1395.704	1529.886	963.657	1879.466	1281.785	769.027	2249.129	743.925	3753.984	2897.135	799.616	1097.619	2215.09	760.673	712.765	1822.871	3109.2	1135.89	1899.508	687.811	634.621	2567.807	1064.176	1193.504	1169.244	5335.345	1607.442	576.14	767.38	2476.752	650.15	1500.01	755.657	2150.95	703.113	939.828	873.772	941.098	1886.616	3211.138	886.005	388.663	917.716	465.29	1264.57	3462.45	2505.264	727.577	675.81	1621.105	1419.599	956.12	2587.718	973.633	2624.574	792.93	1962.794	1474.437	1421.188	1376.198	1979.822	3159.519	2265.885	989.911	1633.636	209.392	1531.572	1650.017	1900.572	2484.427	1168.024	2372.776	1106.919	1553.669	2283.513	525.453	1123.696	1993.147	1301.518	2719.097	1106.992	850.258	2620.295	1032.898	1090.373	643.593	2419.981	1165.883	686.825	977.624	721.367	612.474	844.622	502.885	5032.707	1063.449	1106.395	1013.142	743.084	632.96	1333.789	567.59	1117.148	498.813	1463.218	1253.102	1153.04	1733.559	1065.572	662.73	657.063	865.093	1931.178	1072.334	2166.898	1796.923	1615.282	602.385	1106.481	1135.767	1305.575	1819.796	1704.926	828.14	978.063	1407.678	782.23	956.894	1218.389	745.517	1155.897	945.874	1279.459	846.532	1942.363	2024.023	827.241	3380.989	1335.896	1627.062	611.332	1097.253	1017.067	988.994	1617.252	714.106	2054.422	1490.046	1988.743	695.013	784.95	1595.472	908.447	1580.383	2338.211	830.417	1455.073	668.359	1035.262	1120.3	358.502	1738.118	1789.236	1217.093
hsa-mir-222	210.984	359.962	275.332	358.909	119.1	509.244	147.932	295.918	237.293	464.386	369.673	355.935	256.722	284.421	314.137	288.842	434.922	110.604	211.53	282.766	234.066	546.752	372.367	536.684	535.857	243.283	262.331	223.403	1020.744	205.736	354.199	349.632	307.005	234.759	522.535	357.685	214.456	549.118	203.495	962.592	862.423	128.602	353.948	616.295	175.81	211.662	262.632	745.636	344.974	386.49	278.287	204.296	946.221	306.002	464.381	290.429	988.767	483.513	235.496	295.375	1532.21	183.141	690.851	331.364	854.349	190.563	337.938	302.39	365.26	787.064	1131.748	401.471	99.233	442.576	193.195	500.33	1033.386	992.353	329.021	155.727	274.247	354.239	247.022	874.875	185.816	631.259	192.476	737.728	385.915	384.747	449.052	512.618	716.337	429.268	234.334	477.524	76.851	422.454	367.838	462.543	559.196	334.385	617.885	340.991	583.918	412.21	217.544	500.657	702.257	424.262	1019.953	230.959	272.537	951.806	339.55	337.309	224.384	855.655	302.743	298.433	350.045	235.669	186.405	298.372	205.851	2118.244	316.791	379.084	313.688	263.606	264.52	316.722	171.328	233.174	130.44	332.267	289.262	384.045	520.796	303.137	102.624	132.658	221.014	661.268	478.577	486.759	895.973	555.796	272.27	451.975	372.143	417.519	739.01	421.384	213.267	448.902	439.111	322.326	329.668	348.573	214.477	391.081	222.67	359.438	228.602	439.832	552.09	356.35	1212.431	378.131	542.354	198.507	354.616	402.427	222.105	290.789	236.996	422.78	348.84	455.027	205.213	290.573	422.071	203.512	366.219	454.982	255.777	355.989	184.8	354.553	243.807	119.78	418.235	572.18	342.059
hsa-mir-223	310.645	397.907	632.948	2298.848	734.709	3995.76	565.033	1193.737	1953.555	5337.559	189.778	838.667	1044.105	812.921	1881.978	1238.747	698.63	4105.071	492.693	623.592	1793.523	493.292	922.189	972.554	706.56	1422.409	2717.887	814.928	3844.836	501.483	598.875	1587.826	1266.948	648.736	2263.061	1465.037	3639.054	976.628	1986.247	835.969	3155.718	1634.493	1047.209	4386.332	834.513	1058.31	1273.813	2282.531	2730.344	1002.786	7569.085	771.543	3331.88	1109.94	477.401	689.499	1364.151	3656.77	1099.272	503.176	4850.929	1095.793	1329.888	1256.983	2439.562	378.498	1427.739	1093.118	2123.969	1061.587	797.177	1979.667	1305.536	800.782	9563.145	1722.747	3606.719	3442.926	1461.938	1815.076	916.865	219.417	3112.477	4611.758	2946.978	1781.636	1039.012	1631.74	1252.06	1593.027	875.763	192.232	383.993	898.385	1769.522	3823.151	858.731	2429.463	1536.322	951.966	1128.662	1980.764	1408	932.338	744.108	4584.785	732.957	676.443	585.477	476.936	886.916	634.508	445.711	523.053	169.775	1224.599	2982.162	138.235	924.333	2144.721	11246.431	274.525	802.382	2902.622	587.159	597.916	1784.082	2492.695	1238.511	301.366	1585.548	2435.553	290.102	540.303	382.866	324.815	1093.014	716.461	2298.059	715.193	1582.583	378.045	1164.156	3523.714	996.44	3239.014	1977.776	8353.663	387.96	1976.104	3630.481	651.131	1217.015	1940.251	7740.621	4351.632	313.051	129.717	1421.427	6044.736	1888.579	343.773	3820.606	3044.29	649.424	805.903	841.104	1578.121	2092.781	1518.742	456.015	1567.857	1595.771	14319.166	757.67	2469.25	1931.308	712.276	1209.977	1469.751	919.585	810.173	1297.15	4509.134	1070.452	1930.705	538.983	1390.97	1139.598	2384.509	2456.276	1230.466	742.774	2144.113	3514.057
hsa-mir-224	32.867	14.357	25.318	44.536	434.639	80.196	40.042	75.489	46.989	106.502	15.815	20.831	28.356	249.121	35.115	128.044	267.644	36.215	1475.451	681.653	260.648	1005.214	1092.372	741.276	87.578	62.153	496.515	1323.555	587.208	135.393	5667.954	1311.651	16.893	819.938	1008.07	351.805	23.456	1700.01	49.373	685.406	14.446	1027.781	139.303	38.975	25.786	38.252	29.283	19.066	454.356	801.907	151.793	28.254	63.87	419.387	37.613	635.716	32.249	203.332	647.397	41.56	365.422	22.893	84.629	36.682	81.845	28.913	988.82	64.991	131.286	528.603	824.279	949.456	64.088	51.807	169.599	36.043	53.493	566.683	52.575	179.57	247.838	55.515	880.561	64.588	834.542	35.28	44.252	57.136	52.782	33.503	25.692	37.789	22.456	798.765	24.034	22.176	1074.806	285.404	38.217	32.479	36.519	25.543	34.057	112.178	330.714	39.258	1686.804	1016.889	2150.958	1153.074	126.035	2020.261	2214.36	1145.436	1802.228	479.38	303.658	643.053	1249.621	1712.064	1502.691	352.237	261.387	602.864	381.308	555.851	648.839	945.505	609.104	1121.394	2892.405	314.586	883.97	1333.791	30.194	1397.386	1523.595	812.472	1592.435	2296.491	82.324	807.782	21.153	93.813	1572.34	132.031	59.732	52.106	277.257	383.321	141.121	29.823	83.184	301.363	59.549	323.754	123.96	19.654	42.814	896.331	76.073	2097.331	54.24	1273.337	957.846	21.855	18.527	812.393	44.575	70.9	21.889	308.301	509.653	25.88	1039.281	47.06	1708.864	1122.874	470.436	866.441	462.696	92.822	27.622	351.855	279.365	624.116	768.702	26.761	1185.798	1462.834	295.658	247.098	1193.598	378.327	42.757
hsa-mir-2355	72.095	29.74	183.555	73.354	140.755	81.198	37.817	44.287	113.948	133.367	29.653	58.87	91.65	104.893	440.362	135.984	103.319	244.699	134.012	162.119	200.839	136.081	162.91	72.645	63.828	184.682	274.716	533.918	290.042	66.562	95.54	634.989	130.734	104.783	170.655	187.172	36.86	87.759	40.032	214.189	225.357	236.462	103.528	106.37	32.818	38.252	101.576	63.328	681.534	141.419	200.809	65.201	48.494	114.751	54.973	589.462	111.583	118.477	166.846	100.932	126.081	144.987	79.448	73.365	80.409	106.453	187.966	139.009	77.992	179.608	270.087	340.327	144.715	72.529	434.32	118.515	190.467	67.211	71.231	199.688	82.613	700.547	709.098	120.788	113.011	89.46	41.733	28.568	42.399	75.653	37.979	82.15	28.07	282.556	51.073	31.046	275.106	210.52	31.529	67.198	66.191	98.458	38.922	47.546	94.736	72.908	187.423	124.608	233.56	425.22	1549.768	148.941	147.624	94.3	459.461	220.515	403.086	41.995	504.035	1122.337	587.575	135.995	324.457	491.166	171.312	866.828	209.998	491.486	196.944	530.062	938.418	141.635	243.854	1162.391	386.49	94.401	145.735	246.368	130.199	129.916	92.098	104.632	222.473	136.144	1084.834	240.829	124.441	114.504	76.794	296.358	211.16	34.793	67.511	135.744	115.635	82.979	69.333	135.613	36.392	110.586	391.164	123.79	74.223	74.336	53.757	123.845	69.474	112.42	100.293	82.094	82.691	47.431	279.239	98.342	128.234	74.453	367.967	265.133	128.573	276.214	116.158	85.759	139.217	137.309	286.081	570.705	220.805	126.961	290.546	180.116	244.359	134.857	52.958	151.643	144.182
hsa-mir-23a	6221.382	4493.886	5710.774	6183.313	10819.562	9538.297	5600.274	7614.352	5621.021	7191.265	7693.933	8848.566	8207.516	10509.475	13104.562	12479.776	10311.191	16923.384	12059.81	19131.539	10689.518	21213.989	10880.088	9363.799	3439.284	7286.072	20876.164	10838.537	18593.21	6202.35	14885.662	15991.974	7402.649	12286.481	16681.863	14016.341	18260.612	15587.189	18463.358	12023.583	6196.59	20155.295	5643.657	9216.819	5363.388	4897.552	9035.656	10616.631	14596.191	11633.282	6544.484	3144.853	6743.007	11223.032	8716.193	17503.158	5741.688	7689.785	5140.943	4590.923	8618.413	3815.437	7534.593	12171.211	11284.588	3411.743	7093.705	4901.428	8774.045	6591.475	6312.932	4396.569	13571.162	5435.249	3538.71	5041.785	5731.036	5706.362	6397.251	18651.475	13483.473	10032.364	19886.724	12856.387	12915.849	9027.88	5425.313	7881.424	4987.473	6806.57	7980.162	7583.294	6615.454	11155.547	9748.893	10595.716	3431.584	8462.5	9411.882	8273.142	13841.807	8013.156	7921.58	6568.71	7454.856	8651.737	10279.799	11871.122	16243.439	11540.322	18149.095	11387.43	15550.203	14265.772	17559.26	9694.815	9844.022	9124.36	14075.948	12401.399	14684.368	13689.926	11602.66	10017.641	10892.15	12144.599	7638.887	19921.728	11066.398	14793.996	22306.314	17438.901	15987.132	11251.524	9068.012	8408.537	9851.478	11929.847	13737.365	14368.158	14462.031	12895.242	16883.174	7771.62	13528.733	8204.634	6538.94	3626.182	6594.319	8294.601	8406.659	7232.022	9708.392	11056.076	10839.223	6959.346	6391.277	3268.464	4279.266	7446.788	6297.389	13713.862	11160.168	13801.191	11601.668	13318.803	8436.978	18292.624	7016.055	9627.409	13912.719	5540.638	7201.099	7944.381	10469.922	9900.882	12647.05	12524.308	10495.105	16309.729	10150.283	7995.794	5437.2	10943.049	11881.076	13351.738	12671.58	14588.069	19080.573	17384.444	11511.896	14638.277	9212.025	16697.191	10966.762
hsa-mir-23b	2801.106	4427.226	2438.432	2285.095	3379.663	3264.975	3047.617	2560.596	2002.893	1315.44	1484.621	5202.268	4591.125	13336.544	5620.308	14313.081	6279.8	14906.085	3123.017	5418.542	4626.685	10287.043	3211.662	5817.535	1242.417	976.685	3677.141	3960.829	2051.665	3743.345	8778.066	5785.533	3120.732	5193.326	4048.138	5677.877	6003.099	16982.551	4370.811	2746.664	3138.383	15869.936	3255.997	2892.283	3792.816	3506.448	5253.565	4869.446	2667.239	5891.368	1905.316	3549.098	2201.146	7003.21	4170.753	3715.334	4244.67	2252.66	2782.505	4291.095	1609.141	3525.463	2228.858	2269.416	2471.151	4074.116	2386.564	3871.497	2646.512	4046.295	4849.416	1095.97	8549.553	2061.902	765.406	1934.12	2014.089	2113.199	2925.572	6891.479	9828.877	4031.451	4145.61	3131.265	5638.595	12695.732	7465.921	2742.534	2796.585	4459.179	3429.325	4068.904	5641.999	7328.355	4279.599	2669.996	1731.942	5664.979	4322.338	4105.772	5350.02	4794.24	8511.733	3791.755	3219.299	3065.871	5013.557	1924.746	3989.451	10190.918	4196.511	7883.799	5016.378	7932.554	4786.946	3208.362	4418.49	7283.565	3373.654	3448.403	3470.442	12721.909	6407.847	4594.925	4683.459	4365.686	4630.716	3617.825	4278.953	4623.792	3788.31	8487.425	4170.739	3739.487	2433.677	4213.895	4320.165	7476.194	2837.975	4191.424	9321.83	5968.37	4311.606	4047.695	5123.275	3230.515	1171.401	1763.88	3651.21	2647.773	2186.338	1963.332	2480.444	4120.02	2778.702	2071.752	2521.214	1574.287	1552.01	1244.257	2623.299	6253.357	2712.012	3794.65	4289.674	3783.647	3092.077	5421.608	3350.902	3599.706	6694.303	1396.578	3048.497	1631.06	4451.309	4172.545	2528.994	4947.238	5731.942	4615.687	3250.491	1297.488	2153.445	5090.246	4242.858	4272.873	4989.362	6755.695	8241.042	5727.204	2239.497	4331.342	4295.052	2849.958	3671.166
hsa-mir-24-1	2518.027	3220.174	2337.161	2696.398	2267.545	4464.906	4304.481	2628.033	2553.835	3067.442	3906.272	3079.337	3743.993	4984.436	6083.447	7018.571	3053.309	4110.943	2996.887	4310.101	2843.499	7124.79	3088.025	2508.478	2005.383	1266.139	5802.812	3223.179	9867.53	1717.748	4425.929	7986.452	3143.5	5072.511	5963.849	4408.831	8249.863	9382.653	8043.734	6958.635	5660.645	14123.434	3698.297	4219.876	2157.779	2718.454	3341.015	3521.172	9835.969	7302.339	2755.988	1414.858	1782.444	3496.482	2469.467	4229.5	2906.963	3754.434	2060.375	2040.905	2354.944	1662.004	2364.437	4266.16	3321.192	2079.113	2238.591	2519.316	2139.567	2609.43	3237.305	2370.755	3359.454	2397.904	2504.896	3490.701	3212.006	2884.151	2506.664	7242.423	6218.974	3143.21	10271.756	4578.206	7588.034	7500.764	4252.466	3344.144	2116.475	3288.726	3088.627	3473.315	4122.87	4982.775	4849.661	4736.804	1441.243	4336.863	4718.839	3936.658	3960.019	3942.488	3063.154	2726.438	3789.437	3845.424	3358.547	3150.798	5987.332	3882.528	8117.612	2898.811	7951.825	3696.578	5330.702	3188.315	4282.113	6775.247	4368.842	4893.448	6318.304	7304.898	3334.968	4131.301	3271.513	7063.818	3726.111	12300.383	3560.211	3258.74	5427.392	9042.578	6755.378	5586.609	3857.649	5318.14	4824.718	8371.091	6581.881	3656.013	5471.754	5029.798	7646.518	3401.299	3756.295	3380.112	2896.978	3119.275	2160.208	3834.351	4802.834	3961.458	4680.595	5014.149	5144.026	2108.481	2735.517	1106.522	2423.276	3600.197	2794.095	3388.845	6132.954	2765.31	2273.527	6983.584	2889.211	4053.479	2664.451	3418.103	4216.012	3181.387	3821.97	4701.671	5688.39	5305.148	6280.388	5614.37	5231.606	8446.343	8911.263	2842.164	2279.403	5638.257	4496.704	5913.775	5516.687	3286.05	7918.669	9391.997	5889.987	4828.889	3579.437	4570.407	5144.803
hsa-mir-24-2	2427.908	3175.05	2470.08	2604.052	2185.567	4411.776	4235.52	2617.968	2469.255	3153.794	4100.005	3098.357	3676.647	4974.35	5918.312	6876.632	2937.199	4065.919	3162.432	4368.916	2895.185	6941.729	3293.117	2412.112	2168.664	1299.879	6029.115	3168.382	10383.499	1792.63	4485.739	7934.183	3184.63	5155.535	6144.32	4519.567	8648.617	9180.808	8128.468	6962.415	5569.636	14210.551	3646.804	4497.574	1997.206	2652.15	3292.515	3532.067	10010.56	7318.409	2948.892	1327.923	1822.658	3487.603	2508.528	4212.289	2743.136	3546.299	2082.099	1932.551	2491.711	1613.167	2563.057	4349.306	3404.474	1893.807	2292.582	2574.378	2265.653	2609.43	3162.541	2445.743	3430.778	2372.741	2459.179	3504.752	3319.803	2979.037	2359.113	7339.287	6234.549	3074.477	10226.711	4600.853	7789.063	7405.004	4171.518	3303.812	2100.034	3237.93	3312.035	3525.069	4049.888	4955.606	4898.481	4770.807	1420.081	4466.849	4673.935	4018.415	4223.64	3955.027	2940.55	2766.555	3966.851	3679.979	3318.385	3437.841	6047.3	3717.803	8229.644	2922.963	7984.472	3678.975	5438.74	3318.184	4385.571	6646.636	4508.941	4997.685	6678.35	7388.522	3278.906	4086.928	3293.618	7138.933	3832.905	12440.336	3472.906	3248.766	5543.907	9002.009	6916.195	5610.971	3985.674	5151.696	4695.544	8532.318	6754.872	3771.494	5609.337	5120.728	7746.449	3238.842	3592.007	3424.312	3230.479	3137.287	2148.24	4018.573	4813.288	4277.911	4828.276	5031.969	5319.21	2266.277	2771.234	1098.66	2553.859	3604.724	2825.997	3436.153	6097.745	2746.071	2398.96	7000.886	2852.158	4178.626	2641.05	3413.128	4126.025	3241.115	3886.212	4690.672	5653.188	5241.932	6419.675	5451.707	5154.861	8362.025	8845.44	2855.28	2066.158	5482.558	4563.859	5890.036	5515.316	3371.935	8157.882	9401.733	6137.104	4750.153	3743.743	4836.174	5260.148
