	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-mir-1296	5.904	16.935	3.068	6.781	5.38	30.768	30.445	20.646	24.02	40.764	4.789	7.907	14.806	15.011	4.772	6.275	9.688	7.884	4.566	13.047	14.738	15.083	3.485	4.053	5.264	5.781	3.912	7.256	11.367	21.378	5.203	12.207	9.53	8.439	11.048	7.599	9.75	7.366	12.393	7.162	7.606	8.623	15.921	8.397	2.565	21.23	17.197	39.545	9.075	1.858	7.648	6.859	1.537	14.091	4.013	5.415	20.828	63.89	12.745	5.841	7.392	7.8	14.493	1.08	0	2.612	11.415	7.952	7.186	8.734	17.17	11.743	23.662	55.517	11.699	10.094	5.275	10.711	14.706
hsa-mir-1301	400.764	15.681	83.85	230.567	65.911	125.124	149.018	235.801	76.149	100.162	211.678	69.183	411.801	66.612	46.127	122.368	95.804	48.882	149.151	481.73	44.885	378.072	124.576	131.723	83.479	77.082	66.498	38.092	127.312	315.097	91.579	242.264	76.24	162.445	120.793	71.9	253.501	99.961	50.458	63.267	76.902	68.321	146.277	246.874	82.093	214.654	362.85	312.953	111.919	47.387	65.007	77.403	129.132	116.401	45.752	167.877	246.318	582.409	209.837	70.096	41.186	97.503	109.974	47.502	146.609	114.911	210.702	93.832	135.634	153.333	204.893	69.673	49.145	64.058	119.687	24.227	97.58	76.764	195.103
hsa-mir-1306	82.662	47.67	30.677	20.344	20.177	27.691	36.053	18.473	60.817	64.057	5.747	21.743	32.389	21.578	55.671	13.335	63.51	23.127	16.741	147.53	10.049	45.248	35.718	32.424	38.355	105.988	24.448	6.349	9.094	105.032	48.911	49.767	52.415	16.877	46.402	46.764	45.5	75.76	48.687	34.618	29.578	49.748	27.862	63.818	34.205	15.726	51.59	39.545	37.81	26.946	15.296	24.495	26.902	34.308	18.461	27.077	45.279	79.358	56.442	22.531	31.681	25.351	34.953	29.149	10.728	28.075	31.391	34.988	56.589	28.143	75.547	19.571	63.706	46.976	29.697	20.189	13.186	28.563	141.18
hsa-mir-1307	10823.591	12958.101	6422.727	3701.274	8242.92	16174.807	6949.359	17309.113	7246.906	20672.951	5677.006	6566.497	12299.426	4124.287	3879.449	4758.223	4935.5	6575.946	5924.957	38346.676	2887.362	20506.397	5463.065	7446.38	4195.028	13774.598	5531.076	5142.383	6430.754	10359.173	7748.825	8945.933	6398.193	11153.83	6930.133	6587.294	22475.424	10418	7541.21	12510.093	4646.223	10219.623	4423.144	14333.813	5355.719	9292.243	15349.763	8678.827	9159.208	3952.674	4188.521	4496.249	6463.495	4820.846	5328.912	7582.619	13461.484	13620.021	11129.082	7846.613	4241.065	7837.328	4273.652	9172.161	6658.21	6235.243	6833.306	4133.375	6581.38	5881.001	10466.71	3048.388	11042.98	9033.608	4315.919	4173.047	8680.665	6722.185	14158.226
hsa-mir-130a	178.61	331.181	250.528	461.812	57.84	528.186	379.755	174.949	247.867	689.487	196.353	81.043	417.353	106.954	62.033	112.17	166.849	261.755	178.068	609.187	213.705	276.516	174.233	50.663	350.463	67.447	112.46	82.532	133.374	132.917	158.182	1150.285	187.026	366.028	97.224	133.862	203.125	594.503	119.505	118.177	229.86	116.743	293.55	315.73	131.691	789.424	299.222	171.817	105.869	147.737	135.114	211.634	310.531	208.909	162.942	228.529	394.834	1139.934	186.167	292.902	125.669	156.006	28.133	165.177	168.064	26.116	215.458	74.747	211.984	262.025	57.233	175.357	151.074	1157.315	40.495	369.457	189.885	128.535	151.965
hsa-mir-130b	30.998	119.802	37.835	92.227	29.593	95.381	98.544	26.079	93.525	338.92	18.199	17.79	47.195	30.96	44.537	18.041	61.357	40.998	53.268	235.847	30.146	39.215	33.104	24.318	101.529	38.541	68.454	17.232	12.883	58.558	22.895	93.901	36.929	46.413	32.408	37.411	50.375	93.647	50.458	27.455	60	41.789	62.69	47.024	48.743	39.314	121.237	105	25.711	26.946	20.395	41.151	9.224	63.102	22.475	44.406	102.331	75.323	200.733	22.531	21.121	60.452	21.313	22.671	28.607	16.976	50.416	19.084	21.558	39.789	35.484	27.399	50.965	307.479	17.998	22.208	11.209	38.382	153.926
hsa-mir-132	697.463	408.332	1018.474	507.925	176.211	625.619	815.592	604.173	709.359	720.933	538.296	757.064	663.508	433.444	341.977	701.261	440.266	480.936	324.176	635.281	908.414	614.367	452.134	665.706	432.438	217.757	398.989	702.883	786.604	457.309	549.474	562.466	456.248	694.082	484.645	732.441	806.002	226.227	732.964	586.112	564.51	689.179	540.33	1639.11	762.782	162.76	706.784	510.68	234.425	878.062	523.884	493.813	549.578	316.734	299.395	396.406	479.053	378.633	541.661	349.647	557.59	725.426	397.271	757.869	600.741	304.907	928.42	691.811	351.211	375.569	678.779	726.478	438.661	825.637	422.953	201.889	564.382	407.919	439.228
hsa-mir-133a-1	7.381	12.545	2.045	1.356	4.035	3.077	3.205	5.433	22.998	3.494	9.578	1.977	0	2.815	3.181	1.569	6.459	7.884	4.566	6.022	6.699	1.006	2.613	2.027	2.256	3.854	10.757	2.721	1.516	2.788	1.041	8.451	3.574	5.274	2.21	2.338	4.875	11.574	0	0	0.845	1.327	8.956	11.756	2.565	2.359	10.318	2.045	1.512	2.787	6.373	3.919	14.604	0	2.408	6.498	2.717	1.345	2.731	5.841	0	13.65	2.558	5.398	10.728	3.265	9.513	9.542	3.593	0	0	7.046	1.82	0	4.499	10.094	9.89	5.356	0.98
hsa-mir-134	10944.633	227.687	39877.965	16170.866	21048.501	16534.795	7529.406	46.726	24873.547	182.854	2770.977	964.615	36309.725	409.051	67097.449	2690.522	26256.644	21981.141	62498.932	208.749	7154.763	16069.076	304.036	127.67	29356.17	171.508	187.759	309.269	3219.924	231.443	168.588	110.803	210.851	11572.6	2648.608	18747.102	19683.668	69525.236	231.043	29635.074	25137.607	29110.039	312.456	34852.914	34370.496	13174.101	305.241	12996.081	27170.602	22233.092	10464.929	94.06	23613.395	148.258	7865.342	13190.79	15720.912	18619.588	33115.507	12011.501	130.949	24662.526	467.178	9448.535	39237.666	6889.453	17306.095	233.785	254.201	19157.895	3934.174	7473.012	15309.462	2214.985	96.289	26522.166	7787.281	288.31	13679.782
hsa-mir-136	3680.685	134.229	10184.741	5534.28	34462.078	6699.248	1556.676	14.126	4973.687	26.787	1645.537	719.508	12267.037	152.925	21412.523	1573.524	3592.097	25192.112	38281.642	70.252	1597.093	6079.321	112.38	31.411	4425.912	30.833	76.277	90.695	2177.938	41.827	28.098	27.231	45.267	5169.749	1213.086	6575.018	4842.511	9647.777	44.261	19708.172	7502.578	3807.402	123.39	4000.368	14026.802	3928.249	88.563	1475.448	4954.684	11301.45	1868.646	12.737	13624.147	44.723	3925.046	4374.546	4286.122	3884.517	7666.55	3670.042	57.026	6160.269	76.726	2675.214	18108.041	2800.31	14976.007	73.157	49.403	10589.684	1013.018	6165.665	3898.807	213.527	23.397	11027.181	6254.351	117.823	1810.833
hsa-mir-139	1139.558	44550.176	3777.353	141.053	1764.803	5520.829	393.375	57013.908	158.43	172.372	1499.948	1023.915	55557.017	11173.852	582.156	1148.374	6924.77	2919.781	2138.342	17093.37	509.81	1934.604	967.862	314.108	14808.193	479.837	306.087	2703.605	5976.827	58516.08	229.988	13263.494	796.945	26000.639	76.6	218.622	37173.581	19420.769	992.334	9537.752	1875.222	1871.862	13569.948	1854.075	2054.893	540.174	16395.321	263.181	33070.548	713.6	1217.297	282.179	80599.608	568.528	1143.802	7429.906	1566.658	5242.349	29503.676	1492.884	1727.685	6246.072	339.301	6620.02	303.946	484.456	7389.787	734.751	636.85	14382.251	121.333	12197.465	10897.367	1127.422	1158.171	294.758	2534.443	389.174	609.82
hsa-mir-140	11566.076	8655.879	9863.656	13890.968	9172.401	6195.676	3844.82	10479.571	8245.016	6283.412	12836.72	21879.757	6772.041	12706.856	6446.661	14456.652	7572.79	15356.313	5646.439	8175.352	12010.356	4987.336	12225.905	12205.619	8136.609	26784.155	10980.986	25320.112	11163.261	6300.087	19985.018	5265.959	24443.216	6335.342	27968.745	37419.382	4405.385	3875.315	13419.087	4631.599	10933.583	9107.251	6857.118	5846.046	8896.839	8041.273	7602.655	7547.695	7934.149	10992.038	14593.542	22279.406	12881.641	21896.894	19582.688	5812.872	6394.318	34714.509	7120.792	18060.645	10019.727	7408.313	11951.393	12216.593	7416.287	12305.3	6556.016	26785.032	29300.481	10690.612	10272.119	8315.35	10522.411	9351.052	26835.006	13894.005	14046.247	10728.183	6642.337
hsa-mir-141	13.285	177.508	14.316	36.619	16.141	10.256	35.252	0	35.775	62.892	7.663	7.907	22.209	10.32	17.496	3.138	11.841	23.127	44.137	22.079	6.029	18.099	7.84	4.053	41.364	7.708	30.315	12.697	7.578	64.135	21.854	60.097	19.06	40.084	11.048	13.445	17.875	29.462	15.049	2.387	0.845	3.98	24.877	3.359	33.35	33.81	64.488	14.318	4.537	7.433	10.197	22.535	3.843	7.964	5.619	24.911	109.575	6.053	6.372	0.834	17.953	19.501	5.115	11.875	39.334	3.917	3.805	11.133	19.761	15.527	28.616	9.394	9.101	313.173	4.499	16.151	16.483	8.926	8.824
hsa-mir-142	1135.13	2891.565	1156.52	492.328	2041.898	1433.795	5890.21	483.555	882.61	10011.532	1087.127	4512.737	1488.035	1190.564	1347.23	2369.699	1032.311	10220.547	2492.956	1150.129	3455.456	542.976	6776.779	2746.923	736.273	734.208	11482.655	1549.97	1367.085	2192.668	1557.882	890.18	1530.754	1616.008	2010.026	433.736	3576.633	4804.423	881.682	735.326	838.315	2559.715	3175.31	329.165	729.431	535.456	1594.993	583.634	2055.377	980.27	3500.207	1011.142	469.639	2535.707	3683.443	570.781	889.282	168.804	210.747	1754.076	2646.441	2698.896	4589.082	1658.244	1108.51	4308.52	511.773	2692.498	1278.191	2249.532	690.226	1093.631	1285.041	26024.65	10314.649	1292.09	1262.606	5807.268	344.127
hsa-mir-143	78768.289	83028.066	95447.179	60957.777	41604.686	91517.76	68279.01	121130.104	149716.575	39480.095	514955.322	213428.935	38243.801	119872.638	49239.895	127894.695	105820.99	96937.252	105390.565	42699.303	242835.214	37436.19	228686.442	61637.06	68252.306	145047.598	152295.288	133588.577	129929.868	51947.37	41880.705	37941.575	237870.765	60663.587	75093.5	41521.754	54395.369	46605.846	75519.21	96517.518	105417.215	122983.713	114971.901	55815.38	68345.919	276144.259	92105.455	127446.273	53727.162	116507.237	104231.208	69453.273	153223.806	156859.74	140975.767	61236.068	75082.751	82288.41	61988.307	44182.364	109301.407	172676.682	55836.252	80565.174	149959.9	50577.285	106929.557	173468.148	194514.953	56412	31036.131	92771.501	91920.479	152910.833	168891.358	82136.546	242707.862	173890.467	92634.859
hsa-mir-144	355.743	146.774	883.496	103.755	1252.31	1292.262	2969.14	198.855	269.331	641.735	589.06	2638.854	442.339	628.588	305.393	498.884	109.797	434.682	1232.781	346.243	1913.966	224.229	740.489	234.061	280.521	146.456	117.35	477.96	200.061	473.111	435	1016.007	389.538	862.855	2984.472	122.755	307.126	1782.456	173.504	297.234	472.397	448.398	1147.331	152.827	452.367	69.193	72.226	432.953	677.564	374.454	159.332	188.119	275.942	438.649	311.435	355.249	135.837	101.552	99.229	149.372	5987.758	146.255	435.635	431.834	958.324	522.324	860.881	319.665	266.776	4887.248	182	26.617	263.925	5369.488	266.37	407.816	483.285	114.253	127.454
hsa-mir-145	6404.112	8942.526	3658.735	4201.74	1803.811	3122.965	5625.023	5183.28	10643.446	2592.563	13901.817	7558.785	1959.987	4573.68	1865.762	5166.115	3723.423	6214.324	5982.791	1380.958	18905.859	2467.525	6181.774	4314.422	3622.705	3857.967	10645.561	6481.034	6843.001	2558.888	2747.368	2034.831	22024.983	2969.362	1843.567	2601.832	1329.253	4571.883	4153.464	2528.28	4890.45	4355.296	5244.088	2171.484	2423.456	12036.356	5466.827	3021.123	3251.7	5092.761	4495.713	4685.348	6517.3	7050.234	7752.166	3801.599	3708.36	6729.98	1071.487	3550.711	3828.152	6901.295	2844.839	5229.514	4577.072	1695.594	5549.118	6514.16	20419.615	2051.557	1391.898	8994.857	4170.013	9638.601	14520.78	3898.478	6742.251	4708.475	3518.723
hsa-mir-1468	84.138	149.283	123.73	400.779	104.92	21.538	7.211	292.307	491.134	8.153	224.13	177.9	12.956	191.391	381.742	167.863	210.983	168.722	343.961	32.115	50.914	91.502	78.405	395.168	66.934	100.207	128.107	196.807	691.878	40.898	28.098	64.792	86.961	58.016	290.198	79.499	32.5	81.021	469.168	76.398	145.353	165.828	126.376	136.033	255.686	228.807	50.73	366.817	92.258	398.612	48.437	111.696	279.785	66.778	78.661	368.246	161.194	1337.657	259.906	45.896	271.403	294.46	308.61	57.218	404.07	139.722	439.953	166.989	36.828	129.071	51.509	80.633	161.995	4.271	197.078	734.876	81.756	254.392	253.928
hsa-mir-146a	42.807	87.186	20.451	23.057	56.495	13.333	215.515	8.693	16.865	227.111	45.975	195.69	19.433	39.404	44.537	132.565	62.434	247.564	41.093	2.007	433.439	26.143	146.355	147.935	25.57	28.906	496.78	34.464	30.312	111.539	58.277	22.536	42.885	33.755	68.498	30.397	3.25	17.888	23.016	16.712	12.676	33.829	33.833	6.718	6.841	33.024	27.515	23.864	21.174	41.812	136.388	70.545	20.753	93.121	177.39	25.994	12.678	6.725	4.097	24.2	76.035	60.452	434.782	20.512	42.91	159.309	16.171	154.266	58.385	44.641	29.761	25.834	14.561	257.656	326.664	36.34	94.283	207.084	25.491
hsa-mir-146b	495.974	1621.409	1272.07	556.073	500.386	343.577	9127.743	161.91	593.347	8674.487	1066.055	1162.282	1725.862	424.062	633.055	2664.636	839.627	1136.376	659.005	401.441	3200.216	703.858	2225.822	712.315	1046.125	425.879	1309.426	786.322	566.84	1291.062	723.265	615.051	505.089	900.829	633.427	289.937	923.002	670.262	422.251	736.52	1068.175	1447.343	1481.679	476.954	930.388	792.569	2008.573	462.953	1075.33	973.766	1460.756	544.762	305.919	693.506	1800.384	759.237	928.222	138.541	254.899	1010.555	668.475	908.732	1894.286	1425.053	343.28	637.888	726.28	1181.646	503.911	228.059	294.176	695.164	678.924	30219.74	1151.871	597.592	278.894	1437.982	488.249
hsa-mir-148a	37811.347	215405.93	410773.303	117718.562	127009.301	110809.379	31827.325	74854.388	181021.879	35612.215	81774.942	160216.986	58381.322	231395.378	373427.591	163644.12	153075.844	184610.047	141652.577	352294.843	76462.849	279827.756	543787.918	185346.878	424141.53	314684.433	255612.779	146883.495	171773.719	113471.282	142580.054	1039400.644	230089.534	110580.511	67435.663	205365.851	549199.204	272935.613	196708.816	206353.271	107521.453	106659.644	227296.881	362068.586	323173.137	493625.83	230464.839	94318.915	236580.097	99215.451	169905.332	186397.866	564211.093	135723.741	136581.963	213864.307	128368.132	202041.291	149918.983	150304.822	58810.981	478275.935	283125.844	324845.223	175369.802	109923.738	274960.767	350187.015	302624.026	201737.752	163296.249	251383.165	139638.095	56483.54	497750.67	153831.389	46257.541	19226.646	59714.36
hsa-mir-148b	449.476	1161.017	677.96	471.984	874.331	905.609	347.708	1365.908	834.059	552.055	990.387	897.408	817.124	483.168	416.735	871.478	614.65	710.629	1287.571	1079.877	263.949	686.764	1510.597	1329.385	646.025	2158.303	902.614	610.375	519.856	2279.111	1993.923	650.733	1612.95	833.32	1158.582	1159.163	1199.253	303.038	539.986	521.652	338.03	705.099	975.181	1178.95	1026.164	571.625	644.016	741.133	376.592	1011.862	727.829	1476.541	538.048	1417.031	797.049	570.781	450.98	895.134	962.7	497.35	1670.659	559.67	895.992	419.959	1501.852	1322.133	880.858	1151.429	1512.631	784.134	924.88	349.93	678.924	380.078	672.225	1532.338	677.126	1103.256	725.51
hsa-mir-149	462.761	802.864	97.144	309.909	387.396	132.303	424.621	185.816	283.13	460.046	65.132	83.02	154.541	430.63	567.841	62.753	238.971	35.742	101.971	667.396	117.906	92.507	162.036	490.413	106.041	1587.894	159.4	58.045	182.632	330.899	573.409	650.733	615.875	109.703	138.47	209.853	3748.883	446.14	286.812	210.093	242.537	163.174	140.307	1939.725	230.887	802.791	880.47	477.953	237.45	128.225	172.079	210.654	77.633	2432.784	264.88	55.237	982.557	940.866	689.138	317.102	98.212	269.11	80.989	24.83	143.034	68.555	53.27	52.482	371.87	138.776	194.591	140.129	1010.195	136.657	187.179	228.135	182.633	75.871	276.478
hsa-mir-150	329.173	758.33	53.173	46.113	911.994	55.383	692.212	144.523	74.104	1402.267	291.178	1442.969	142.511	215.784	157.468	1357.811	203.448	2915.576	569.21	19.068	3176.099	121.667	3330.457	425.565	430.934	240.882	631.732	310.175	331.92	54.84	128.002	64.792	320.446	81.222	172.351	86.513	69.875	318.822	123.931	29.843	63.381	1610.518	162.199	92.368	81.238	169.836	118.657	186.817	437.089	162.604	958.542	154.807	116.833	1371.696	1491.357	42.24	264.43	102.224	23.214	280.385	581.879	224.258	1368.285	256.941	139.458	1147.154	78.003	601.16	255.997	254.261	54.943	132.3	134.693	1786.508	2408.131	102.963	267.686	864.931	25.491
hsa-mir-151a	3431.96	4176.775	5587.292	5119.938	4168.539	4188.568	3092.521	11377.137	3546.282	11277.532	5599.423	7580.528	5094.3	8041.233	4353.445	5243.772	8984.009	5271.374	3433.522	11114.906	3718.735	12607.1	10105.493	5362.123	7503.369	9908.923	3638.814	7178.476	4913.623	5049.922	8658.371	6865.091	6903.282	4942.959	3866.85	5052.265	4686.51	4525.585	5508.739	9616.537	5716.089	5863.664	3115.605	8586.852	6680.325	4465.277	6239.818	9839.276	4841.252	4863.257	5692.616	5116.455	9960.808	6593.206	6412.514	5828.035	7653.078	4849.594	6590.055	4043.054	5845.193	3777.284	4011.931	5878.345	3947.725	6721.004	4669.687	6700.234	5522.359	4480.624	5047.921	2662.446	6587.201	7013.645	5058.336	5521.666	8052.329	7331.833	4896.211
hsa-mir-152	765.364	887.541	67.489	442.146	924.1	139.482	672.183	80.411	81.259	215.465	296.925	4761.797	150.839	160.431	128.838	2619.925	169.002	286.985	173.502	85.306	449.517	191.047	1018.39	389.088	1355.976	102.134	81.167	126.972	617.613	515.867	848.146	81.694	253.736	220.461	54.504	227.39	615.876	379.85	78.785	383.181	806.202	340.942	609.986	544.131	109.457	68.406	233.015	460.907	692.688	213.708	369.65	452.662	220.6	307.544	281.736	220.948	402.984	183.6	154.76	316.268	893.412	257.409	488.49	747.073	189.519	396.966	517.48	132.001	291.029	580.336	2559.445	194.928	362.214	556.593	926.897	46.434	1009.426	166.024	97.061
hsa-mir-153-2	473.832	137.992	1797.668	1423.411	65.911	56.408	10.415	1067.082	2670.827	3.494	35.439	19.767	3044.55	208.278	195.643	10.197	5078.667	27.332	9.132	1057.798	6.699	134.739	21.779	31.411	14.289	5.781	268.926	31.743	64.414	10.224	11.447	2.817	26.207	655.053	6.629	6.43	589.876	23.149	7837.759	7.162	6823.137	74.291	67.666	656.652	118.009	11.008	1588.114	38.182	45.373	29.733	22.944	13.717	2274.406	56.363	25.685	17.329	18.112	327.521	1949.524	15.855	272.459	4069.795	11.083	18.353	10.728	14.364	640.191	20.675	32.337	1462.487	4.579	1583.69	733.529	27.047	31.496	36.34	52.746	55.341	3.922
hsa-mir-154	351.315	10.663	1708.705	1167.075	2087.632	920.993	233.942	1.087	814.638	4.659	237.54	83.02	1730.489	20.64	2549.716	200.809	761.047	1844.376	3701.386	7.025	478.994	693.803	13.939	6.08	485.083	3.854	16.625	9.976	215.975	11.154	2.081	3.756	5.956	563.282	155.411	2474.4	617.501	566.093	2.656	1449.165	1617.474	425.182	15.921	628.101	1688.894	739.888	8.598	456.816	406.841	1445.783	351.805	5.879	880.862	3.676	976.847	407.237	579.573	691.358	1360.069	416.405	10.56	635.723	11.935	226.713	2206.292	299.683	892.273	11.133	10.779	1448.9	120.189	418.821	571.534	45.552	4.499	1800.85	778.662	11.604	194.123
hsa-mir-155	125.47	324.909	122.708	107.824	82.053	172.302	1098.406	108.664	166.607	2296.736	217.425	169.994	314.634	173.565	222.683	336.511	344.462	1676.706	184.156	694.493	710.787	133.733	701.286	244.193	200.802	152.237	482.111	146.925	89.421	432.213	156.1	70.426	178.687	186.706	339.546	72.484	271.376	191.503	141.636	122.952	241.692	577.08	4574.397	142.75	162.476	154.897	269.128	186.136	179.978	335.429	244.734	230.25	51.499	249.956	276.92	218.781	169.344	33.626	58.263	136.02	184.807	304.211	491.901	180.291	193.095	285.972	82.283	597.98	122.16	83.46	58.377	148.74	171.096	2185.091	504.844	280.626	114.063	476.649	94.12
hsa-mir-15a	631.038	335.572	608.426	642.874	594.545	466.65	930.16	769.342	271.887	1119.251	957.821	1087.168	752.346	698.952	1204.077	779.702	560.828	732.705	595.083	777.793	1925.355	465.552	886.844	780.203	1012.282	431.661	627.82	1095.59	1237.499	517.726	777.38	121.132	910.113	453.579	805.041	342.546	199.875	744.97	1087.053	1858.608	1058.034	1488.468	328.377	359.395	548.142	675.413	662.072	533.861	880.228	640.196	507.313	837.719	1184.475	437.423	655.78	923.864	1029.647	468.751	469.743	1261.733	745.566	614.272	887.467	1703.586	425.525	1517.351	316.766	1359.767	431.154	834.598	953.496	662.285	536.951	2603.604	1125.774	492.609	911.846	801.557	661.783
hsa-mir-15b	1452.494	950.265	661.599	1089.767	340.316	913.814	674.586	1002.97	722.135	5514.728	818.937	660.208	596.88	768.378	1978.694	450.251	695.383	720.616	450.498	1201.313	765.72	625.428	965.249	891.661	2606.663	352.651	1418.952	1746.778	2087.759	738.016	649.378	1687.398	775.502	619.188	791.784	560.583	406.251	1041.695	2082.928	1732.075	1778.038	846.384	847.811	611.307	275.354	472.554	1370.576	1018.632	636.728	657.85	373.474	1176.726	2109.917	775.599	477.587	1513.058	948.145	1829.946	231.23	1323.485	574.487	2160.677	1867.006	1021.288	1015.538	705.137	564.091	749.065	550.619	1908.899	746.314	1413.813	713.507	3387.959	808.11	1760.473	326.366	473.079	739.236
hsa-mir-16-1	636.204	575.804	499.011	615.071	490.97	509.725	1294.693	580.267	269.331	1850.666	542.127	766.948	413.652	722.407	1149.997	432.994	430.578	645.979	713.795	438.575	992.154	293.609	750.943	686.984	954.373	215.83	619.019	832.576	1195.82	298.366	444.366	748.39	592.05	425.099	676.883	232.651	178.75	1284.757	1033.94	1489.752	824.793	1086.502	805.022	198.171	372.839	437.171	652.614	449.998	886.277	329.854	317.389	424.248	860.108	534.833	337.121	927.114	921.883	626.123	248.982	1133.223	721.277	826.829	763	1562.161	411.221	780.874	279.668	537.545	420.375	1152.909	529.975	796.151	460.503	3134.574	726.219	702.574	439.769	714.082	386.285
hsa-mir-16-2	735.842	642.919	516.395	647.621	418.334	609.209	1377.213	577.007	340.881	1969.463	575.651	735.321	454.369	744.923	1153.178	433.778	414.431	686.451	689.444	489.758	1012.252	337.852	812.795	680.905	961.141	235.101	689.429	865.226	1198.851	362.501	414.186	808.486	639.7	546.405	713.71	273.569	219.375	1352.099	1068.463	1508.851	943.104	1134.924	930.403	199.85	302.718	563.762	683.568	475.225	813.681	354.942	351.805	467.359	850.116	552.599	325.08	916.283	999.763	657.732	248.982	1105.686	675.867	895.082	771.525	1444.486	446.98	775.651	306.303	607.522	410.494	1244.133	485.333	821.984	420.46	3483.334	780.213	920.614	419.33	718.545	367.657
hsa-mir-17	1284.217	1448.919	978.594	630.668	804.384	754.845	1322.734	2900.246	1156.03	4606.283	1285.396	2095.27	748.645	1111.756	835.06	762.445	872.997	982.371	756.41	1619.816	1633.269	1311.187	887.715	679.891	1196.538	1036.756	1135.357	1095.59	1550.474	1746.513	903.301	1307.1	856.507	627.627	974.446	573.444	432.251	932.264	1479.207	1358.443	1183.95	1285.496	713.475	708.713	1006.496	1350.041	895.088	2080.9	772.846	1016.508	678.117	750.518	1261.339	945.913	764.14	822.055	1881.8	560.888	766.974	977.176	1645.314	1427.451	826.939	1331.129	901.111	940.183	670.156	1285.02	1203.637	1171.348	868.792	588.697	1288.681	6532.497	1303.955	605.667	1086.567	1151.457	874.533
hsa-mir-181a-2	7557.694	23900.261	3424.568	6008.976	6652.983	13204.657	11775.614	15584.613	7527.992	11844.727	6559.16	13449.261	15863.122	12294.99	4343.901	17110.306	9383.37	10555.363	8276.371	13791.516	9293.823	13675.959	17506.025	17350.907	5699.913	30395.458	19098.642	13857.224	9323.304	8944.488	10979.064	6481.975	14710.72	11626.396	12720.833	13686.653	10037.647	8130.481	13772.29	15161.326	7603.142	7146.506	3732.557	3855.938	7862.124	11284.673	13929.316	3544.076	6523.062	10874.963	8405.085	17564.665	7348.2	7583.229	13267.297	8102.496	6388.885	4229.524	24162.626	11734.454	7230.72	4438.358	9282.172	18156.475	6146.865	19391.931	3738.889	16193.16	8600.616	9468.8	14911.399	13147.052	8174.39	8736.094	20711.189	9882.47	6409.952	12900.776	3021.65
hsa-mir-181c	89.305	733.868	114.527	972.449	45.734	62.562	48.07	365.112	82.282	149.078	152.294	203.597	45.344	166.06	57.261	273.759	139.938	178.183	70.01	334.2	58.953	76.419	206.466	64.848	325.645	28.906	162.334	171.413	255.381	42.757	110.311	76.999	196.556	68.564	86.176	110.48	234.001	124.162	57.539	84.753	298.312	47.095	165.184	387.945	51.308	53.467	150.471	40.909	92.258	128.225	112.17	99.938	1018.448	112.113	108.36	459.224	238.168	84.066	22.759	38.386	168.967	624.022	339.301	46.422	46.486	130.581	2317.245	458.027	92.518	269.789	223.207	298.263	70.987	139.504	174.581	20.189	275.598	969.366	88.238
