	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-let-7a-1	71397.324	35313.476	45031.689	56806.898	57540.371	43854.845	23642.561	100086.205	13230.969	60040.073	60883.904	45056.209	76202.58	46446.074	47959.47	35617.644	95510.801	25505.377	38727.574	124946.595	50246.804	64415.064	53281.213	37856.063	55801.842	118675.833	23781.867	119403.038	42345.52	16276.31	83722.906	64811.301	60589.251	123161.533	31308.968	79658.379	55007.996	15206.64	50973.763	81309.637	83820.474	55251.101	25238.293	78240.618	61131.989	57749.033	59761.926	42854.817	45174.434	49384.261	66612.272	71027.793	131013.18	56534.813	54002.691	50659.825	29378.002	30636.304	64857.744	82708.625	80035.314	60984.516	79958.134	81416.967	50859.138	53175.847	34488.527	30207.511	49911.42	48341.636	56688.958	47956.915	63263.7	35078.187	32681.654	56502.691	123304.212	80030.692	56211.324
hsa-let-7a-2	70806.141	34969.75	45432.534	56047.384	56402.396	43816.898	23090.554	99730.873	13149.199	60008.627	60587.937	43923.578	76277.537	46698.447	47746.331	34930.502	95578.617	25621.537	39143.067	124553.183	49894.426	63832.873	53124.404	38201.582	55533.354	118824.216	23704.612	118896.963	42019.663	16529.131	83434.64	64565.281	60113.943	123411.529	31280.979	79156.835	54708.995	15205.587	50270.011	80487.17	83306.668	55028.892	25438.304	77481.522	60789.934	57574.479	59526.332	42741.635	44782.718	49056.265	66990.845	70125.408	130830.243	56282.407	53883.896	50435.628	29095.46	30772.154	64774.446	82390.688	79547.423	59997.781	79299.993	80586.765	51113.022	53044.613	34266.885	29930.786	49655.423	48706.53	56872.102	47674.309	62588.416	35530.864	32260.501	55767.815	122366.653	79758.449	56381.917
hsa-let-7a-3	72088.883	35863.563	45724.988	56413.578	57471.769	44436.363	23537.607	100903.359	13245.79	60409.275	61232.551	44959.352	77398.191	46264.064	48024.685	35183.082	95362.252	25502.749	39529.642	126962.834	50392.847	64908.77	53493.777	38444.762	55855.239	119837.848	23745.684	119363.133	41879.468	16596.055	83680.238	64882.666	60770.321	123781.777	31117.467	79992.742	55206.246	15539.14	50719.704	80847.671	83642.163	55054.761	25479.103	79169.335	61672.435	59441.105	59751.608	43807.313	45147.211	49515.274	67505.806	70815.179	131146.154	56591.789	54630.377	51167.788	29190.547	31727.815	65892.817	82933.935	80167.319	60081.634	80133.752	81321.963	51037.93	53668.79	34622.653	30398.355	50334.49	48695.855	57026.631	48298.234	63695.08	35051.141	33088.409	56385.596	123467.065	80604.635	57026.052
hsa-let-7b	60149.35	66551.162	51462.596	42637.215	49780.35	33227.532	19241.727	64982.25	24143.746	71195.314	24193.605	27234.555	52890.028	21977.119	49330.559	12024.2	82814.134	36186.361	42835.321	79916.926	40578.495	36887.181	30762.515	27458.084	42618.113	91777.982	19409.618	65529.553	17175.705	3031.069	68188.832	56416.566	42886.116	94672.537	11544.574	59363.388	28994.939	35937.418	21402.023	85957.949	51579.165	67223.19	32759.131	48941.532	46060.21	55996.417	45888.499	30061.917	30272.573	18779.381	36102.095	21023.318	75433.578	53418.326	43435.568	42699.212	36320.198	21729.354	46538.682	86203.426	38838.058	28835.674	49159.363	60673.804	34581.925	23976.63	32306.834	21221.913	38028.647	30608.379	28585.428	33983.181	69228.402	26433.198	21246.63	32427.421	57556.383	51033.625	50377.833
hsa-let-7c	7648.474	9704.62	3405.139	1461.386	26361.741	476.906	8999.556	12643.074	1873.054	661.534	3935.687	10946.797	7472.565	5991.286	2734.224	9496.836	5244.439	6120.239	10192.508	1036.722	18082.526	7067.739	16797.769	14450.983	2408.117	42682.369	1384.725	10332.833	6294.348	1425.839	22822.924	431.944	8005.186	2919.785	4141.581	14665.774	2946.131	1286.861	1743.003	21513.063	2400.859	3979.199	1534.418	4144.798	4993.141	914.442	3115.18	8254.056	6624.394	7071.885	13258.976	13702.339	21747.136	16669.87	10385.719	3099.765	3009.251	466.734	5864.958	13955.839	5069.002	2605.293	9502.12	17979.423	5406.666	3556.373	1274.675	3940.94	8406.597	1233.458	19009.258	3577.589	4470.341	1302.514	3515.908	16193.522	17999.556	474.864	1503.962
hsa-let-7d	6787.163	7471.027	1971.504	4953.794	4407.971	7322.816	6004.778	8118.299	2902.34	8332.073	3399.307	3119.185	8704.266	2108.115	4035.327	2146.927	3963.47	1646.22	2757.776	7786.957	1688.873	8251.226	3732.934	5362.123	1389.819	5179.927	6004.386	1589.876	3936.809	329.04	7218.084	6308.259	4633.954	8895.427	4214.499	4924.834	1098.502	2017.1	4109.202	3149.01	3821.43	2827.692	2201.124	4364.801	2487.592	6784.8	7537.308	5084.296	1922.284	3948.028	3190.465	3765.326	3010.764	3634.779	1987.406	2363.273	2979.366	9313.157	5040.632	4539.57	1221.841	3129.861	3936.909	2280.085	4419.735	3201.846	2278.72	3799.397	6301.13	2602.78	4463.003	2960.709	3336.374	2505.381	3457.414	3270.603	3313.105	9897.171	6433.507
hsa-let-7e	10438.326	7997.279	15159.517	9921.151	27116.355	10929.866	11862.14	71301.071	3308.637	13485.752	65286.05	27167.348	24324.009	16692.291	8072.244	37523.757	15083.146	6406.698	17467.436	31127.758	9344.737	33596.143	29991.536	29681.156	10001.734	48752.596	15074.53	31892.748	32365.954	12415.206	31501.067	9987.294	17014.594	39339.034	35680.35	29628.5	45722.725	1981.325	21086.883	19414.519	24109.15	8815.395	11920.1	23493.346	50589.868	19037.382	24380.603	13065.626	13279.036	36423.32	25644.813	32705.333	39398.958	45939.858	17288.663	10570.828	10722.097	16655.808	18126.522	21455.309	20560.083	20407.475	28887.435	17061.775	54413.52	24299.818	15039.741	22409.921	20972.03	13458.371	46312.675	20411.045	24281.087	5860.6	20934.365	62036.471	35888.346	30249.388	12854.269
hsa-let-7f-1	33160.856	8312.78	32094.205	47934.825	34802.394	35930	21019.526	90667.196	5266.528	30523.758	64096.436	56054.399	54614.965	38800.757	34935.719	39333.388	72860.248	9621.874	23520.236	69393.142	26589.191	48559.156	39022.885	28728.7	33876.091	73557.665	10536.035	104104.677	36721.831	5723.803	60742.841	43101.426	37128.815	63086.544	45955.124	47506.377	9628.146	4072.08	47770.143	49024.525	63200.639	29745.49	20215.113	60806.604	43793.244	29590.816	38785.408	30239.189	29487.628	48686.457	44109.487	63081.71	69064.625	32382.8	36799.913	51840.379	17476.837	21335.253	48652.07	43561.511	38578.272	73346.005	44512.31	45355.561	54231.153	33674.228	50530.885	22331.992	27921.688	38379.841	61695.672	47643.778	43811.527	18770.432	26927.696	53932.644	60154.78	43333.148	34110.727
hsa-let-7f-2	33898.912	8603.191	32818.18	48885.574	35176.339	36890.991	21364.03	91940.74	5410.648	31828.192	64819.591	56556.474	55290.503	39944.411	35377.903	40653.548	74397.411	9824.235	23693.739	69289.771	27781.651	49466.127	40246.869	29553.486	34758.265	76111.014	10843.1	107220.036	37812.316	5685.694	62459.946	43199.083	38565.46	63918.81	46696.823	49182.281	9610.271	4236.226	49252.005	49480.522	65976.711	30323.897	20228.049	62455.79	44231.929	29910.046	38774.23	30601.915	30085.033	50254.89	45291.093	65155.922	70113.05	32690.344	37366.597	53077.252	17553.811	21717.248	49262.007	44792.369	39698.732	74036.329	45279.572	47058.068	53369.376	34365.654	50533.739	22755.031	28480.391	38530.263	64532.123	47942.824	44241.088	19308.519	28142.56	54633.199	61658.699	44550.657	35249.973
hsa-let-7g	4637.206	7468.518	2552.321	1788.249	5295.753	3571.155	2937.895	5520.139	1393.164	2764.934	3857.146	10282.636	4647.334	2478.7	2422.469	4921.38	3219.647	2057.25	2733.425	5927.281	2698.444	2896.878	4994.379	5290.182	3716.713	5746.482	4926.726	4766.907	3020.62	649.714	4753.779	5604.002	3850.113	4367.019	4450.929	3623.625	2830.756	3175.591	3129.261	2820.74	2094.096	3414.722	3318.602	5632.76	2724.464	3178.925	3431.599	3285.668	4104.704	4237.928	4421.783	4038.687	6940.821	3201.032	2989.135	3263.31	3312.621	4005.572	5617.342	4431.922	4140.741	4713.317	6046.029	4330.219	4276.702	5257.844	3036.866	4519.835	3851.639	2077.76	6033.468	2533.277	3416.462	3565.898	6515.273	4425.408	4226.269	7739.752	2480.459
hsa-let-7i	1064.277	2823.196	2559.479	1578.704	1068.028	1592.764	5405.502	3470.733	1233.201	1771.468	1102.452	1504.246	2102.498	792.771	1916.661	1560.973	2108.756	1123.761	1019.707	8387.112	1425.593	1870.251	1606.425	2272.722	1078.464	2289.343	1626.269	1012.151	1394.366	242.597	2165.633	1608.521	1923.865	1158.209	2184.586	2096.196	734.502	744.97	953.385	2765.829	914.371	3651.524	2204.109	1056.352	1855.646	1526.167	1582.095	1586.584	789.483	2355.437	1515.567	1839.063	1510.378	1442.762	1427.143	1150.227	1813.882	1686.026	1560.803	1269.244	1144.75	3042.108	1073.315	1279.309	3032.31	890.562	1892.988	1523.576	1425.502	1002.488	1729.571	1491.314	2236.991	3013.575	1360.648	1877.568	867.012	1209.476	2059.86
hsa-mir-100	1139.558	39531.649	9618.24	623.208	731.747	462.548	9433.79	3170.82	1372.721	12053.204	12091.535	743.228	1509.319	4658.117	2704.003	37597.492	8667.534	9192.974	1267.785	52633.972	3468.854	4461.454	8794.393	26374.919	2435.944	9114.976	1159.805	6531.823	26192.855	3851.809	1235.275	1042.299	1940.543	2418.738	1818.525	85.929	13612.655	3174.539	3912.683	728.164	2668.747	1808.847	7722.84	1568.574	2749.263	141.53	5016.274	753.406	3156.418	2432.557	11932.059	19316.526	10977.719	3733.414	5536.803	2054.596	3208.479	726.329	15033.592	3714.269	2889.331	2956.305	2366.579	12440.068	665.106	892.521	4062.79	6563.462	1877.315	766.665	440.692	7963.071	2599.205	81222.759	11756.288	423.967	3236.623	1814.66	981.399
hsa-mir-101-1	15860.824	23330.102	18118.818	11020.412	38149.063	16161.475	8480.397	34732.323	12048.364	18243.443	23837.296	47042.762	10198.779	26483.25	29413.191	18560.678	14068.058	36018.691	12624.586	6632.814	30065.414	7776.624	28064.523	25649.431	15318.846	25286.832	35978.399	39417.677	22021.883	7584.643	12450.57	25776.721	18560.834	21064.009	21185.921	15498.758	6347.264	12166.785	30456.078	12105.425	13058.102	20930.759	11895.223	10005.959	12354.155	13240.149	14271.53	3087.941	18893.135	18901.101	19419.391	16302.698	38347.458	23305.961	20351.644	24661.654	8801.356	10419.464	13042.647	16285.707	33926.407	26596.995	24318.812	26342.974	15923.205	27760.867	32365.336	22460.812	11793.848	40356.673	23190.677	24401.192	11348.769	15773.939	35824.103	14693.486	52238.932	36540.447	12511.123
hsa-mir-101-2	16288.158	23526.427	18181.194	11514.096	38139.647	16397.364	8450.753	34818.168	12130.646	18621.961	24205.099	47716.807	10404.216	26701.848	29223.91	18955.235	14230.601	36351.404	12849.835	6679.983	31385.16	7824.889	28262.277	26649.51	15301.548	25252.145	36659.026	39819.454	22557.653	7629.259	12818.968	25616.15	18924.164	21196.919	21739.065	15935.417	6526.014	12273.059	30678.268	12098.263	13215.286	21330.072	12034.535	9950.538	12520.907	13428.069	14342.037	3126.123	19012.616	18784.956	19489.497	16645.623	39204.492	24011.719	20832.442	24598.836	8766.944	10944.708	13287.078	16498.499	34183.025	27256.118	24688.803	26629.065	15640.714	28292.985	32713.494	23028.575	12277.099	40546.883	23554.677	24572.635	11443.418	16001.701	36895.884	14832.789	52788.808	36820.724	12538.574
hsa-mir-103a-1	45008.87	18006.109	39507.796	56575.653	17455.675	24429.897	18965.323	146984.566	13611.202	42521.057	49257.87	66080.068	64508.363	29925.472	31520.722	64081.481	29269.613	35138.289	24524.724	44896.191	43047.826	55966.758	42849.905	23845.845	20884.891	26959.517	33509.168	53998.644	62932.116	36430.454	43264.796	22253.561	48144.284	24587.16	27085.63	16451.575	20866.671	21776.682	34190.831	102064.694	43297.428	46468.208	20942.519	73360.236	23950.659	45338.408	46421.597	57492.709	37497.397	27775.569	29338.768	62227.335	48039.242	23497.104	43699.646	57431.22	45665.809	39936.01	17209.34	45950.627	34297.077	57671.348	42463.719	38791.679	28317.058	50073.896	28146.066	58574.962	40033.511	52984.328	29418.736	56987.783	38292.767	46350.98	54889.376	23138.505	26110.565	28306.194	28866.467
hsa-mir-106a	8.119	7.527	12.271	46.113	14.796	35.896	57.684	83.671	8.177	30.282	21.072	79.067	12.956	12.196	1.591	8.628	35.523	10.512	6.088	24.086	57.613	12.066	10.454	8.106	10.529	25.052	7.823	9.069	9.851	13.942	7.285	15.024	8.339	8.439	35.354	8.184	16.25	19.992	7.967	3.581	16.056	9.95	37.813	8.397	4.276	26.733	6.019	19.773	6.05	4.646	16.571	24.495	3.843	11.027	8.829	6.498	11.773	20.848	2.276	8.345	85.539	23.401	15.345	11.875	28.607	13.058	16.647	14.313	9.881	48.523	16.025	17.223	29.123	179.363	6.299	8.076	13.846	9.819	9.804
hsa-mir-106b	741.746	1171.053	780.217	842.925	815.145	3174.246	1372.406	1685.381	2317.17	3293.696	522.013	865.781	925.395	1418.544	1345.639	586.738	1380.002	914.041	681.834	2221.978	715.476	799.381	1344.205	1259.471	1914.01	1142.744	1109.931	970.432	766.901	2725.266	545.311	1617.912	1050.681	1374.451	979.602	550.646	716.627	1963.437	1307.474	1502.882	1145.077	740.918	780.145	565.963	769.623	1431.027	1782.437	3576.121	877.203	540.775	396.418	1095.403	538.048	876.072	635.713	776.566	3028.268	1791.612	1740.598	897.9	1122.573	1363.098	988.916	865.828	539.951	767.163	496.077	822.222	466.185	1196.58	639.861	385.941	855.481	2875.495	884.601	1231.523	675.808	984.54	1664.751
hsa-mir-107	102.59	107.885	331.311	145.121	61.876	133.329	59.287	484.642	60.817	336.591	117.812	567.304	205.438	331.181	211.548	183.552	195.913	202.887	97.405	274.987	177.529	163.898	119.349	84.1	246.678	88.645	107.57	489.751	253.108	115.257	99.904	304.239	104.83	113.922	100.906	37.996	105.625	258.845	180.585	614.761	145.353	250.068	97.518	134.353	123.995	82.559	239.894	94.772	303.996	65.971	84.127	134.231	265.181	94.959	149.296	462.474	246.318	88.774	121.532	124.337	211.208	276.91	72.464	269.896	103.699	181.508	144.59	160.627	53.894	372.658	84.704	340.536	187.478	301.785	246.572	46.434	184.611	92.831	101.964
hsa-mir-10a	134788.955	286079.925	72622.52	28151.521	56323.033	122824.335	106482.055	87543.101	68267.59	18241.113	77660.142	35744.118	139619.902	83404.224	60466.28	50319.031	46567.006	76210.224	42777.486	195738.76	37527.672	123236.468	71863.125	20626.747	30250.377	18671.248	72501.495	160025.139	57046.226	96632.631	8541.816	368950.499	129169.393	135747.83	49637.839	30019.564	201987.943	104488.302	119693.58	118282.454	117674.186	92183.559	53439.943	63431.53	41287.694	94347.166	184960.686	25409.891	303370.02	119655.252	117789.728	117584.394	34648.762	144962.929	80065.316	124069.674	123646.424	16437.91	33936.646	195491.9	62588.444	51725.587	29255.721	196410.133	53544.592	21577.857	96679.361	123220.37	41950.348	86843.756	46744.209	91014.02	72517.451	49814.386	126391.799	16183.427	74342.123	72081.179	17082.815
hsa-mir-10b	1142374.16	2334859.91	461611.113	683570.709	1444353.829	723594.69	673369.929	818381.248	332370.797	64427.397	878890.019	124146.717	937482.552	614267.288	820173.429	391273.238	269068.162	1453262.476	998599.457	1056104.73	1154531.604	1064894.766	599027.506	761185.418	848507.927	1025735.434	859205.156	616277.813	1023835.69	433025.501	98411.957	879041.479	1247240.136	639124.805	644643.013	551482.569	824801.433	743602.787	1236246.756	1261682.291	507462.586	445892.488	612490.564	164826.252	997858.63	858511.873	648070.045	390594.239	1157066.861	368946.861	435251.841	421747.914	2112465.307	1127153.385	450998.2	891294.065	1123055.431	1789481.199	717051.109	1878322.105	389690.074	936397.905	801641.014	1474872.968	1387947.052	346671.005	552534.142	1083503.994	1386492.112	915256.537	1543283.479	851715.122	879353.959	214743.932	703598.205	155369.783	830200.189	425071.337	241940.858
hsa-mir-1-1	8.857	11.918	2.045	4.747	6.726	10.256	3.205	22.819	5.622	10.482	62.258	5.93	2.776	1.876	0	11.766	21.529	2.628	1.522	4.014	30.816	6.033	36.589	8.106	3.76	9.635	2.934	11.79	6.82	2.788	2.081	8.451	9.53	9.494	10.312	5.261	4.875	2.104	9.737	1.194	12.676	3.317	6.966	20.153	8.551	5.504	13.757	3.409	6.05	4.646	15.296	5.879	99.155	1.838	8.829	18.412	2.717	5.38	2.276	6.676	8.448	37.051	5.968	8.637	14.303	5.223	29.964	23.856	4.491	0.97	4.579	29.748	14.561	7.118	13.498	6.057	81.756	10.711	1.961
hsa-mir-1180	169.015	99.731	240.303	78.664	181.592	109.74	108.158	134.744	117.545	101.327	118.77	185.807	59.225	98.51	87.482	231.401	136.708	75.688	91.317	248.894	40.865	109.601	676.023	281.684	301.579	265.934	131.04	79.811	272.811	203.558	227.907	152.119	319.254	103.374	204.759	213.945	86.125	170.459	63.736	190.994	155.494	124.039	187.076	434.969	181.289	319.229	204.641	215.454	167.878	105.925	135.114	324.31	116.065	273.849	97.925	71.483	208.284	274.391	47.794	104.31	110.884	44.852	69.054	82.049	178.792	220.029	168.847	92.242	193.121	59.198	792.1	79.067	109.21	101.069	76.491	169.587	62.636	116.931	54.903
hsa-mir-1247	1.476	20.072	5.113	5.425	4.035	2.051	0	9.78	15.843	1.165	19.156	5.93	5.552	49.724	44.537	165.51	12.917	50.984	150.673	7.025	0	12.066	280.515	43.57	3.008	119.477	7357.818	5.442	0	0.929	3.122	6.573	1.191	11.603	2.21	16.952	1.625	11.574	1.77	1.194	0	25.869	9.951	8.397	2.565	0.786	83.404	1.364	36.298	27.875	50.986	26.454	7.686	23.28	17.659	1.083	58.863	14.796	0.455	8.345	12.673	15.601	34.101	20.512	0	81.613	6.183	84.29	23.354	0.97	0	39.142	12.741	2.847	6.299	0	71.866	0	1.961
hsa-mir-125a	9393.977	17983.529	13603.174	13134.167	9866.485	5942.352	5318.174	34538.901	7829.009	7399.169	22834.457	28104.29	9406.641	19472.15	9626.251	28788.582	6554.473	17239.585	11536.391	7677.565	7835.404	14120.395	22734.746	28376.089	5668.326	20403.672	23876.725	25445.271	31308.055	3955.912	18034.803	8461.405	17809.156	16287.714	25486.596	17559.881	12233.027	7710.646	26234.452	14539.402	10701.187	7112.014	12997.775	5125.577	30348.79	14993.55	22993.69	4804.752	14209.174	17079.935	12234.153	20145.427	28880.117	39879.647	14662.334	20078.074	9298.521	13930.728	5327.394	19378.289	8849.632	12913.359	16898.531	13285.383	25045.166	20465.96	11752.696	27002.913	16698.22	14796.638	30083.78	29016.047	11403.374	3154.503	27696.21	24577.974	9519.985	16715.757	4549.143
hsa-mir-125b-1	2304.949	5598.723	1083.918	931.083	2423.914	81.023	2594.993	2841.568	376.144	422.776	1447.268	7560.762	565.416	1247.794	1003.662	7189.89	1745.994	1788.136	2191.61	892.203	2165.187	993.445	4562.282	4548.483	1274.753	10161.368	1679.077	2518.588	2985.761	567.919	3490.406	115.498	2247.885	1012.642	2654.501	1724.422	2132.005	450.349	1527.894	1279.658	354.932	1254.32	1605.069	324.127	1409.265	82.559	808.244	385.907	1485.195	1520.116	3057.901	3511.561	6417.377	4498.598	2290.814	705.083	567.8	270.356	474.75	3818.579	1064.49	300.311	1771.524	3253.872	1151.42	2127.164	301.546	4255.833	1528.799	177.595	13321.476	1157.041	795.415	3308.242	3221.641	2119.835	1428.756	155.313	140.2
hsa-mir-125b-2	2310.853	5779.367	1126.866	894.463	2505.966	82.048	2601.403	2936.105	423.162	453.058	1592.857	7977.839	627.418	1384.77	1094.326	7401.68	1822.421	1860.145	2302.712	901.236	2196.673	1008.528	5025.741	4599.145	1377.786	10487.04	1730.906	2565.75	3085.792	632.054	3697.499	120.193	2260.989	1027.41	2606.626	1838.41	2128.755	436.67	1508.419	1359.637	354.932	1264.933	1682.686	342.601	1432.353	93.567	883.05	475.907	1588.04	1599.095	3210.86	3601.702	6574.948	4569.664	2356.633	691.003	584.101	275.736	494.322	3962.944	1165.87	337.362	1903.664	3359.671	1226.512	2197.025	288.704	4445.088	1578.202	193.122	14158.217	1200.88	833.639	3160.197	3321.529	2247.025	1695.782	157.098	140.2
hsa-mir-126	14398.735	37308.091	15409.022	10117.811	19285.043	15052.796	21613.995	22689.075	10408.867	9197.425	22283.71	7590.412	12415.1	15739.089	14114.896	19239.191	7443.616	17761.519	34677.661	6202.268	7559.396	13757.405	16262.004	18476.629	15939.301	11774.314	20126.428	17504.053	23245.742	7940.638	9739.626	4364.511	25336.652	10133.804	9186.164	7555.308	15039.408	21332.647	11873.488	8663.956	9533.293	35483.125	18051.802	13346.316	8773.699	18761.398	12745.325	15739.024	29726.59	25363.453	21839.964	10924.64	11948.511	18465.511	23352.016	17498.186	11447.468	10510.255	4972.811	15296.014	10761.068	11649.714	16784.294	30045.954	21565.876	16590.969	13338.43	14820.669	19657.012	17439.207	5268.839	9759.694	8239.916	57454.376	22997.834	17758.162	28273.808	34333.042	23633.973
hsa-mir-1266	5.166	10.663	5.113	11.528	2.69	4.102	1.602	1.087	13.288	6.988	1.916	7.907	3.702	2.815	1.591	0.784	6.459	5.256	13.698	32.115	0.67	7.039	4.356	4.053	21.81	21.198	5.867	6.349	2.273	15.801	28.098	11.268	21.442	1.055	5.156	18.706	6.5	2.104	1.77	0	0.845	3.98	3.98	3.359	2.565	11.794	8.598	4.091	7.562	1.858	7.648	6.859	9.224	7.964	2.408	14.08	9.056	1.345	13.655	3.338	4.224	1.95	8.525	6.478	7.152	3.917	7.134	7.952	26.947	3.882	2.289	5.48	0	4.271	19.798	4.038	1.978	0.893	1.961
hsa-mir-127	41959.222	755.194	148649.157	66007.189	300792.6	84187.765	19023.008	197.769	55593.682	546.232	26978.949	8645.953	169089.108	1476.712	306932.975	22292.894	67466.183	150776.856	495381.465	784.818	28203.702	87519.702	1144.708	478.254	61822.136	628.22	927.062	1129.147	21821.064	480.547	628.564	385.932	826.726	75141.204	18845.924	100481.803	52112.239	92360.449	814.405	213849.777	70181.805	60784.436	1066.729	80756.383	219252.69	112001.484	1039.54	33576.675	61664.336	168676.209	35218.758	319.411	87382.089	588.745	45988.052	37203.681	65436.486	50941.245	183530.633	43833.552	668.475	59280.155	1373.4	21838.942	269246.266	41642.933	167615.038	1063.958	662.899	97499.431	11653.716	35223.986	52136.992	4165.197	525.541	169334.45	59759.845	1652.206	26031.096
hsa-mir-1271	16.237	26.344	25.564	6.781	14.796	4.102	15.222	4.347	2.044	11.647	1.916	11.86	8.329	5.629	3.181	3.922	10.764	6.307	1.522	2.007	6.029	2.011	12.196	4.053	6.769	3.854	9.779	7.256	8.336	1.859	6.244	1.878	2.382	2.11	5.892	2.923	8.125	1.052	0	4.775	0.845	8.623	7.961	15.115	0.855	0.786	8.598	4.773	7.562	3.717	10.197	0.98	16.91	6.739	1.605	2.166	6.339	6.725	22.304	11.683	1.056	7.8	5.115	0	3.576	1.306	3.805	6.361	6.288	0.97	0	3.914	20.022	37.011	3.6	4.038	6.593	5.356	0.98
hsa-mir-128-1	256.105	256.54	405.958	217.004	188.317	552.801	141.807	552.014	255.533	341.249	322.786	397.311	461.772	261.755	343.567	537.32	364.915	279.101	187.2	812.919	211.025	736.034	313.619	234.061	260.967	352.651	299.241	301.106	156.108	258.398	4906.757	508.004	278.752	229.954	587.761	239.081	490.751	236.749	293.894	569.4	224.79	302.47	219.913	510.542	310.415	425.377	335.335	447.953	261.648	428.346	210.318	454.622	425.827	301.418	227.155	225.28	466.375	503.05	585.813	197.772	662.138	224.258	336.743	210.519	289.643	204.359	285.851	357.834	163.479	295.021	350.264	130.735	165.636	362.996	308.666	230.154	379.112	315.981	321.577
hsa-mir-1287	28.784	149.91	39.88	35.263	476.174	22.563	34.45	11.953	17.887	252.734	43.102	296.5	1.851	24.393	12.725	25.885	15.07	160.312	164.371	28.101	72.352	85.468	114.122	23.305	18.802	44.322	35.205	14.511	109.124	21.378	232.069	32.865	220.381	25.316	5.156	46.764	9.75	237.801	15.934	8.356	56.62	279.917	14.926	16.794	18.813	355.398	11.178	81.136	19.661	26.946	223.065	76.423	69.946	309.995	117.992	10.831	20.828	162.752	20.028	95.131	134.117	72.153	41.773	49.661	14.303	198.483	6.183	20.675	238.931	21.35	37.774	16.44	52.785	48.399	52.194	8.076	271.642	30.348	117.65
hsa-mir-129-1	40.593	16.308	61.354	23.735	0	10.256	6.409	17.386	655.186	3.494	23.946	1.977	6.478	7.506	47.718	3.922	4.306	44.677	22.829	16.058	1.34	18.099	3.485	3.04	0.752	21.198	13.691	3.628	168.991	66.923	1.041	88.267	13.104	26.371	108.272	11.691	4.875	0	41.605	0	2.535	3.98	22.887	256.951	49.598	17.298	33.534	4.091	0	65.042	20.395	1.96	4.612	5.514	0.803	2.166	32.601	31.609	25.49	17.524	246.058	83.853	1.705	14.035	618.62	0	193.104	1.59	7.186	0.97	1.145	12.525	103.75	12.812	56.694	80.756	1.319	27.671	201.966
